iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,4_maddpg_actor_loss,4_maddpg_critic_loss
183,18400,-0.26876,0.91931,-0.35050,1.04122,-0.35716,0.79061,-0.66021,0.82284
184,18500,-0.28475,1.35105,-0.34295,1.28162,-0.36231,0.89858,-0.62723,0.97445
185,18600,-0.27168,0.84000,-0.34475,1.06270,-0.35771,0.79914,-0.62358,0.91294
186,18700,-0.26294,1.02730,-0.37548,0.98574,-0.34396,0.86202,-0.66609,0.90435
187,18800,-0.27077,1.03524,-0.34938,0.97458,-0.35068,1.05208,-0.63641,0.86598
188,18900,-0.28172,1.05315,-0.35231,1.25783,-0.34025,1.07566,-0.62561,0.87973
189,19000,-0.27252,1.10243,-0.35186,0.88137,-0.35007,0.96301,-0.64418,0.81982
190,19100,-0.30390,1.46636,-0.34468,0.90466,-0.34164,0.84602,-0.63068,0.86249
191,19200,-0.29174,1.04827,-0.35515,1.06791,-0.35272,1.02674,-0.63251,0.81938
192,19300,-0.29808,1.20750,-0.34854,1.15790,-0.33228,1.06451,-0.63719,0.88000
193,19400,-0.24166,1.01193,-0.32832,0.90797,-0.38139,1.07382,-0.62326,0.89085
194,19500,-0.28816,0.77586,-0.35071,0.93121,-0.35079,1.06932,-0.64301,0.83807
195,19600,-0.26971,1.04790,-0.29951,0.87350,-0.34546,0.89022,-0.65876,0.77790
196,19700,-0.26296,1.01566,-0.32940,0.99123,-0.33572,1.12007,-0.62612,0.97350
197,19800,-0.27004,1.08441,-0.32273,1.02054,-0.34855,0.80085,-0.66711,0.91182
198,19900,-0.26501,0.87556,-0.31710,0.82456,-0.32878,0.78116,-0.65081,0.98852
199,20000,-0.31217,1.03448,-0.32887,1.06970,-0.33945,0.83779,-0.65687,0.86367
200,20100,-0.24304,0.92342,-0.32559,0.72379,-0.30971,0.71930,-0.65311,0.86982
201,20200,-0.25212,0.82811,-0.32295,0.99058,-0.33404,1.10463,-0.65543,0.93977
202,20300,-0.25778,1.07598,-0.30817,1.08289,-0.32251,0.68497,-0.64775,0.94080
203,20400,-0.30014,1.38254,-0.31188,0.87226,-0.32039,0.77898,-0.64413,0.96877
204,20500,-0.30898,0.93336,-0.31341,0.81160,-0.32572,1.01255,-0.66482,0.81382
205,20600,-0.26866,0.92833,-0.30138,0.86910,-0.32471,1.01209,-0.64593,0.96020
206,20700,-0.26044,0.81956,-0.29301,0.99875,-0.32126,0.89187,-0.67203,1.00026
207,20800,-0.30454,1.21568,-0.29025,0.99280,-0.31387,1.12355,-0.66450,0.85711
208,20900,-0.27256,0.96248,-0.31679,1.25748,-0.32093,0.94757,-0.64789,0.88591
209,21000,-0.26285,0.99812,-0.28760,0.79340,-0.31273,1.14844,-0.66244,0.84367
210,21100,-0.28810,1.07393,-0.30468,0.99224,-0.34588,1.20000,-0.65196,1.01068
211,21200,-0.26749,0.98011,-0.32006,1.23094,-0.32542,1.03762,-0.66048,0.91134
212,21300,-0.25935,1.29370,-0.30483,1.17127,-0.31302,0.71290,-0.64687,0.83534
213,21400,-0.26121,1.01627,-0.31435,0.86984,-0.33345,1.05071,-0.67259,0.85929
214,21500,-0.25132,0.89913,-0.28513,0.76049,-0.31057,0.93758,-0.66825,0.81316
215,21600,-0.25417,1.00856,-0.30398,1.03986,-0.31899,0.78568,-0.65920,0.79287
216,21700,-0.25413,0.88814,-0.29624,0.98079,-0.31982,1.02103,-0.64714,0.98323
217,21800,-0.24834,1.57582,-0.29781,1.02332,-0.32312,1.20562,-0.62450,0.92181
218,21900,-0.23515,0.91083,-0.30828,1.20953,-0.34216,0.86542,-0.63611,0.81485
219,22000,-0.22375,0.71737,-0.30053,0.67609,-0.31482,0.91315,-0.66253,0.84409
220,22100,-0.27043,0.87943,-0.29798,1.18777,-0.31860,0.98461,-0.63458,0.85922
221,22200,-0.22500,0.88952,-0.28966,0.85112,-0.33915,0.86718,-0.67296,0.90944
222,22300,-0.24080,0.92382,-0.28163,0.93190,-0.32036,1.13885,-0.61121,0.82299
223,22400,-0.22636,0.91602,-0.30421,1.15666,-0.33921,1.22158,-0.64798,0.83708
224,22500,-0.22543,0.78201,-0.30864,1.06900,-0.34291,1.12071,-0.61431,0.94623
225,22600,-0.22545,0.89790,-0.29430,1.04327,-0.31729,0.99084,-0.64911,0.91944
226,22700,-0.21763,1.09081,-0.30418,1.15653,-0.32028,1.20183,-0.63671,0.96227
227,22800,-0.22826,0.86319,-0.27371,0.86915,-0.30865,0.77121,-0.63712,0.95578
228,22900,-0.22163,0.90835,-0.28987,0.95157,-0.32401,1.59602,-0.62478,0.94095
229,23000,-0.21007,1.01908,-0.27639,1.06527,-0.32559,1.47753,-0.64079,0.91601
230,23100,-0.24167,1.00806,-0.29863,1.13569,-0.32374,0.88081,-0.63223,0.97978
231,23200,-0.21787,1.26585,-0.28661,1.19939,-0.32513,1.28388,-0.63976,0.88062
232,23300,-0.20037,1.14968,-0.29162,0.98033,-0.31891,0.72605,-0.62161,0.92219
233,23400,-0.20086,0.99991,-0.27048,1.18641,-0.32097,0.84441,-0.64487,0.77876
234,23500,-0.19234,1.14217,-0.29127,0.85788,-0.32916,1.11533,-0.61365,0.83690
235,23600,-0.21813,1.34595,-0.28617,0.74921,-0.32961,1.04823,-0.63242,1.02335
236,23700,-0.19465,0.79683,-0.26754,0.93177,-0.32596,0.91331,-0.64065,0.84143
237,23800,-0.19178,0.99587,-0.26504,1.24584,-0.30952,1.09489,-0.62250,0.85111
238,23900,-0.19360,0.86547,-0.26535,0.91922,-0.31418,0.94595,-0.63768,0.87902
239,24000,-0.18659,1.16677,-0.28254,0.94868,-0.30646,1.00619,-0.66645,0.99572
240,24100,-0.18527,1.02878,-0.25468,1.15495,-0.33171,1.15425,-0.63177,0.91851
241,24200,-0.22126,1.19986,-0.28350,1.32630,-0.31301,1.20391,-0.64969,0.88693
242,24300,-0.16709,0.99945,-0.27473,1.16938,-0.33033,1.08570,-0.63890,0.93009
243,24400,-0.16138,0.80796,-0.26226,0.80486,-0.30312,0.88827,-0.64626,0.92350
244,24500,-0.19451,1.09417,-0.26779,0.96392,-0.32384,1.14152,-0.66022,0.92004
245,24600,-0.17270,0.76457,-0.27229,0.95421,-0.31240,0.99637,-0.63711,0.89966
246,24700,-0.22273,1.05592,-0.23898,0.60289,-0.35210,1.39158,-0.64020,0.89942
247,24800,-0.17076,0.84795,-0.25218,0.84664,-0.30837,1.04686,-0.65985,0.96798
248,24900,-0.17773,1.11359,-0.24512,1.02501,-0.31920,1.03935,-0.62901,0.87365
