iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,4_maddpg_actor_loss,4_maddpg_critic_loss
0,100,-0.14251,1.02194,-0.16506,1.04583,-0.15897,0.89311,0.02071,0.98300
1,200,-0.10089,0.65804,-0.13346,0.45616,-0.10561,0.48651,-0.01838,0.77436
2,300,-0.05242,0.57809,-0.04898,0.54066,-0.07415,0.61941,-0.04931,0.93367
3,400,-0.05499,0.81858,-0.04677,0.76912,-0.03674,0.62752,-0.04928,0.88748
4,500,-0.05728,0.77021,-0.03594,0.82146,-0.04797,0.61931,-0.06916,0.83265
5,600,-0.06547,0.71512,-0.01482,0.62235,-0.07682,0.89520,-0.07280,0.81255
6,700,-0.08964,1.09694,-0.04020,0.74046,-0.14419,1.04598,-0.09311,0.90911
7,800,-0.02569,0.86904,-0.03812,0.81916,-0.06199,0.99122,-0.08887,0.89427
8,900,-0.04850,0.87593,-0.07251,0.83657,-0.13258,0.98731,-0.08776,0.85031
9,1000,-0.03690,0.97355,-0.06883,0.88279,-0.11805,1.17484,-0.04289,0.88855
10,1100,-0.03867,0.81486,-0.07413,0.87976,-0.16779,0.77571,-0.06176,0.90437
11,1200,-0.03156,0.83470,-0.09737,0.89362,-0.16843,1.06211,-0.05525,0.82661
12,1300,-0.02351,0.63893,-0.11111,0.94952,-0.18808,0.89171,-0.05464,0.85730
13,1400,-0.04166,1.08804,-0.15571,1.32615,-0.19262,0.70322,-0.05772,0.95731
14,1500,-0.06685,1.02755,-0.19090,0.95203,-0.23421,1.16772,-0.11240,0.85544
15,1600,-0.07116,1.01096,-0.18730,0.84911,-0.22015,1.06266,-0.10097,0.77232
16,1700,-0.09119,0.85144,-0.19356,0.76685,-0.21884,0.80711,-0.10115,0.90604
17,1800,-0.09034,0.95946,-0.19645,0.98863,-0.23713,0.84920,-0.07974,0.83893
18,1900,-0.10466,0.88728,-0.21139,0.97815,-0.24872,0.72964,-0.10002,0.82533
19,2000,-0.10018,1.01748,-0.21516,1.10173,-0.27789,0.98492,-0.06280,0.83650
20,2100,-0.08527,0.78162,-0.21634,1.01677,-0.24683,0.84130,-0.09126,0.78419
21,2200,-0.08370,0.76305,-0.21411,0.82789,-0.26541,0.96178,-0.16558,0.83275
22,2300,-0.08768,0.90261,-0.23083,1.20933,-0.28031,1.03586,-0.13601,0.84260
23,2400,-0.07897,0.84221,-0.22695,0.78989,-0.29824,0.82343,-0.13309,0.83662
24,2500,-0.07889,0.82756,-0.24784,1.14370,-0.31331,1.08152,-0.16329,0.82676
25,2600,-0.10977,1.35034,-0.25115,0.74848,-0.29056,0.82857,-0.14697,0.88485
26,2700,-0.08951,1.24456,-0.25259,0.79069,-0.29916,1.49794,-0.17214,0.86485
27,2800,-0.11680,1.17172,-0.25730,0.89675,-0.31365,0.88267,-0.18909,0.87266
28,2900,-0.10961,1.11250,-0.25116,1.26018,-0.29819,0.91052,-0.20880,0.86718
29,3000,-0.11850,0.86353,-0.25345,0.96840,-0.31586,1.20603,-0.19169,0.83485
30,3100,-0.10500,0.89078,-0.24039,0.85048,-0.31639,1.00816,-0.17554,0.83427
31,3200,-0.10120,0.97240,-0.25640,1.17096,-0.32116,1.18608,-0.18769,0.83406
32,3300,-0.12021,1.13703,-0.26499,1.06677,-0.31999,0.71156,-0.17755,0.81526
33,3400,-0.10607,0.91468,-0.27211,0.91549,-0.28362,0.75359,-0.15795,0.84528
34,3500,-0.10374,0.90425,-0.24430,0.82348,-0.29820,1.18132,-0.18492,0.81515
35,3600,-0.14583,1.08475,-0.27802,1.35691,-0.32792,1.12112,-0.16565,0.90280
36,3700,-0.12405,0.78828,-0.28780,0.84869,-0.32074,0.95634,-0.17584,0.85570
37,3800,-0.13340,1.03283,-0.28030,0.63084,-0.32621,1.15963,-0.17584,0.85409
38,3900,-0.12029,1.06298,-0.28844,1.08387,-0.34094,1.05443,-0.17686,0.84969
39,4000,-0.12934,0.88608,-0.29965,1.00877,-0.33236,0.96963,-0.16008,0.84137
40,4100,-0.13461,1.08913,-0.33098,1.41332,-0.34385,0.69971,-0.19387,0.91182
41,4200,-0.13619,1.07999,-0.30691,0.82510,-0.36901,0.86416,-0.15932,0.89621
42,4300,-0.14378,0.96580,-0.29744,0.99805,-0.37257,1.07162,-0.11643,0.87893
43,4400,-0.14773,0.79768,-0.32797,0.98962,-0.37666,0.90380,-0.14114,0.85417
44,4500,-0.15580,1.11372,-0.32955,1.06213,-0.38172,0.88868,-0.19502,0.83154
45,4600,-0.14907,0.84849,-0.33043,1.03633,-0.40900,0.83410,-0.10689,0.90295
46,4700,-0.14508,1.24903,-0.36151,1.11522,-0.37328,0.75492,-0.09698,0.84729
47,4800,-0.16049,1.16386,-0.34820,0.79391,-0.36140,0.90499,-0.11514,0.88608
