iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,1.95608,0.26219,1.09932,5.61346,0.47948,1.61247
1,200,1.01217,0.25720,1.09981,1.93118,0.47946,1.61100
2,300,0.96404,0.25124,1.09887,1.20612,0.47103,1.61087
3,400,1.00356,0.24560,1.09898,0.90611,0.46055,1.61116
4,500,0.98431,0.23949,1.09890,0.66012,0.45382,1.61122
5,600,0.99550,0.23327,1.09937,0.51392,0.44331,1.61188
6,700,0.99346,0.22743,1.09914,0.51088,0.43501,1.61160
7,800,0.99487,0.22172,1.09923,0.49594,0.42664,1.61263
8,900,0.99761,0.21608,1.09824,0.50090,0.41705,1.61152
9,1000,0.99727,0.21051,1.09877,0.51126,0.40981,1.61209
10,1100,1.00011,0.20525,1.09848,0.52068,0.40196,1.61087
11,1200,0.99764,0.20012,1.09738,0.52047,0.39368,1.61100
12,1300,0.99571,0.19488,1.09675,0.52492,0.38543,1.61076
13,1400,1.00468,0.19006,1.09668,0.53913,0.37682,1.60986
14,1500,0.96972,0.18541,1.09543,0.52445,0.36897,1.61121
15,1600,1.00063,0.18058,1.09587,0.54323,0.36099,1.61014
16,1700,0.99240,0.17610,1.09575,0.52585,0.35381,1.61005
17,1800,0.98526,0.17141,1.09539,0.55241,0.34517,1.60994
18,1900,1.00654,0.16694,1.09446,0.55760,0.33747,1.60973
19,2000,1.02424,0.16274,1.09458,0.54556,0.33022,1.60908
20,2100,0.99980,0.15840,1.09473,0.54843,0.32295,1.60942
21,2200,0.99149,0.15423,1.09474,0.56280,0.31661,1.60926
22,2300,0.98286,0.15005,1.09431,0.55382,0.30960,1.60836
23,2400,0.97963,0.14615,1.09365,0.56708,0.30265,1.60917
24,2500,0.96332,0.14209,1.09343,0.60218,0.29587,1.60877
25,2600,1.00248,0.13827,1.09412,0.56255,0.28969,1.60848
26,2700,0.97967,0.13431,1.09314,0.57801,0.28387,1.60785
27,2800,1.00526,0.13073,1.09252,0.57728,0.27812,1.60760
28,2900,0.98838,0.12710,1.09283,0.58752,0.27143,1.60829
29,3000,0.96803,0.12354,1.09354,0.58505,0.26565,1.60766
30,3100,1.01158,0.11999,1.09225,0.59231,0.26048,1.60866
31,3200,0.97443,0.11647,1.09195,0.55840,0.25450,1.60795
32,3300,0.96967,0.11306,1.09155,0.61647,0.24947,1.60708
33,3400,1.00238,0.10971,1.09162,0.60631,0.24398,1.60672
34,3500,0.99964,0.10638,1.09085,0.59308,0.23856,1.60708
35,3600,0.98402,0.10312,1.09001,0.58817,0.23317,1.60782
36,3700,1.03694,0.09998,1.08935,0.61340,0.22776,1.60662
37,3800,1.00602,0.09692,1.08888,0.61645,0.22327,1.60750
