iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss
0,100,0.91114,0.93783,0.93651
1,200,0.81760,0.78916,0.81772
2,300,0.73272,0.67676,0.73621
3,400,0.64962,0.59425,0.62845
4,500,0.54860,0.51294,0.52193
5,600,0.49621,0.48867,0.49304
6,700,0.47788,0.47908,0.46410
7,800,0.46650,0.45339,0.46237
8,900,0.45435,0.44303,0.46007
9,1000,0.44496,0.41917,0.43018
10,1100,0.44284,0.41680,0.43228
11,1200,0.43797,0.41105,0.43010
12,1300,0.44468,0.40993,0.42733
13,1400,0.44944,0.40867,0.42839
14,1500,0.43739,0.42492,0.42663
15,1600,0.43857,0.42191,0.43499
16,1700,0.45315,0.43323,0.43559
17,1800,0.46054,0.42621,0.45126
18,1900,0.46420,0.44488,0.43811
19,2000,0.46133,0.44319,0.45157
20,2100,0.46192,0.45422,0.45232
21,2200,0.45778,0.45650,0.45158
22,2300,0.46499,0.45414,0.45490
23,2400,0.46738,0.44365,0.45927
24,2500,0.48384,0.45359,0.45495
25,2600,0.47790,0.46111,0.47775
26,2700,0.47206,0.46503,0.47925
27,2800,0.50144,0.46587,0.47716
28,2900,0.48510,0.46864,0.47325
29,3000,0.49510,0.48109,0.48084
30,3100,0.50263,0.49581,0.48302
31,3200,0.49265,0.50870,0.49424
32,3300,0.50809,0.49724,0.50786
33,3400,0.50499,0.49098,0.50235
34,3500,0.51250,0.50420,0.49848
35,3600,0.52259,0.49923,0.49813
36,3700,0.52154,0.50497,0.50256
37,3800,0.53014,0.50276,0.50655
38,3900,0.52898,0.50784,0.50775
39,4000,0.53094,0.51387,0.51352
40,4100,0.53012,0.53901,0.51793
41,4200,0.53553,0.50843,0.52861
42,4300,0.53690,0.53107,0.53300
43,4400,0.53025,0.54150,0.53595
44,4500,0.54843,0.52549,0.53863
45,4600,0.56317,0.52782,0.54301
46,4700,0.55044,0.53592,0.53829
47,4800,0.56085,0.53123,0.54585
48,4900,0.56921,0.55139,0.56141
49,5000,0.57757,0.53717,0.55477
50,5100,0.57040,0.54799,0.55460
51,5200,0.56852,0.55441,0.55874
52,5300,0.57802,0.56174,0.55391
53,5400,0.57074,0.56419,0.57762
54,5500,0.58455,0.57503,0.57205
55,5600,0.59164,0.56497,0.56563
56,5700,0.58258,0.55645,0.57003
57,5800,0.61136,0.58103,0.58024
58,5900,0.59325,0.57436,0.56613
59,6000,0.59793,0.57875,0.59899
60,6100,0.61008,0.60043,0.58173
61,6200,0.61392,0.60499,0.60091
62,6300,0.60044,0.61171,0.58882
63,6400,0.62310,0.58241,0.60244
64,6500,0.62756,0.61895,0.60481
65,6600,0.64077,0.57952,0.60572
66,6700,0.63201,0.60727,0.63609
67,6800,0.61616,0.61919,0.60167
68,6900,0.61524,0.58579,0.61081
69,7000,0.63520,0.59914,0.61417
70,7100,0.63192,0.60997,0.61153
