iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value
0,100,0.98649,0.02313,8.14346,0.50710
1,200,0.99901,0.01051,2.83309,0.39638
2,300,0.98391,0.00749,2.33239,0.38205
3,400,0.96134,0.00615,2.09748,0.37408
4,500,1.01249,0.00535,1.83676,0.36913
5,600,1.01569,0.00479,1.64756,0.36269
6,700,1.01441,0.00438,1.61398,0.35870
7,800,0.99289,0.00406,1.65202,0.35404
8,900,0.99248,0.00380,1.74812,0.35213
9,1000,1.00535,0.00359,1.67471,0.34988
10,1100,1.00835,0.00340,1.63468,0.34869
11,1200,1.01376,0.00325,1.63326,0.34804
12,1300,1.02838,0.00311,1.63460,0.34614
13,1400,0.97755,0.00299,1.63538,0.34411
14,1500,0.99889,0.00288,1.61720,0.34099
15,1600,1.02857,0.00278,1.66541,0.34261
16,1700,0.99185,0.00270,1.65658,0.33892
17,1800,0.99326,0.00262,1.67638,0.33740
18,1900,0.97127,0.00254,1.64629,0.33528
19,2000,1.01156,0.00248,1.61270,0.33560
20,2100,1.03077,0.00241,1.61670,0.33538
21,2200,1.00010,0.00236,1.61895,0.33202
22,2300,1.01550,0.00230,1.63562,0.33279
23,2400,0.97396,0.00225,1.62895,0.33087
24,2500,1.02980,0.00220,1.63064,0.33129
25,2600,0.98639,0.00216,1.66678,0.33077
26,2700,1.01271,0.00212,1.65212,0.32908
27,2800,0.99885,0.00208,1.62930,0.32503
28,2900,0.99519,0.00204,1.62866,0.32482
29,3000,0.98764,0.00201,1.63271,0.32512
30,3100,0.96222,0.00197,1.60196,0.32293
31,3200,1.01474,0.00194,1.63574,0.31978
32,3300,0.98577,0.00191,1.63013,0.32125
33,3400,1.00598,0.00188,1.62870,0.31950
34,3500,0.99419,0.00185,1.61959,0.31895
35,3600,0.99986,0.00183,1.64128,0.31555
36,3700,1.01635,0.00180,1.63231,0.31664
37,3800,0.96693,0.00178,1.62085,0.31644
38,3900,0.98877,0.00175,1.59913,0.31500
39,4000,0.98133,0.00173,1.65686,0.31293
40,4100,1.00319,0.00171,1.62500,0.30939
41,4200,0.99326,0.00169,1.62226,0.31049
42,4300,0.99376,0.00167,1.57918,0.30941
43,4400,1.04200,0.00165,1.58654,0.30608
44,4500,1.00483,0.00163,1.58948,0.30598
45,4600,0.99341,0.00161,1.63845,0.30395
46,4700,0.98129,0.00159,1.59613,0.30067
47,4800,0.98717,0.00158,1.60891,0.29819
48,4900,0.99858,0.00156,1.58348,0.29836
49,5000,0.99970,0.00154,1.62595,0.29811
50,5100,0.99763,0.00153,1.62266,0.29509
51,5200,0.99098,0.00151,1.62856,0.29317
52,5300,1.01624,0.00150,1.59532,0.29201
53,5400,0.95555,0.00148,1.59788,0.29076
54,5500,0.98821,0.00147,1.57351,0.29100
55,5600,0.99282,0.00146,1.59949,0.28791
56,5700,0.99666,0.00144,1.59985,0.28598
57,5800,0.96956,0.00143,1.57306,0.28358
58,5900,0.98402,0.00142,1.56053,0.28268
59,6000,0.99365,0.00141,1.57768,0.28161
60,6100,0.98422,0.00140,1.58868,0.28026
61,6200,0.98254,0.00138,1.58736,0.27678
62,6300,1.00903,0.00137,1.54893,0.27394
63,6400,0.97551,0.00136,1.58005,0.27489
64,6500,1.02400,0.00135,1.59640,0.27383
65,6600,0.99452,0.00134,1.58845,0.27228
66,6700,1.03009,0.00133,1.57682,0.26819
67,6800,0.97003,0.00132,1.48926,0.26685
68,6900,0.98518,0.00131,1.53208,0.26715
69,7000,0.98286,0.00130,1.52808,0.26341
70,7100,1.00609,0.00129,1.55793,0.26423
71,7200,0.95772,0.00128,1.55550,0.26163
72,7300,0.96744,0.00127,1.49343,0.25916
73,7400,1.01918,0.00127,1.49484,0.25767
74,7500,1.00523,0.00126,1.49524,0.25659
75,7600,1.02755,0.00125,1.48536,0.25750
76,7700,0.98923,0.00124,1.47682,0.25519
77,7800,0.97289,0.00123,1.47300,0.25490
78,7900,0.97934,0.00122,1.50177,0.25117
79,8000,0.96558,0.00122,1.49519,0.25363
80,8100,0.96636,0.00121,1.56220,0.24844
81,8200,0.98426,0.00120,1.49998,0.25005
82,8300,1.00289,0.00119,1.52179,0.25107
83,8400,1.04062,0.00119,1.46239,0.24668
84,8500,1.00769,0.00118,1.46263,0.24573
85,8600,1.00514,0.00117,1.53000,0.24362
86,8700,1.00654,0.00117,1.49671,0.24308
87,8800,0.98990,0.00116,1.46187,0.24089
88,8900,0.99365,0.00115,1.48406,0.23921
89,9000,1.00324,0.00115,1.45182,0.23719
90,9100,1.03953,0.00114,1.49171,0.23678
91,9200,1.02945,0.00113,1.51369,0.23887
92,9300,0.96244,0.00113,1.43999,0.23674
93,9400,0.95980,0.00112,1.45430,0.23516
94,9500,1.03392,0.00112,1.44631,0.23589
95,9600,1.00742,0.00111,1.44620,0.23243
96,9700,0.98071,0.00110,1.43262,0.23045
97,9800,0.99461,0.00110,1.47929,0.23012
98,9900,0.95547,0.00109,1.46341,0.23116
99,10000,0.98326,0.00109,1.46910,0.22769
100,10100,0.94282,0.00108,1.49789,0.22988
101,10200,1.00706,0.00108,1.49788,0.22745
102,10300,0.96988,0.00107,1.45991,0.22617
103,10400,0.96841,0.00107,1.48266,0.22590
104,10500,0.96660,0.00106,1.43052,0.22462
105,10600,0.98749,0.00106,1.47883,0.22494
106,10700,0.99470,0.00105,1.51839,0.22377
107,10800,0.98321,0.00105,1.41848,0.22151
108,10900,0.98826,0.00104,1.46875,0.22159
109,11000,1.01248,0.00104,1.42384,0.22200
110,11100,0.99148,0.00103,1.47194,0.22223
111,11200,0.95852,0.00103,1.44852,0.21876
112,11300,1.01099,0.00102,1.44389,0.21813
113,11400,0.94921,0.00102,1.42759,0.21777
114,11500,1.03902,0.00101,1.44692,0.21899
115,11600,0.96671,0.00101,1.44535,0.21821
116,11700,0.99445,0.00100,1.44678,0.21739
117,11800,0.94906,0.00100,1.50723,0.22005
118,11900,1.01359,0.00100,1.42994,0.21700
119,12000,0.97881,0.00099,1.52184,0.21662
120,12100,0.97222,0.00099,1.49003,0.21459
121,12200,0.97307,0.00098,1.43232,0.21406
122,12300,0.97257,0.00098,1.44987,0.21396
123,12400,0.93176,0.00098,1.46961,0.21396
124,12500,0.98803,0.00097,1.40607,0.21227
125,12600,0.97878,0.00097,1.44451,0.21408
126,12700,0.95463,0.00096,1.48642,0.21329
127,12800,0.99111,0.00096,1.47116,0.21323
128,12900,1.03351,0.00096,1.47823,0.21188
129,13000,0.93855,0.00095,1.46695,0.20990
130,13100,1.00636,0.00095,1.48075,0.21158
131,13200,0.98175,0.00095,1.52998,0.21249
132,13300,0.97481,0.00094,1.44500,0.21005
133,13400,0.98163,0.00094,1.49911,0.21012
134,13500,0.98382,0.00093,1.45502,0.21117
135,13600,0.97846,0.00093,1.48465,0.21153
136,13700,0.97283,0.00093,1.49879,0.21029
137,13800,1.00237,0.00092,1.48849,0.21011
138,13900,0.99936,0.00092,1.51277,0.20748
139,14000,0.99930,0.00092,1.47705,0.20977
140,14100,1.00931,0.00091,1.54222,0.20799
141,14200,0.96934,0.00091,1.52181,0.20992
142,14300,0.98907,0.00091,1.48800,0.20776
143,14400,0.97720,0.00090,1.51167,0.20905
