iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value,4_maddpg_actor_loss,4_maddpg_critic_loss,4_count_value
0,100,-1.92820,3.69511,0.28734,-1.89381,3.21492,0.25882,-1.83695,2.86125,0.23984,-1.68805,2.51000,0.22662
1,200,-1.64485,1.51878,0.19950,-1.65032,1.65646,0.19381,-1.50993,1.38944,0.18900,-1.46602,1.25575,0.18360
2,300,-1.78935,1.48049,0.19239,-1.81146,1.45304,0.19060,-1.74683,1.40895,0.18636,-1.69904,1.27913,0.18439
3,400,-2.05852,1.57282,0.19296,-2.00702,1.45449,0.19157,-2.02309,1.43635,0.19074,-1.94328,1.22730,0.18750
4,500,-2.24291,1.66333,0.19060,-2.20204,1.52607,0.19005,-2.23569,1.47778,0.18845,-2.14416,1.35365,0.18716
5,600,-2.59808,1.58810,0.19183,-2.49482,1.51692,0.19159,-2.61281,1.64131,0.18796,-2.44700,1.22159,0.18762
6,700,-2.86968,1.49948,0.19159,-2.76932,1.33948,0.19089,-2.92781,1.48655,0.19081,-2.77731,1.28206,0.18950
7,800,-3.10690,1.61758,0.19331,-3.04847,1.53059,0.19035,-3.16211,1.37440,0.19131,-3.09316,1.28298,0.19083
8,900,-3.47822,1.64014,0.19629,-3.45074,1.75583,0.19528,-3.38869,1.52677,0.19347,-3.39278,1.32005,0.19291
9,1000,-3.81420,1.61542,0.19671,-3.55830,1.41611,0.19414,-3.60647,1.64525,0.19227,-3.64763,1.34825,0.19350
10,1100,-4.00279,1.66115,0.19534,-3.83498,1.49678,0.19463,-3.92573,1.59668,0.19506,-3.81781,1.32497,0.19317
11,1200,-4.21158,1.53388,0.19513,-4.12449,1.52708,0.19354,-4.19643,1.56342,0.19260,-4.07958,1.28341,0.19213
12,1300,-4.40307,1.51392,0.19396,-4.25341,1.54747,0.19386,-4.39048,1.36187,0.19326,-4.25820,1.38804,0.19322
13,1400,-4.55999,1.52760,0.19225,-4.47864,1.43540,0.19203,-4.68124,1.32396,0.19158,-4.49218,1.27981,0.19120
14,1500,-4.80846,1.73537,0.19142,-4.65861,1.60167,0.19067,-4.80671,1.32927,0.19117,-4.69929,1.25720,0.19291
15,1600,-4.87066,1.35191,0.19159,-4.85604,1.58444,0.19067,-5.03171,1.40439,0.19181,-4.95759,1.19498,0.18949
16,1700,-5.23690,1.48457,0.19299,-5.08616,1.67964,0.19196,-5.32976,1.38398,0.19086,-5.17665,1.28290,0.19188
17,1800,-5.33474,1.46505,0.19099,-5.30530,1.54248,0.19100,-5.27738,1.68598,0.18937,-5.38110,1.26312,0.19089
18,1900,-5.53176,1.51765,0.19149,-5.39556,1.77260,0.18980,-5.54975,1.64233,0.18854,-5.63493,1.25568,0.18841
19,2000,-5.76252,1.41816,0.18796,-5.64153,1.64865,0.18937,-5.63497,1.54696,0.18693,-5.77931,1.10236,0.18800
20,2100,-5.99381,1.49387,0.18665,-5.83318,1.51119,0.18681,-5.85029,1.65703,0.18801,-6.13523,1.52152,0.18765
21,2200,-6.15930,1.49109,0.18852,-6.06252,1.55521,0.18756,-5.96232,1.23850,0.18382,-6.16378,1.30289,0.18495
22,2300,-6.11661,1.54749,0.18564,-6.24936,1.55273,0.18596,-6.14091,1.63356,0.18478,-6.36639,1.24656,0.18523
23,2400,-6.40541,1.48663,0.18541,-6.41309,1.53652,0.18557,-6.29451,1.50962,0.18462,-6.64574,1.29760,0.18371
24,2500,-6.49012,1.36996,0.18416,-6.53773,1.54549,0.18407,-6.47844,1.26474,0.18481,-6.69054,1.44874,0.18222
25,2600,-6.68634,1.75516,0.18453,-6.67554,1.40035,0.18338,-6.64857,1.53471,0.18525,-6.91261,1.25798,0.18346
26,2700,-6.84879,1.54237,0.18222,-6.88439,1.42036,0.18097,-6.74342,1.51375,0.18119,-7.20482,1.30728,0.18206
27,2800,-7.07846,1.49089,0.18300,-7.02021,1.38353,0.18190,-6.86789,1.49841,0.18280,-7.30031,1.30635,0.18001
