iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss
0,100,-6.78462,11.48316,1.41708,-5.81294,9.94319,1.03938
1,200,-8.40550,1.14532,1.44057,-6.04505,1.20210,1.01701
2,300,-9.31168,1.03321,1.44274,-6.74952,1.04270,1.00968
3,400,-10.22455,1.31298,1.43947,-7.46452,1.06107,0.99400
4,500,-11.06648,1.44889,1.43497,-8.16823,1.28261,0.98374
5,600,-12.35118,1.71657,1.43343,-8.93865,1.36119,0.97587
6,700,-13.59408,2.08400,1.43045,-9.72959,1.42383,0.97034
7,800,-14.34743,1.79580,1.42489,-10.33219,1.50619,0.96751
8,900,-15.38515,2.23643,1.42014,-11.09358,1.70450,0.96448
9,1000,-16.46033,3.70833,1.41307,-11.85118,2.44001,0.96415
10,1100,-17.49446,3.56430,1.40678,-12.57697,2.25811,0.96308
11,1200,-18.28301,4.26263,1.40089,-13.17726,2.78216,0.95989
12,1300,-19.39817,5.47196,1.39578,-13.73783,3.66060,0.95463
13,1400,-20.36921,5.27767,1.38682,-14.34817,3.35220,0.94727
14,1500,-21.19244,3.70597,1.38052,-15.09058,2.58461,0.94188
15,1600,-21.97735,3.80243,1.37510,-15.77804,2.33042,0.93585
16,1700,-22.88835,2.73103,1.36903,-16.33440,2.48797,0.93081
17,1800,-23.86233,2.32382,1.36534,-16.92974,2.02145,0.92717
18,1900,-24.68469,2.45083,1.35948,-17.47814,2.27256,0.92016
19,2000,-25.44572,3.11531,1.35358,-18.08658,2.14544,0.91667
20,2100,-26.19350,4.27937,1.34517,-18.58100,2.30891,0.91061
21,2200,-27.28547,4.51103,1.34205,-19.10515,2.52960,0.90634
22,2300,-27.92140,4.55282,1.33757,-19.61371,2.71890,0.90285
23,2400,-28.25134,4.77897,1.33139,-20.08262,3.07156,0.89739
24,2500,-29.02579,4.39784,1.32678,-20.55991,3.12153,0.89400
25,2600,-29.82924,4.13273,1.32070,-21.14066,3.78196,0.88840
26,2700,-30.71489,3.66720,1.31579,-21.56957,2.80641,0.88532
27,2800,-31.16702,3.26227,1.30922,-21.87414,2.89354,0.88082
28,2900,-31.79111,4.63439,1.30560,-22.38034,2.85067,0.87754
29,3000,-32.46290,4.59503,1.30267,-22.80396,3.19275,0.87351
30,3100,-32.69962,4.86192,1.29498,-23.24612,3.31882,0.86884
31,3200,-33.36800,3.15702,1.29032,-23.60041,3.83688,0.86511
32,3300,-34.06480,3.17825,1.28484,-23.90754,2.52601,0.86142
33,3400,-34.44025,4.45264,1.28045,-24.31627,2.67657,0.85770
34,3500,-35.16818,3.84038,1.27343,-24.65092,3.16308,0.85256
35,3600,-35.70898,4.29220,1.26820,-24.97888,3.31142,0.84874
36,3700,-35.99305,4.96215,1.26379,-25.42242,3.37878,0.84598
37,3800,-36.67347,5.38018,1.25868,-25.59354,2.74619,0.84015
38,3900,-37.00736,5.09759,1.25353,-26.10015,2.67837,0.83757
39,4000,-37.51480,5.69349,1.24622,-26.32343,2.30129,0.83227
40,4100,-38.10009,4.63443,1.24249,-26.69565,2.36319,0.82900
41,4200,-38.10408,4.27402,1.23605,-26.84381,2.25324,0.82569
42,4300,-38.20706,3.58767,1.23167,-27.12387,2.50387,0.82147
43,4400,-38.46116,3.76122,1.22776,-27.24092,2.28628,0.81682
44,4500,-38.74429,3.61803,1.22297,-27.61257,2.51658,0.81417
45,4600,-39.18981,3.64986,1.21613,-27.78880,2.42989,0.80980
46,4700,-39.32718,4.13688,1.21155,-27.86469,2.25965,0.80587
47,4800,-39.68408,3.97264,1.20611,-28.24416,2.23564,0.80429
48,4900,-39.99972,4.67131,1.20212,-28.37736,2.33644,0.80012
49,5000,-40.03188,4.42350,1.19657,-28.61012,2.19481,0.79694
50,5100,-40.43477,4.89011,1.18947,-28.68912,2.17317,0.79493
51,5200,-40.30797,4.07446,1.18588,-28.87237,1.81723,0.79218
52,5300,-40.79822,3.35247,1.18005,-28.83676,1.82520,0.78959
53,5400,-41.14538,3.65545,1.17615,-29.26982,1.98120,0.78597
54,5500,-41.40068,3.48695,1.17085,-29.30414,1.99475,0.78402
55,5600,-41.45842,3.81410,1.16589,-29.45389,2.27816,0.78076
56,5700,-42.03104,4.31248,1.16073,-29.36922,2.27563,0.77875
57,5800,-41.74960,3.57976,1.15358,-29.80603,2.09743,0.77507
58,5900,-42.00224,3.60898,1.15121,-29.83851,2.23707,0.77171
59,6000,-42.10118,3.25853,1.14454,-30.03995,2.07768,0.76971
60,6100,-41.98562,2.41443,1.14027,-29.99511,1.75178,0.76683
61,6200,-41.76251,2.33103,1.13554,-30.09373,1.63661,0.76368
62,6300,-42.24229,2.34747,1.12743,-30.02462,1.67010,0.75957
63,6400,-42.29911,2.36284,1.12377,-30.13439,1.66079,0.75798
64,6500,-42.19100,2.46157,1.11887,-30.18643,1.73432,0.75433
65,6600,-42.24749,2.32126,1.11229,-30.19386,1.80762,0.75126
66,6700,-42.35913,2.50906,1.10789,-30.39078,1.76334,0.74678
67,6800,-42.32023,2.36295,1.10246,-30.32499,1.69985,0.74400
68,6900,-42.38552,2.36362,1.09846,-30.39457,1.62571,0.74122
69,7000,-42.55839,2.78193,1.09405,-30.34908,1.86693,0.73782
70,7100,-42.66816,3.28060,1.09014,-30.57170,1.97454,0.73457
71,7200,-42.70560,3.41617,1.08412,-30.58059,1.95101,0.73155
72,7300,-42.79355,3.28751,1.08082,-30.69086,2.06156,0.72832
73,7400,-42.86553,3.66312,1.07567,-30.77923,2.01210,0.72518
74,7500,-42.78388,3.05724,1.06968,-30.56230,1.91331,0.72060
75,7600,-42.58410,3.18788,1.06373,-30.85316,2.31287,0.71834
76,7700,-42.65681,2.90114,1.05929,-31.01813,2.32898,0.71479
77,7800,-42.83956,3.14662,1.05557,-30.96230,2.15204,0.71107
78,7900,-42.75156,3.00322,1.04981,-31.03581,1.78046,0.70812
79,8000,-42.86114,2.93886,1.04504,-31.09068,1.80792,0.70417
80,8100,-42.84795,2.80896,1.04012,-31.15192,2.24610,0.70042
81,8200,-42.95679,2.73665,1.03580,-31.07874,2.01203,0.69748
82,8300,-42.92391,2.51850,1.03045,-31.13315,1.90011,0.69400
83,8400,-42.57184,2.17044,1.02708,-31.13352,1.43438,0.69139
84,8500,-42.65536,2.19519,1.02188,-31.05259,1.43248,0.68778
85,8600,-42.56556,2.06559,1.01598,-31.01002,1.43552,0.68336
86,8700,-42.79110,2.04544,1.01031,-31.11004,1.36545,0.67959
87,8800,-42.89243,2.22511,1.00675,-31.12468,1.34658,0.67632
88,8900,-42.51716,2.28488,1.00213,-31.15523,1.42752,0.67231
89,9000,-42.24610,2.14503,0.99606,-31.02134,1.76499,0.66975
90,9100,-42.13588,2.23918,0.99158,-31.02816,1.72481,0.66632
91,9200,-42.39936,2.66414,0.98704,-30.94747,2.06840,0.66416
92,9300,-42.39236,2.87216,0.98188,-31.00793,1.88057,0.66025
93,9400,-42.21605,2.84884,0.97719,-30.73455,1.69989,0.65649
94,9500,-42.16384,2.33197,0.97151,-30.82973,1.68553,0.65373
95,9600,-41.97383,2.38855,0.96717,-30.65656,1.67163,0.65021
96,9700,-42.05203,2.99646,0.96276,-30.56031,1.71799,0.64648
97,9800,-42.20490,3.56669,0.95818,-30.62634,1.89375,0.64380
98,9900,-42.25535,3.29505,0.95269,-30.70618,1.87227,0.64025
99,10000,-42.20077,3.06212,0.94740,-30.77306,1.72949,0.63692
100,10100,-42.57198,3.20441,0.94397,-31.03606,2.17384,0.63396
101,10200,-42.71081,3.24403,0.93880,-31.03435,2.10723,0.63013
102,10300,-42.55525,3.91042,0.93345,-31.07285,2.13372,0.62659
103,10400,-42.85060,3.02584,0.92951,-31.18870,1.92788,0.62227
104,10500,-42.77239,2.52456,0.92445,-31.22706,1.82149,0.61950
105,10600,-42.77109,2.24216,0.91956,-31.16583,1.66109,0.61598
106,10700,-42.79898,2.28080,0.91524,-31.13035,1.67823,0.61251
107,10800,-42.90670,2.19888,0.90981,-31.23751,1.64003,0.60920
108,10900,-42.95407,2.08897,0.90535,-31.20887,1.62290,0.60516
109,11000,-42.89836,2.19334,0.90090,-31.28741,1.68234,0.60191
110,11100,-42.88914,2.16186,0.89577,-31.24146,1.69136,0.59803
111,11200,-42.90295,2.13306,0.89075,-31.19816,1.65190,0.59616
112,11300,-42.90123,2.13295,0.88655,-31.17626,1.66046,0.59308
113,11400,-42.94535,2.17601,0.88147,-31.18121,1.67971,0.58837
114,11500,-42.89040,2.11657,0.87794,-31.16766,1.71669,0.58565
115,11600,-42.83822,2.18454,0.87230,-31.10755,1.71585,0.58182
116,11700,-42.79931,2.18208,0.86757,-31.13234,1.78052,0.57897
117,11800,-42.77255,2.15835,0.86319,-30.96676,1.78225,0.57567
118,11900,-42.68424,2.12260,0.85762,-30.99283,1.78480,0.57276
119,12000,-42.70588,2.23080,0.85468,-30.99336,1.82783,0.56840
120,12100,-42.77807,2.27537,0.84767,-30.98152,1.81225,0.56486
121,12200,-42.67363,2.20166,0.84310,-30.88503,1.81142,0.56233
122,12300,-42.48661,2.26058,0.83932,-30.83790,1.79053,0.55879
123,12400,-42.58174,2.20001,0.83339,-30.72569,1.80554,0.55570
124,12500,-42.58770,2.16339,0.82995,-30.72792,1.83033,0.55244
125,12600,-42.48699,2.17398,0.82586,-30.67028,1.84173,0.54893
126,12700,-42.46168,2.28475,0.81964,-30.62501,1.87002,0.54547
