iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss,4_iql_loss,4_rnd_forward_loss
0,100,12.31443,0.73316,12.42463,0.73648,12.30835,0.73317,15.60353,0.82748
1,200,4.65062,0.72868,4.57017,0.73637,4.05083,0.73205,5.40580,0.82309
2,300,2.25113,0.72462,1.98543,0.73059,1.85693,0.72920,2.53765,0.81961
3,400,1.40162,0.72240,1.37283,0.72590,1.35030,0.72494,1.78313,0.81564
4,500,1.17354,0.71817,1.11133,0.72210,1.26256,0.71991,1.39387,0.81229
5,600,1.22185,0.71502,1.12963,0.71834,1.12518,0.71822,0.96278,0.80820
6,700,1.11737,0.71265,1.16795,0.71513,1.23958,0.71661,0.88443,0.80569
7,800,1.10421,0.71045,1.03759,0.71184,1.09322,0.71293,0.82771,0.80327
8,900,1.08251,0.70732,1.12518,0.70781,1.09265,0.70970,0.83447,0.79892
9,1000,1.10665,0.70456,1.15076,0.70584,1.03644,0.70782,0.88983,0.79534
10,1100,1.02621,0.70168,1.15814,0.70407,1.18036,0.70547,0.88475,0.79231
11,1200,1.08247,0.69921,1.07002,0.70097,1.20739,0.70246,0.88298,0.78877
12,1300,1.06031,0.69638,1.12096,0.69938,1.27231,0.69949,0.87168,0.78639
13,1400,1.12229,0.69328,1.10921,0.69621,1.12313,0.69635,0.91117,0.78188
14,1500,1.10706,0.69008,1.13538,0.69358,1.00928,0.69289,0.96942,0.77781
15,1600,1.12574,0.68692,1.07694,0.69027,1.17998,0.69035,0.89559,0.77371
16,1700,1.12457,0.68480,1.10564,0.68678,1.20370,0.68781,0.89994,0.76975
17,1800,1.08917,0.68222,1.17253,0.68458,1.11841,0.68448,0.93600,0.76496
18,1900,1.14855,0.67932,1.16075,0.68193,1.08882,0.68100,0.87088,0.76080
19,2000,1.15832,0.67562,1.12647,0.67941,1.12263,0.67883,0.91155,0.75684
20,2100,1.08033,0.67298,1.15063,0.67634,1.14219,0.67568,0.93770,0.75214
21,2200,1.22930,0.67104,1.16864,0.67314,1.23864,0.67340,0.92116,0.74830
22,2300,1.13523,0.66679,1.11286,0.67074,1.12943,0.66974,0.90460,0.74421
23,2400,1.25953,0.66381,1.17389,0.66696,1.17673,0.66688,0.95682,0.74026
24,2500,1.12084,0.66151,1.05869,0.66403,1.12343,0.66363,0.94185,0.73633
25,2600,1.14419,0.65864,1.09737,0.66194,1.15392,0.66035,0.98997,0.73239
26,2700,1.16625,0.65560,1.12122,0.65860,1.17005,0.65783,0.98335,0.72731
27,2800,1.10716,0.65365,1.16340,0.65599,1.11922,0.65498,0.94947,0.72365
28,2900,1.09699,0.64994,1.14287,0.65393,1.12354,0.65221,0.98211,0.72027
29,3000,1.26458,0.64785,1.13704,0.65063,1.21870,0.64900,0.98747,0.71661
30,3100,1.15305,0.64468,1.21427,0.64744,1.07153,0.64618,1.03103,0.71277
31,3200,1.18131,0.64259,1.13821,0.64432,1.14542,0.64367,1.00526,0.70851
32,3300,1.13687,0.63928,1.20559,0.64150,1.14566,0.64010,0.98783,0.70451
33,3400,1.15267,0.63647,1.16581,0.63902,1.26222,0.63722,0.92095,0.70123
34,3500,1.17722,0.63316,1.15112,0.63660,1.18725,0.63444,0.95264,0.69740
35,3600,1.17866,0.63033,1.19650,0.63282,1.16111,0.63136,0.99370,0.69335
36,3700,1.10130,0.62757,1.15271,0.62996,1.13371,0.62898,0.96288,0.68937
37,3800,1.20243,0.62386,1.16817,0.62746,1.17134,0.62627,0.93646,0.68618
38,3900,1.10377,0.62174,1.19606,0.62508,1.08683,0.62298,0.98969,0.68286
39,4000,1.11158,0.61837,1.14603,0.62236,1.14323,0.61932,1.04320,0.67938
40,4100,1.11445,0.61533,1.06739,0.61973,1.18600,0.61655,0.97326,0.67519
41,4200,1.19815,0.61270,1.15701,0.61650,1.15244,0.61441,0.96804,0.67189
42,4300,1.12729,0.60892,1.13740,0.61335,1.11194,0.61107,1.00379,0.66869
43,4400,1.10020,0.60536,1.06389,0.61062,1.16748,0.60816,1.05128,0.66516
44,4500,1.02581,0.60244,1.11576,0.60826,1.17919,0.60556,0.99808,0.66138
45,4600,1.06374,0.59993,1.17458,0.60524,1.13710,0.60267,1.03759,0.65883
46,4700,1.06201,0.59678,1.10383,0.60237,1.12739,0.59948,1.01903,0.65485
47,4800,1.05343,0.59388,1.11964,0.59923,1.10070,0.59645,0.93293,0.65238
48,4900,1.06980,0.59094,1.21055,0.59658,1.07430,0.59411,1.15096,0.64861
49,5000,1.06623,0.58768,1.17898,0.59404,1.17900,0.59049,0.97834,0.64563
50,5100,1.07219,0.58417,1.11051,0.59105,1.10930,0.58833,1.06559,0.64170
51,5200,1.13706,0.58111,1.02192,0.58836,1.05168,0.58481,1.05536,0.63919
52,5300,1.15842,0.57820,1.01908,0.58526,1.16539,0.58255,1.01692,0.63530
53,5400,1.08942,0.57566,1.08300,0.58258,1.14283,0.57908,0.96886,0.63256
