iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value,4_maddpg_actor_loss,4_maddpg_critic_loss,4_count_value
133,13400,-18.02933,1.97218,0.22550,-18.01395,1.99601,0.22644,-17.36387,1.80461,0.22603,-18.59477,1.73518,0.22688
134,13500,-18.05232,1.87869,0.22515,-18.12187,1.73691,0.22599,-17.49797,1.76048,0.22541,-18.69664,1.74607,0.22680
135,13600,-18.17202,1.82503,0.22596,-18.23318,1.73892,0.22731,-17.65037,1.74542,0.22739,-18.77620,1.66118,0.22450
136,13700,-18.31020,1.80616,0.22470,-18.29294,2.01066,0.22657,-17.70380,1.79810,0.22650,-18.92757,1.73639,0.22502
137,13800,-18.22238,1.72946,0.22468,-18.22813,1.84310,0.22489,-17.72095,1.66017,0.22493,-19.01144,1.97375,0.22645
138,13900,-18.36339,1.74037,0.22592,-18.30966,1.74273,0.22521,-17.74140,1.76957,0.22652,-19.06741,1.61735,0.22514
139,14000,-18.44890,1.89455,0.22577,-18.41597,1.81757,0.22518,-17.80370,1.82885,0.22565,-19.16205,1.75680,0.22742
140,14100,-18.35923,1.92534,0.22373,-18.46497,1.81621,0.22525,-17.78841,1.78398,0.22326,-19.30965,1.70178,0.22583
141,14200,-18.62762,1.87036,0.22601,-18.59322,1.73142,0.22604,-17.97973,1.78980,0.22521,-19.40628,1.73020,0.22684
142,14300,-18.61063,1.80128,0.22517,-18.73090,1.80015,0.22525,-17.94407,1.77890,0.22422,-19.56518,1.54631,0.22592
143,14400,-18.69241,1.93495,0.22720,-18.76870,1.83276,0.22421,-18.05980,1.73701,0.22583,-19.61443,1.67419,0.22470
144,14500,-18.70225,1.79328,0.22435,-18.72745,1.87222,0.22665,-18.08219,1.86949,0.22671,-19.77808,1.68773,0.22598
145,14600,-18.81533,1.89549,0.22612,-18.78607,1.78196,0.22451,-18.08975,1.77243,0.22370,-19.88695,1.73983,0.22673
146,14700,-18.84254,1.67287,0.22494,-18.84390,1.77666,0.22582,-18.23368,1.70618,0.22493,-20.09387,1.65509,0.22633
147,14800,-18.97701,1.74872,0.22446,-19.00545,1.66383,0.22328,-18.20137,1.67331,0.22550,-20.07089,1.74273,0.22293
148,14900,-18.93408,1.98195,0.22478,-19.09026,1.75635,0.22465,-18.30810,1.92749,0.22424,-20.18033,1.68247,0.22390
149,15000,-19.10087,1.90058,0.22543,-19.14144,1.84464,0.22518,-18.29500,1.67789,0.22439,-20.31638,1.57568,0.22320
150,15100,-19.11334,1.72318,0.22442,-19.20077,1.76179,0.22336,-18.40622,1.81305,0.22532,-20.38213,1.95987,0.22379
151,15200,-19.15142,1.77252,0.22533,-19.37225,1.79899,0.22449,-18.49635,1.76177,0.22527,-20.50415,1.79392,0.22371
152,15300,-19.20923,1.72237,0.22437,-19.50128,1.70005,0.22393,-18.57610,1.66050,0.22296,-20.62744,1.62762,0.22381
153,15400,-19.43752,1.77113,0.22405,-19.49239,1.70159,0.22389,-18.59976,1.75447,0.22508,-20.75950,1.72840,0.22666
154,15500,-19.38760,1.75373,0.22401,-19.66215,1.84405,0.22495,-18.71746,1.73467,0.22459,-20.88627,1.71060,0.22575
155,15600,-19.46644,1.70666,0.22544,-19.72067,1.82645,0.22550,-18.71081,1.66271,0.22365,-21.02352,1.60099,0.22334
156,15700,-19.51335,1.85511,0.22260,-19.66863,1.82080,0.22240,-18.77133,1.79998,0.22354,-21.04488,1.78812,0.22194
157,15800,-19.50883,1.72754,0.22374,-19.72390,1.91122,0.22344,-18.85243,1.75696,0.22459,-21.22463,1.71807,0.22283
158,15900,-19.64956,1.79154,0.22462,-19.88199,1.83629,0.22579,-18.93581,1.58843,0.22489,-21.31780,1.63072,0.22286
159,16000,-19.67615,1.72481,0.22513,-19.84778,1.82689,0.22386,-18.97874,1.76489,0.22507,-21.42012,1.75291,0.22517
160,16100,-19.75470,1.92471,0.22495,-19.85128,1.82269,0.22415,-19.00025,1.71330,0.22394,-21.50109,1.87971,0.22503
161,16200,-19.75537,1.84072,0.22223,-19.93145,1.90367,0.22692,-19.03004,1.75948,0.22432,-21.64539,1.78625,0.22420
162,16300,-19.77653,1.73634,0.22216,-19.92554,1.85670,0.22335,-19.12510,1.72762,0.22700,-21.73441,1.64370,0.22378
163,16400,-19.93607,1.78706,0.22517,-20.02413,1.91183,0.22607,-19.25883,1.73590,0.22460,-21.91000,1.73720,0.22414
164,16500,-19.85662,1.77521,0.22273,-20.24229,1.91035,0.22439,-19.28235,1.90255,0.22436,-22.03769,1.68311,0.22250
165,16600,-19.91914,1.85468,0.22307,-20.17629,1.80167,0.22324,-19.34181,1.63497,0.22204,-22.10309,1.88915,0.22546
166,16700,-20.02347,1.67906,0.22337,-20.25062,1.66840,0.22265,-19.41687,1.66804,0.22281,-22.21028,1.66574,0.22208
167,16800,-20.12029,1.70145,0.22509,-20.24452,1.75238,0.22435,-19.54110,1.70802,0.22379,-22.30287,1.71149,0.22374
168,16900,-20.18277,1.83727,0.22572,-20.37943,1.76029,0.22465,-19.61370,1.68421,0.22331,-22.51488,1.84738,0.22198
