iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value
0,100,-1.90091,3.54165,0.40945,-1.82402,2.63972,0.36705
1,200,-2.12631,1.33662,0.28932,-2.06453,1.21948,0.28123
2,300,-2.31413,1.19622,0.26881,-2.33348,0.96732,0.26215
3,400,-2.60666,1.04483,0.25935,-2.51094,0.94818,0.25485
4,500,-2.97684,0.93835,0.25598,-2.91497,0.91154,0.25290
5,600,-3.34690,0.97740,0.25837,-3.22339,1.05457,0.25718
6,700,-3.66607,0.99850,0.26031,-3.51004,0.93893,0.25980
7,800,-3.95192,1.03675,0.26128,-3.78666,0.92109,0.25686
8,900,-4.22239,1.10874,0.26008,-4.26503,0.93196,0.26053
9,1000,-4.68302,1.06931,0.26319,-4.75745,0.93061,0.26114
10,1100,-5.09465,0.99740,0.26452,-5.03506,0.83584,0.26032
11,1200,-5.49329,1.01976,0.26505,-5.48763,0.89045,0.26274
12,1300,-5.70347,1.04911,0.26375,-5.71374,0.88172,0.26256
13,1400,-6.02651,1.11788,0.26125,-6.02891,0.87714,0.25937
14,1500,-6.38889,0.87403,0.26042,-6.38215,0.86326,0.26026
15,1600,-6.65197,0.87286,0.25729,-6.64370,0.85969,0.25709
16,1700,-6.97768,0.84251,0.25528,-6.96626,0.84138,0.25567
17,1800,-7.26595,0.89975,0.25468,-7.22524,0.89744,0.25305
18,1900,-7.49467,0.86916,0.25183,-7.49308,0.86183,0.25147
19,2000,-7.73267,0.86096,0.24786,-7.73892,0.86972,0.24816
20,2100,-7.99429,0.90808,0.24815,-8.02203,0.81087,0.24716
21,2200,-8.23519,0.91319,0.24598,-8.21351,0.81029,0.24481
22,2300,-8.54044,0.91623,0.24468,-8.44274,0.80373,0.24344
23,2400,-8.76134,0.95555,0.24316,-8.72032,0.82711,0.24181
24,2500,-9.02134,0.89992,0.24254,-8.91699,0.90930,0.24182
25,2600,-9.15721,0.97078,0.24008,-9.18550,0.92114,0.23871
26,2700,-9.34864,0.92886,0.23797,-9.40453,0.90759,0.23795
27,2800,-9.68352,0.91919,0.23751,-9.68253,1.07198,0.23777
28,2900,-9.93385,0.87031,0.23842,-9.97883,0.99851,0.23877
29,3000,-10.22613,0.94267,0.23884,-10.12149,0.92240,0.23699
30,3100,-10.44246,1.03270,0.23839,-10.45240,0.97048,0.23952
31,3200,-10.69625,0.87822,0.23836,-10.65376,1.03030,0.23806
32,3300,-10.92571,0.88603,0.23679,-10.78156,1.01031,0.23662
33,3400,-11.08699,0.94616,0.23570,-11.10423,0.98278,0.23582
34,3500,-11.39200,0.83381,0.23686,-11.31342,1.00705,0.23456
35,3600,-11.56953,0.76543,0.23362,-11.49141,1.05281,0.23498
36,3700,-11.82739,0.86388,0.23339,-11.71199,1.03026,0.23251
37,3800,-11.91081,0.99300,0.22940,-11.78309,1.02618,0.23059
38,3900,-12.12501,0.91133,0.22910,-12.06123,1.07943,0.22942
39,4000,-12.25487,0.81703,0.22547,-12.21442,1.03237,0.22691
40,4100,-12.51749,0.79909,0.22625,-12.42785,1.09700,0.22734
41,4200,-12.60889,0.76933,0.22199,-12.55500,1.06634,0.22489
42,4300,-12.80320,0.94635,0.22637,-12.71306,1.07297,0.22430
43,4400,-12.96449,0.95342,0.22432,-12.85786,1.08013,0.22251
44,4500,-13.08312,0.85063,0.22291,-12.95283,1.10813,0.22162
45,4600,-13.21528,0.91339,0.22055,-13.16954,1.11588,0.22151
46,4700,-13.36461,0.90229,0.22105,-13.35542,1.18134,0.22194
47,4800,-13.51360,0.86724,0.22318,-13.48325,1.13546,0.22164
48,4900,-13.62635,0.85666,0.22095,-13.52163,1.09120,0.22008
49,5000,-13.77313,0.82840,0.22013,-13.64917,1.09577,0.21837
50,5100,-13.81310,0.85570,0.21785,-13.75439,1.09561,0.21758
51,5200,-13.97920,0.88197,0.21727,-13.83139,1.07561,0.21448
52,5300,-14.05889,0.85174,0.21577,-13.98978,1.11187,0.21649
53,5400,-14.15092,0.83043,0.21378,-14.07795,1.13593,0.21578
54,5500,-14.24297,0.83375,0.21372,-14.24263,1.14240,0.21523
55,5600,-14.35890,0.92942,0.21572,-14.29538,1.14275,0.21364
56,5700,-14.45956,0.87970,0.21453,-14.27302,1.16020,0.21269
57,5800,-14.56045,0.90518,0.21352,-14.45111,1.10202,0.21170
58,5900,-14.66062,0.86573,0.21045,-14.59299,1.15080,0.21276
59,6000,-14.72314,0.93438,0.21355,-14.59285,1.15831,0.21196
60,6100,-14.83561,0.97578,0.21061,-14.74925,1.12610,0.20969
61,6200,-14.80785,1.01360,0.21045,-14.77985,1.16065,0.21062
62,6300,-15.00680,1.09866,0.21289,-14.76300,1.10962,0.20938
63,6400,-15.03029,1.03748,0.21067,-14.88129,1.12561,0.21052
64,6500,-15.07458,0.97794,0.20912,-14.96188,1.20202,0.21085
65,6600,-15.18524,1.06037,0.20985,-15.07724,1.14659,0.20955
66,6700,-15.26879,1.00804,0.20746,-15.20560,1.21264,0.20848
67,6800,-15.20986,1.00568,0.21020,-15.22374,1.13925,0.20669
68,6900,-15.38862,0.95401,0.20801,-15.15917,1.07370,0.20507
69,7000,-15.37654,1.09111,0.20606,-15.28091,1.12717,0.20673
70,7100,-15.47373,0.99345,0.20605,-15.32088,1.09665,0.20429
71,7200,-15.51846,1.03121,0.20754,-15.49367,1.13857,0.20452
72,7300,-15.55138,1.12481,0.20539,-15.40457,1.15133,0.20446
73,7400,-15.74760,0.98734,0.20421,-15.49582,1.19965,0.20457
74,7500,-15.68034,0.91847,0.20373,-15.47938,1.12202,0.20269
75,7600,-15.77950,0.93276,0.20542,-15.58476,1.10557,0.20318
76,7700,-15.81219,0.98588,0.20401,-15.68281,1.15449,0.20583
77,7800,-15.88154,1.28808,0.20410,-15.70581,1.12110,0.20502
78,7900,-15.87946,1.18457,0.20187,-15.66817,1.12604,0.20253
79,8000,-15.92020,1.19057,0.20141,-15.74463,1.12192,0.20352
80,8100,-16.03764,1.11164,0.20235,-15.80907,1.10344,0.20112
81,8200,-15.86588,1.16537,0.20207,-15.80961,1.18994,0.20167
82,8300,-16.08494,1.09566,0.20147,-15.91490,1.10505,0.20261
83,8400,-16.06600,0.99642,0.20175,-15.92902,1.07666,0.20052
84,8500,-16.07416,1.01771,0.20027,-15.99225,1.08282,0.20475
85,8600,-16.12221,1.00197,0.20083,-16.08088,0.94995,0.20136
86,8700,-16.17919,1.03554,0.20123,-16.11875,0.89168,0.20060
87,8800,-16.25155,1.02887,0.20016,-16.21305,0.96776,0.20049
88,8900,-16.32697,1.02721,0.20073,-16.23381,1.22915,0.20077
89,9000,-16.35832,1.00620,0.19953,-16.25605,1.10115,0.19844
90,9100,-16.35729,1.02780,0.20015,-16.29482,1.07841,0.19984
91,9200,-16.31623,1.03483,0.19889,-16.32393,0.98872,0.19882
92,9300,-16.41472,1.02497,0.19829,-16.40981,0.99253,0.19922
93,9400,-16.40879,1.14454,0.19889,-16.45795,1.10622,0.19896
94,9500,-16.47003,1.01055,0.19865,-16.48090,1.06289,0.19869
95,9600,-16.43101,1.01282,0.19504,-16.43789,1.05375,0.19761
96,9700,-16.45397,1.02583,0.19730,-16.61685,1.05018,0.19698
97,9800,-16.48296,1.03210,0.19589,-16.66483,0.98263,0.19624
98,9900,-16.57100,1.03830,0.19707,-16.58783,0.98589,0.19525
99,10000,-16.54363,1.02173,0.19708,-16.70872,1.00325,0.19563
100,10100,-16.59404,1.00749,0.19631,-16.69043,0.93126,0.19562
101,10200,-16.57531,1.00530,0.19350,-16.73942,0.97511,0.19551
102,10300,-16.60768,1.04145,0.19472,-16.80154,1.00630,0.19278
103,10400,-16.58939,1.00731,0.19348,-16.89924,1.00440,0.19703
104,10500,-16.64850,1.00365,0.19400,-16.82732,0.91072,0.19424
105,10600,-16.60172,1.02798,0.19398,-16.85773,1.01979,0.19224
106,10700,-16.67669,1.00604,0.19134,-16.89485,1.04461,0.19334
107,10800,-16.69874,1.00060,0.19360,-16.88827,1.06103,0.19204
108,10900,-16.67471,1.03338,0.19279,-16.88122,0.99512,0.19039
109,11000,-16.60614,1.02085,0.18987,-16.96291,0.96771,0.19164
110,11100,-16.67781,1.06600,0.19120,-16.95670,0.92911,0.19095
111,11200,-16.69816,1.16098,0.19253,-16.95632,0.94809,0.18907
112,11300,-16.66325,1.03158,0.18953,-16.94595,0.95814,0.18980
113,11400,-16.66692,0.99269,0.18787,-16.84215,0.92780,0.18738
114,11500,-16.71983,1.04184,0.18849,-16.96123,0.96174,0.18990
115,11600,-16.67086,1.02590,0.18892,-16.93352,0.99435,0.19049
116,11700,-16.61038,1.02035,0.18992,-16.98652,0.92805,0.18808
117,11800,-16.62985,1.00095,0.18817,-16.99320,0.94680,0.18801
118,11900,-16.69940,1.02949,0.18930,-17.00031,0.97128,0.18815
119,12000,-16.69488,1.05105,0.18698,-16.92273,0.95327,0.18828
120,12100,-16.72085,1.20848,0.18725,-16.92533,0.92510,0.18537
121,12200,-16.60265,1.09925,0.18601,-16.98783,0.98204,0.18866
122,12300,-16.61225,1.03451,0.18640,-16.93389,0.95323,0.18503
123,12400,-16.55078,0.98373,0.18642,-16.89795,0.91321,0.18565
124,12500,-16.62928,0.97179,0.18564,-16.94798,0.91763,0.18496
125,12600,-16.62468,0.96190,0.18639,-16.92622,1.11555,0.18658
126,12700,-16.54360,1.03685,0.18677,-16.79931,0.98588,0.18421
127,12800,-16.47515,1.05458,0.18373,-16.87582,0.93835,0.18445
128,12900,-16.46813,1.01497,0.18419,-16.91918,1.01120,0.18360
129,13000,-16.51409,1.04522,0.18291,-16.86439,0.97311,0.18378
130,13100,-16.42776,0.89398,0.18313,-16.80962,0.96829,0.18190
131,13200,-16.41561,0.88961,0.17893,-16.81871,0.93674,0.18168
132,13300,-16.41280,0.93416,0.18204,-16.65159,0.94355,0.18227
133,13400,-16.41468,0.89735,0.18164,-16.74387,0.95608,0.18407
134,13500,-16.34747,0.95563,0.18173,-16.79052,0.93110,0.18195
135,13600,-16.33284,0.89119,0.18139,-16.60532,0.95342,0.18249
136,13700,-16.31992,1.02590,0.18380,-16.65873,0.99059,0.18226
137,13800,-16.22405,1.00863,0.17947,-16.59465,1.00392,0.18371
138,13900,-16.23451,1.01028,0.18180,-16.49716,0.92087,0.18110
139,14000,-16.16294,0.97954,0.18097,-16.43009,0.97262,0.18363
140,14100,-16.05621,0.94759,0.18244,-16.45509,0.95522,0.18065
141,14200,-16.05396,0.94412,0.18252,-16.39888,0.99476,0.18318
142,14300,-15.96724,0.91791,0.18289,-16.33993,1.04516,0.18134
143,14400,-15.90525,1.06591,0.18280,-16.27554,1.05340,0.18320
144,14500,-15.95330,0.92619,0.18144,-16.30652,0.96767,0.18305
145,14600,-15.95621,0.91008,0.18377,-16.24807,1.00465,0.18151
146,14700,-15.89121,0.93754,0.18207,-16.18172,0.97519,0.18330
147,14800,-15.84933,1.13937,0.18226,-16.20499,0.99342,0.18173
148,14900,-15.78338,0.98451,0.18241,-16.11505,0.85407,0.18054
149,15000,-15.81177,0.92725,0.18068,-16.16765,0.95804,0.18213
150,15100,-15.74518,0.95288,0.18127,-16.06533,0.88869,0.17842
151,15200,-15.70701,0.94604,0.18080,-16.07300,1.01293,0.17920
152,15300,-15.69424,0.97790,0.18217,-16.04366,0.90302,0.18135
153,15400,-15.67878,1.01856,0.17971,-15.99272,1.01650,0.18103
154,15500,-15.65985,1.01210,0.18035,-15.93515,0.98666,0.18272
155,15600,-15.67650,0.88033,0.18102,-15.98746,0.95239,0.18110
156,15700,-15.69388,0.94368,0.18140,-15.95209,0.93580,0.18167
157,15800,-15.61767,1.00189,0.18155,-15.90694,0.93434,0.17942
158,15900,-15.60236,0.96818,0.18067,-15.98761,0.94924,0.18074
159,16000,-15.53949,0.97808,0.18023,-15.87967,0.96747,0.18051
160,16100,-15.56135,0.91722,0.17825,-15.89490,0.93065,0.18265
161,16200,-15.50718,0.92920,0.17974,-15.77633,0.91676,0.17918
162,16300,-15.50743,0.92698,0.18146,-15.76310,1.02963,0.18058
163,16400,-15.49458,0.89303,0.17934,-15.84696,0.91898,0.17931
164,16500,-15.44554,0.92743,0.18078,-15.81746,0.87679,0.17864
165,16600,-15.43932,0.94280,0.17883,-15.65601,0.94117,0.17891
166,16700,-15.39436,0.92988,0.17974,-15.63782,0.93826,0.17804
167,16800,-15.38789,0.93202,0.17881,-15.61519,0.96521,0.17793
168,16900,-15.33859,0.95710,0.17945,-15.62406,0.93425,0.17837
169,17000,-15.32816,0.95681,0.18012,-15.63297,0.99076,0.17953
170,17100,-15.30906,0.91950,0.17802,-15.63657,0.91814,0.17737
171,17200,-15.30531,0.99452,0.17754,-15.59297,0.85815,0.17883
172,17300,-15.29582,0.87287,0.17587,-15.56589,0.86652,0.17838
173,17400,-15.23666,0.97086,0.17792,-15.52557,0.88201,0.17685
174,17500,-15.15781,0.93250,0.17787,-15.50841,0.95342,0.17984
175,17600,-15.13397,1.21278,0.17495,-15.45340,0.86849,0.17557
176,17700,-15.06074,1.13416,0.17701,-15.45665,0.86075,0.17599
177,17800,-15.06194,1.18850,0.17748,-15.38395,0.96372,0.17534
178,17900,-15.03375,1.16144,0.17885,-15.43439,1.01720,0.17450
179,18000,-15.02583,1.05043,0.17713,-15.36671,1.02367,0.17603
180,18100,-14.99664,0.85879,0.17506,-15.38313,0.91939,0.17506
181,18200,-14.93750,0.94334,0.17657,-15.34928,0.89948,0.17505
182,18300,-14.97199,1.07202,0.17591,-15.29388,0.90415,0.17533
183,18400,-14.91584,0.95752,0.17770,-15.29440,0.89661,0.17507
184,18500,-14.81461,0.88069,0.17527,-15.26821,0.91414,0.17614
185,18600,-14.85370,0.88187,0.17492,-15.27861,0.90694,0.17389
186,18700,-14.78236,0.92451,0.17470,-15.23960,0.87502,0.17449
187,18800,-14.83621,0.99721,0.17565,-15.22914,0.89638,0.17508
188,18900,-14.70520,0.98076,0.17449,-15.13727,0.97794,0.17453
189,19000,-14.76557,0.89381,0.17501,-15.20397,0.89444,0.17524
190,19100,-14.70464,0.91616,0.17416,-15.23605,0.89985,0.17431
191,19200,-14.58599,0.92493,0.17405,-15.16257,0.84830,0.17278
192,19300,-14.60921,0.97151,0.17403,-15.11190,0.89602,0.17281
193,19400,-14.54263,0.96529,0.17411,-15.15802,0.86098,0.17205
194,19500,-14.56271,1.01824,0.17480,-15.17268,0.91472,0.17348
195,19600,-14.57685,1.01137,0.17428,-15.10586,0.96619,0.17447
196,19700,-14.55771,0.88580,0.17310,-15.04866,0.91443,0.17442
197,19800,-14.46492,0.94621,0.17259,-15.08461,0.88089,0.17226
198,19900,-14.52416,0.98035,0.17329,-15.05056,0.95528,0.17286
199,20000,-14.47336,0.93844,0.17261,-15.04353,0.92534,0.17285
200,20100,-14.47562,0.93842,0.17221,-14.97284,0.91520,0.17242
201,20200,-14.43943,0.92965,0.17145,-14.97765,0.93959,0.17195
202,20300,-14.47668,1.04368,0.16998,-14.98545,0.86690,0.17256
203,20400,-14.38208,1.05074,0.17254,-14.94670,0.94121,0.17288
204,20500,-14.30067,0.91219,0.17149,-14.98282,0.92859,0.16992
205,20600,-14.35796,0.90603,0.17320,-14.92848,0.90818,0.17263
206,20700,-14.31993,0.93858,0.17305,-14.89142,1.00946,0.17236
207,20800,-14.35777,0.89423,0.17174,-14.94377,0.99544,0.17248
208,20900,-14.28088,0.98005,0.17285,-14.99041,0.88668,0.17138
209,21000,-14.37245,0.83993,0.17191,-15.06972,0.87121,0.17193
210,21100,-14.36367,0.91811,0.17294,-15.05667,0.98057,0.17312
211,21200,-14.32729,0.86966,0.17091,-15.05789,0.91434,0.17137
212,21300,-14.36774,0.94970,0.17021,-15.05397,0.91708,0.17342
213,21400,-14.41554,0.84997,0.17164,-15.07353,0.93747,0.17224
214,21500,-14.38897,0.90451,0.17245,-15.24713,0.93958,0.17313
215,21600,-14.48360,0.91868,0.17181,-15.11508,0.92555,0.17392
216,21700,-14.58847,0.89536,0.17464,-15.24736,0.98199,0.17499
217,21800,-14.68823,0.90067,0.17362,-15.38223,0.89165,0.17491
218,21900,-14.77162,0.90255,0.17259,-15.53406,0.94403,0.17311
219,22000,-14.91005,0.92723,0.17255,-15.63321,1.00747,0.17445
220,22100,-15.04534,0.85387,0.17332,-15.64101,1.00293,0.17475
221,22200,-15.10089,0.89575,0.17218,-15.79500,0.89309,0.17498
