iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss
0,100,-7.42686,9.84490,1.31517,-5.19343,5.65506,0.98796,-6.26509,9.49609,1.13152
1,200,-7.93860,2.02122,1.32458,-6.03674,1.08565,0.98822,-7.48267,1.57068,1.25577
2,300,-7.94616,1.30394,1.18814,-6.76327,1.09727,1.00040,-7.70664,1.41903,1.16939
3,400,-8.50006,1.50082,1.13555,-7.56338,0.98463,1.01929,-8.19169,1.21109,1.11860
4,500,-9.08218,1.14804,1.09492,-8.37803,0.88830,1.04707,-8.75956,0.98353,1.06969
5,600,-9.67482,1.19941,1.08208,-9.55728,1.26189,1.11817,-9.61043,1.38311,1.08608
6,700,-10.46884,1.15949,1.05953,-10.28233,0.94686,1.10523,-10.44832,1.18375,1.08045
7,800,-11.19688,0.92396,1.02215,-11.02207,1.09094,1.08358,-11.17004,0.88518,1.05813
8,900,-11.80076,0.99168,1.00782,-11.64424,1.30175,1.07220,-12.08410,1.14842,1.07599
9,1000,-12.37964,1.02889,0.99230,-12.32148,1.08692,1.05658,-12.83410,1.10267,1.07597
10,1100,-13.17381,1.15354,0.99508,-13.26054,1.21966,1.07727,-13.82912,1.33034,1.07319
11,1200,-13.77316,1.19926,0.97879,-13.94952,2.51755,1.07272,-14.33632,1.71369,1.05925
12,1300,-14.48748,1.15018,0.95111,-14.94255,1.50893,1.04927,-15.32069,0.99168,1.05165
13,1400,-15.15086,1.27782,0.94003,-15.64230,1.17563,1.03247,-16.00221,1.25208,1.01489
14,1500,-15.99663,2.33422,0.94139,-16.47970,1.44656,1.03743,-16.34991,1.25685,0.99914
15,1600,-16.39761,2.23030,0.93629,-17.31419,1.52938,1.04828,-17.06918,1.40440,0.97109
16,1700,-17.19563,2.79990,0.92476,-18.20761,4.81126,1.04473,-17.74556,2.02630,0.95904
17,1800,-17.94085,3.46968,0.91546,-18.86910,2.98125,1.04129,-18.49578,2.23711,0.94442
18,1900,-18.29158,3.06213,0.90774,-19.63048,2.65693,1.03887,-18.95148,1.79188,0.92047
19,2000,-18.85959,2.94862,0.90207,-20.48039,2.34138,1.01768,-19.51411,2.26730,0.90030
20,2100,-19.43843,2.94695,0.88987,-20.61135,2.02310,0.99485,-20.12042,1.53698,0.89079
21,2200,-19.92803,3.27368,0.88393,-21.54172,1.75595,0.98163,-20.70399,1.58791,0.88667
