iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,3.80152,0.37935,1.61030,10.16631,0.66362,1.61016,9.78361,0.64970,1.60947
1,200,1.63387,0.37317,1.61052,2.64353,0.63493,1.60996,2.61968,0.62724,1.60902
2,300,1.02046,0.36535,1.61071,1.16520,0.61033,1.61021,1.10812,0.60600,1.60916
3,400,0.55432,0.35463,1.61043,0.58775,0.58952,1.61013,0.56993,0.58761,1.60956
4,500,0.38258,0.34466,1.61117,0.35208,0.57303,1.61058,0.32092,0.57342,1.60939
5,600,0.33593,0.33400,1.61144,0.24006,0.55878,1.61036,0.22938,0.55665,1.60996
6,700,0.31963,0.32626,1.61099,0.19501,0.54799,1.61009,0.19827,0.54535,1.60941
7,800,0.32305,0.31816,1.61092,0.17451,0.53555,1.60995,0.18598,0.53453,1.61021
8,900,0.32358,0.30951,1.61104,0.17743,0.52420,1.61060,0.17253,0.52411,1.61033
9,1000,0.32556,0.30085,1.61114,0.16777,0.51390,1.60991,0.16183,0.50859,1.61037
10,1100,0.32888,0.29173,1.61088,0.16408,0.49945,1.61036,0.16525,0.49925,1.61032
11,1200,0.33182,0.28442,1.61079,0.16416,0.48720,1.60998,0.16445,0.48498,1.61031
12,1300,0.34467,0.27698,1.61087,0.16444,0.47413,1.61035,0.16110,0.47191,1.61023
13,1400,0.34089,0.26949,1.61040,0.16808,0.46235,1.61005,0.15655,0.46258,1.61028
14,1500,0.34331,0.26273,1.61050,0.16424,0.45162,1.61070,0.16580,0.45232,1.61043
15,1600,0.34789,0.25582,1.61027,0.17138,0.44068,1.61004,0.17368,0.43970,1.61024
16,1700,0.35058,0.24698,1.61037,0.17237,0.42906,1.61015,0.16603,0.42918,1.61022
17,1800,0.35137,0.24013,1.61002,0.17415,0.41881,1.60999,0.16915,0.41887,1.60987
18,1900,0.36616,0.23402,1.60954,0.17810,0.40998,1.61007,0.18372,0.40703,1.60983
