iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value
0,100,5.94772,0.41856,4.81320,0.37672
1,200,2.11730,0.28406,1.81321,0.27522
2,300,2.24329,0.26035,1.88755,0.25798
3,400,2.40118,0.25614,1.87230,0.25252
4,500,2.30802,0.24707,1.72404,0.24322
5,600,2.33429,0.24039,1.71733,0.24075
6,700,2.29098,0.23363,1.69648,0.23207
7,800,2.27011,0.22761,1.74236,0.22650
8,900,2.30305,0.22167,1.72477,0.22213
9,1000,2.28683,0.21616,1.75649,0.21434
10,1100,2.25679,0.21361,1.84307,0.21210
11,1200,2.23919,0.20851,1.82406,0.20847
12,1300,2.25730,0.20751,1.87618,0.20471
13,1400,2.31600,0.20720,1.98301,0.20531
14,1500,2.30976,0.20545,2.00370,0.20515
15,1600,2.37870,0.20372,2.05718,0.20365
16,1700,2.35585,0.20246,2.11557,0.20196
17,1800,2.33728,0.20303,2.20523,0.20503
18,1900,2.42933,0.20251,2.19279,0.20176
19,2000,2.35199,0.20027,2.26251,0.20066
20,2100,2.35881,0.19932,2.37258,0.20250
21,2200,2.32800,0.20011,2.37025,0.19794
22,2300,2.30439,0.19815,2.41828,0.19707
23,2400,2.27808,0.19703,2.56476,0.19820
24,2500,2.28375,0.19650,2.47886,0.19414
25,2600,2.28399,0.19492,2.55174,0.19689
26,2700,2.28542,0.19484,2.58112,0.19367
27,2800,2.28518,0.19359,2.64106,0.19302
28,2900,2.21430,0.19151,2.66146,0.19241
29,3000,2.25435,0.19164,2.80681,0.18968
30,3100,2.22232,0.18951,2.76661,0.18711
31,3200,2.20116,0.18962,2.75561,0.18757
32,3300,2.19653,0.18597,2.79924,0.18451
33,3400,2.17118,0.18309,2.89430,0.18654
34,3500,2.21116,0.18261,2.78516,0.18308
35,3600,2.21279,0.18219,2.81154,0.18255
36,3700,2.17874,0.18040,2.78829,0.18344
37,3800,2.26002,0.18311,2.96579,0.17756
38,3900,2.18140,0.17962,2.93988,0.17698
39,4000,2.18730,0.17768,2.97899,0.17704
40,4100,2.19488,0.17499,3.03245,0.17606
41,4200,2.15435,0.17225,3.00211,0.17322
42,4300,2.12731,0.17151,3.09687,0.17299
43,4400,2.14917,0.17278,3.09813,0.17331
44,4500,2.19231,0.17201,3.02749,0.17209
45,4600,2.12949,0.17003,3.22076,0.17051
46,4700,2.05902,0.16807,3.13579,0.16794
47,4800,2.10624,0.16659,3.11940,0.16793
48,4900,2.06572,0.16486,3.16313,0.16459
49,5000,2.16671,0.16599,3.12656,0.16438
50,5100,2.06695,0.16285,3.16579,0.16501
51,5200,2.21090,0.16510,3.00769,0.16242
52,5300,2.07139,0.16367,3.05673,0.16158
53,5400,2.06400,0.16174,3.10832,0.16442
54,5500,2.13546,0.16296,3.21627,0.16061
55,5600,2.04483,0.16081,3.27035,0.16085
56,5700,2.04258,0.15873,3.28753,0.15897
57,5800,2.03877,0.15817,3.05302,0.15870
58,5900,2.02677,0.15719,3.00000,0.15789
59,6000,2.03250,0.16024,3.16355,0.15765
60,6100,2.01986,0.15662,3.13444,0.15718
61,6200,2.08286,0.15690,3.21397,0.15553
62,6300,2.03890,0.15467,3.22281,0.15648
63,6400,2.05059,0.15565,3.25532,0.15750
64,6500,2.06677,0.15446,3.14909,0.15466
65,6600,2.14027,0.15721,3.22424,0.15737
66,6700,2.01600,0.15403,3.34690,0.15279
67,6800,2.06361,0.15522,3.31094,0.15506
68,6900,2.05284,0.15379,3.26419,0.15462
69,7000,2.04595,0.15352,3.21284,0.15109
70,7100,2.05618,0.15268,3.19666,0.15137
71,7200,2.05777,0.15216,3.31347,0.15190
72,7300,2.03098,0.15232,3.18726,0.15147
73,7400,1.98192,0.15233,3.46918,0.15124
74,7500,2.03061,0.15261,3.27842,0.15223
75,7600,2.06780,0.15165,3.14890,0.15155
76,7700,2.06096,0.15105,3.26263,0.14764
77,7800,2.04462,0.15081,3.25735,0.14980
78,7900,2.07241,0.15180,3.37545,0.15053
79,8000,2.00415,0.14805,3.22154,0.14910
80,8100,2.00092,0.14982,3.30900,0.14925
81,8200,2.05179,0.14870,3.42059,0.14978
82,8300,2.06891,0.14882,3.31364,0.14952
83,8400,2.01679,0.14754,3.40903,0.14962
84,8500,2.07410,0.15002,3.43169,0.14724
85,8600,1.97623,0.14616,3.32778,0.14795
86,8700,2.02536,0.14961,3.36948,0.14821
87,8800,2.05915,0.14644,3.31912,0.14745
88,8900,2.02604,0.14778,3.45125,0.14650
89,9000,1.98536,0.14830,3.36533,0.14671
90,9100,2.05132,0.14790,3.35286,0.14633
91,9200,2.01831,0.14733,3.31665,0.14629
92,9300,2.00369,0.14562,3.51847,0.14522
93,9400,1.98248,0.14769,3.67091,0.14797
94,9500,2.06869,0.14585,3.35396,0.14767
95,9600,2.03250,0.14615,3.50568,0.14771
96,9700,1.99977,0.14338,3.41161,0.14521
97,9800,2.07447,0.14710,3.33865,0.14637
98,9900,2.01136,0.14631,3.51994,0.14667
99,10000,1.99385,0.14472,3.40640,0.14507
100,10100,1.99079,0.14415,3.46152,0.14595
101,10200,2.00032,0.14547,3.49434,0.14501
102,10300,2.02742,0.14349,3.32081,0.14548
103,10400,1.98991,0.14503,3.32910,0.14539
104,10500,1.98905,0.14576,3.59315,0.14410
105,10600,2.02511,0.14503,3.33721,0.14519
106,10700,2.02241,0.14330,3.31139,0.14487
107,10800,2.00623,0.14260,3.39399,0.14601
108,10900,2.02824,0.14311,3.46719,0.14482
109,11000,1.97308,0.14327,3.51280,0.14374
110,11100,2.01987,0.14509,3.60981,0.14302
111,11200,1.96627,0.14223,3.65840,0.14230
112,11300,2.05862,0.14351,3.45343,0.14330
113,11400,2.06233,0.14262,3.80921,0.14418
114,11500,1.98493,0.14184,3.52772,0.14416
115,11600,2.02599,0.14333,3.41701,0.14212
116,11700,1.95335,0.14157,3.57641,0.14286
117,11800,2.01494,0.14214,3.62166,0.14337
118,11900,1.99407,0.14277,3.42023,0.14110
119,12000,1.99202,0.14119,3.78454,0.14053
120,12100,2.02573,0.14269,3.41089,0.14173
121,12200,1.97941,0.14090,3.64567,0.14069
122,12300,2.00317,0.14060,3.62095,0.13987
123,12400,1.97430,0.14146,3.49526,0.14120
124,12500,1.99538,0.14175,3.68169,0.13901
125,12600,1.97522,0.14020,3.57066,0.13890
126,12700,2.03212,0.14171,3.51948,0.14024
127,12800,1.97866,0.13873,3.52541,0.13910
128,12900,1.97206,0.14000,3.66079,0.14029
129,13000,1.92582,0.13906,3.43756,0.13870
130,13100,2.01047,0.13899,3.38033,0.13815
131,13200,2.00973,0.13582,3.70209,0.13746
132,13300,1.94062,0.13693,3.54362,0.13661
133,13400,1.95974,0.13751,3.63723,0.13734
134,13500,1.96159,0.13554,3.56246,0.13791
135,13600,1.99263,0.13774,3.41016,0.13728
136,13700,1.90079,0.13673,3.60902,0.13730
137,13800,1.88056,0.13603,3.41984,0.13512
138,13900,1.88622,0.13517,3.52325,0.13616
139,14000,1.89990,0.13626,3.49026,0.13479
140,14100,1.93481,0.13533,3.53856,0.13381
141,14200,1.89245,0.13514,3.44085,0.13494
142,14300,1.93783,0.13499,3.63081,0.13369
143,14400,1.93047,0.13439,3.44709,0.13346
