iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,-2.35276,1.55131,0.46676,1.60686,-2.11014,1.54522,0.42662,1.61121,-2.16511,1.52781,0.42069,1.61200
1,200,-2.69335,0.95387,0.46741,1.61707,-2.48191,0.94289,0.42862,1.61424,-2.50665,0.89570,0.41845,1.61118
2,300,-3.01442,1.02868,0.46146,1.62121,-2.76078,0.91635,0.42695,1.61501,-2.78158,0.92838,0.41703,1.61375
3,400,-3.35909,1.06560,0.45622,1.61970,-3.04950,0.92113,0.42271,1.61455,-3.05616,0.97613,0.41539,1.61573
4,500,-3.67492,1.11892,0.45145,1.61726,-3.38043,0.97281,0.41912,1.61473,-3.41559,0.99641,0.41426,1.61592
5,600,-3.95618,1.15547,0.44800,1.61908,-3.69484,1.06699,0.41601,1.61501,-3.79039,1.05647,0.41135,1.61619
6,700,-4.32674,1.30247,0.44412,1.61694,-4.03623,1.13181,0.41289,1.61492,-4.10713,1.10817,0.40858,1.61563
7,800,-4.56904,1.33854,0.43977,1.61582,-4.36182,1.19688,0.40973,1.61479,-4.40641,1.17349,0.40594,1.61508
8,900,-4.89833,1.48916,0.43526,1.61359,-4.71388,1.24866,0.40624,1.61431,-4.75121,1.22343,0.40323,1.61429
9,1000,-5.21108,1.55539,0.43164,1.61380,-4.99644,1.25942,0.40291,1.61405,-5.00062,1.21717,0.40028,1.61344
10,1100,-5.44410,1.66448,0.42767,1.61451,-5.31344,1.29026,0.39933,1.61391,-5.27187,1.30047,0.39701,1.61303
11,1200,-5.82679,1.82783,0.42405,1.61379,-5.57250,1.28255,0.39553,1.61358,-5.58071,1.30365,0.39388,1.61250
12,1300,-6.13447,1.79975,0.42058,1.61378,-5.89540,1.34908,0.39197,1.61298,-5.86552,1.34988,0.39027,1.61165
13,1400,-6.48157,1.87504,0.41697,1.61289,-6.14678,1.56044,0.38912,1.61262,-6.22383,1.66239,0.38747,1.61121
14,1500,-6.76851,2.05623,0.41377,1.61316,-6.42963,1.46182,0.38565,1.61248,-6.47079,1.65028,0.38454,1.61081
15,1600,-7.10433,1.95159,0.41055,1.61253,-6.64799,1.60344,0.38239,1.61209,-6.77283,1.57278,0.38095,1.61053
