iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss,4_iql_loss,4_rnd_forward_loss
0,100,23.51642,1.01517,23.10916,1.00475,23.15557,1.00484,13.21459,0.77142
1,200,8.82263,1.00649,8.72490,1.00129,8.90150,1.00650,4.09793,0.76004
2,300,3.24717,1.00420,3.29827,1.00103,3.26884,1.00145,2.14557,0.76658
3,400,1.85782,1.00089,1.87657,0.99842,1.93130,0.99534,1.57098,0.76180
4,500,1.41848,0.99871,1.47717,0.99543,1.43458,0.99181,1.12328,0.75412
5,600,1.28760,0.99392,1.37839,0.99275,1.34722,0.99050,0.87592,0.74781
6,700,1.17065,0.99028,1.18866,0.98990,1.22526,0.98768,0.81897,0.74346
7,800,1.09627,0.98685,1.13124,0.98632,1.16289,0.98554,0.82453,0.74114
8,900,1.25893,0.98438,1.16917,0.98289,1.07463,0.98274,0.88139,0.73840
9,1000,1.25825,0.98175,1.26652,0.97986,1.27593,0.97994,0.84766,0.73302
10,1100,1.26924,0.97821,1.18648,0.97716,1.16176,0.97696,0.88651,0.73167
11,1200,1.24122,0.97504,1.22005,0.97422,1.16356,0.97491,0.84479,0.73080
12,1300,1.20875,0.97227,1.19994,0.97143,1.17063,0.97019,0.93969,0.72839
13,1400,1.16127,0.96937,1.24146,0.96800,1.25063,0.96899,0.88462,0.72411
14,1500,1.12271,0.96525,1.15953,0.96514,1.23720,0.96642,0.83391,0.71892
15,1600,1.16214,0.96255,1.12811,0.96057,1.20358,0.96351,0.97149,0.71622
16,1700,1.10202,0.95992,1.16444,0.95761,1.22203,0.96067,0.90141,0.71305
17,1800,1.18251,0.95734,1.17894,0.95537,1.28385,0.95865,0.91803,0.71186
18,1900,1.17122,0.95422,1.23058,0.95234,1.13697,0.95589,0.92253,0.70926
19,2000,1.22650,0.95117,1.23520,0.95012,1.22699,0.95264,0.95814,0.70534
20,2100,1.22801,0.94806,1.26938,0.94667,1.30966,0.95104,0.87697,0.70264
21,2200,1.19765,0.94501,1.26746,0.94488,1.21757,0.94866,0.95188,0.70175
22,2300,1.19959,0.94179,1.25803,0.94121,1.26422,0.94625,1.00355,0.69779
23,2400,1.15043,0.93942,1.20232,0.93790,1.17105,0.94294,0.93893,0.69514
24,2500,1.17736,0.93553,1.13965,0.93524,1.17553,0.94094,0.94770,0.69085
25,2600,1.12714,0.93297,1.15550,0.93240,1.11925,0.93891,0.95627,0.68971
26,2700,1.20381,0.93021,1.11435,0.92998,1.26355,0.93539,1.01295,0.68669
27,2800,1.18742,0.92734,1.15539,0.92758,1.15292,0.93218,1.04333,0.68354
28,2900,1.15979,0.92379,1.22552,0.92420,1.23196,0.93016,0.92881,0.68155
29,3000,1.21351,0.92118,1.23298,0.92136,1.25576,0.92731,0.91234,0.67779
30,3100,1.16629,0.91826,1.11595,0.91912,1.13818,0.92352,0.98366,0.67587
31,3200,1.16930,0.91486,1.19891,0.91627,1.25933,0.92116,0.95839,0.67363
32,3300,1.18234,0.91210,1.16586,0.91270,1.06939,0.91696,0.96193,0.67068
33,3400,1.13438,0.90924,1.19234,0.90976,1.22315,0.91553,1.00674,0.66870
34,3500,1.11205,0.90574,1.11838,0.90751,1.20521,0.91271,0.96984,0.66556
35,3600,1.19136,0.90245,1.14998,0.90416,1.16319,0.90837,0.91965,0.66372
36,3700,1.16811,0.90017,1.11739,0.90212,1.20492,0.90727,0.96630,0.66084
37,3800,1.23854,0.89618,1.13377,0.89834,1.11449,0.90316,0.96455,0.65863
38,3900,1.16782,0.89330,1.15940,0.89546,1.16872,0.90005,1.04510,0.65474
39,4000,1.09689,0.89093,1.16285,0.89383,1.20371,0.89741,0.98075,0.65328
40,4100,1.18867,0.88776,1.17460,0.89081,1.14617,0.89444,1.03132,0.64977
41,4200,1.13926,0.88440,1.24466,0.88701,1.02172,0.89133,0.97814,0.64723
42,4300,1.09280,0.88148,1.20646,0.88437,1.21744,0.88833,0.91098,0.64529
43,4400,1.14430,0.87937,1.20958,0.88138,1.25356,0.88547,1.00981,0.64421
44,4500,1.09347,0.87488,1.13173,0.87867,1.09777,0.88232,1.00191,0.64103
45,4600,1.22174,0.87252,1.18472,0.87631,1.11500,0.87907,1.02816,0.63749
46,4700,1.16373,0.87048,1.16913,0.87331,1.14638,0.87622,0.97458,0.63482
47,4800,1.22347,0.86668,1.07939,0.87059,1.12782,0.87291,1.01243,0.63264
48,4900,1.12173,0.86497,1.18901,0.86743,1.11368,0.87117,1.04478,0.63087
49,5000,1.08924,0.86204,1.08018,0.86499,1.15875,0.86756,0.98860,0.62774
50,5100,1.12816,0.85938,1.08673,0.86146,1.13215,0.86469,0.98473,0.62486
51,5200,1.21846,0.85645,1.09492,0.85924,1.07154,0.86187,1.02664,0.62305
52,5300,1.13562,0.85428,1.17419,0.85664,1.19415,0.85774,1.01079,0.61959
53,5400,1.12901,0.85149,1.17975,0.85354,1.19296,0.85607,0.98899,0.61724
54,5500,1.05254,0.84973,1.12598,0.85050,1.09158,0.85262,1.02379,0.61637
55,5600,1.13725,0.84642,1.10253,0.84756,1.17480,0.84860,1.01813,0.61275
56,5700,1.07830,0.84358,1.18758,0.84516,1.19153,0.84634,1.02629,0.61032
57,5800,1.05701,0.84119,1.19116,0.84223,1.17951,0.84445,0.97525,0.60683
58,5900,1.18266,0.83816,1.09995,0.83953,1.21928,0.84097,1.03317,0.60469
59,6000,1.16196,0.83557,1.15621,0.83589,1.22117,0.83693,1.00472,0.60367
60,6100,1.12883,0.83380,1.08322,0.83410,1.10064,0.83505,1.03384,0.60112
61,6200,1.22255,0.83129,1.07070,0.83018,1.18335,0.83256,1.01314,0.59780
62,6300,1.12026,0.82847,1.12002,0.82778,1.10913,0.82973,1.01195,0.59497
63,6400,1.21123,0.82560,1.11062,0.82447,1.12247,0.82775,1.02907,0.59329
64,6500,1.14600,0.82274,1.16955,0.82133,1.16791,0.82394,1.05442,0.59037
65,6600,1.09136,0.82064,1.16117,0.81872,1.18121,0.82098,1.03576,0.58824
66,6700,1.12924,0.81746,1.05793,0.81677,1.14556,0.81787,1.02090,0.58528
67,6800,1.12704,0.81442,1.18593,0.81344,1.12794,0.81567,0.99060,0.58465
68,6900,1.14531,0.81154,1.12574,0.81037,1.20465,0.81246,1.01887,0.58086
69,7000,1.12898,0.80931,1.13725,0.80820,1.18712,0.80989,1.02481,0.57847
