iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value,4_maddpg_actor_loss,4_maddpg_critic_loss,4_count_value
0,100,-2.53665,3.40461,0.46274,-2.53794,3.46985,0.44855,-2.55182,3.47710,0.44588,-2.38845,3.38481,0.41110
1,200,-2.58951,1.91150,0.34881,-2.59481,1.84174,0.34842,-2.58841,1.81115,0.35042,-2.35721,1.73268,0.32324
2,300,-2.96996,1.74719,0.34067,-2.92300,2.05081,0.33470,-2.94197,1.73556,0.34196,-2.79933,1.70724,0.32916
3,400,-3.35562,1.81870,0.33901,-3.29781,1.89517,0.34002,-3.40115,1.81108,0.34650,-3.23796,1.72821,0.33363
4,500,-3.89007,1.86017,0.34483,-3.79710,2.11131,0.34366,-3.92037,2.02238,0.35123,-3.63574,1.66960,0.33627
5,600,-4.37181,2.19060,0.34591,-4.27180,1.85979,0.34739,-4.41248,1.90904,0.35814,-3.98529,1.67935,0.33730
6,700,-4.75099,1.73963,0.34346,-4.80613,1.86498,0.35036,-4.89568,1.97031,0.36372,-4.41305,1.65976,0.33954
7,800,-5.17737,1.86265,0.34466,-5.24481,2.01995,0.35423,-5.36091,2.03899,0.36598,-4.66037,1.77061,0.33422
8,900,-5.55414,1.79891,0.34473,-5.67214,2.04366,0.35493,-5.81639,1.78574,0.36407,-5.01006,1.78635,0.33063
9,1000,-6.02767,2.11416,0.34542,-6.12492,1.86726,0.35635,-6.18539,1.89832,0.36339,-5.40568,1.62015,0.33007
10,1100,-6.41202,1.96037,0.34152,-6.54272,1.70261,0.35508,-6.66604,1.91331,0.36612,-5.83258,1.73341,0.32965
11,1200,-6.58770,1.85652,0.33798,-6.92898,1.81912,0.35492,-6.98565,1.94203,0.35877,-6.10075,1.73045,0.32933
12,1300,-6.94675,1.92602,0.33289,-7.36817,2.09031,0.35563,-7.33157,1.80066,0.35806,-6.56592,1.92768,0.32823
13,1400,-7.27452,1.86673,0.33121,-7.71845,1.81000,0.35310,-7.72339,1.74169,0.35667,-6.85440,1.85424,0.32457
14,1500,-7.71631,1.84793,0.33065,-8.22621,2.10455,0.35075,-8.15954,2.11784,0.35809,-7.23974,1.81820,0.32858
15,1600,-8.11878,2.08833,0.33051,-8.59354,1.96881,0.35433,-8.62206,1.97065,0.35676,-7.72627,1.77648,0.32559
16,1700,-8.27136,2.26347,0.32952,-9.05276,2.01553,0.34977,-8.97634,2.38366,0.35549,-8.09494,1.86738,0.33074
17,1800,-8.88923,2.19427,0.32929,-9.34307,1.89165,0.34926,-9.34335,2.13052,0.35441,-8.55735,2.08538,0.33073
18,1900,-9.21535,1.98052,0.33068,-9.72461,1.82213,0.34802,-9.80333,2.06175,0.35630,-8.84875,2.25915,0.32846
