iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,-4.26678,3.94830,0.74723,2.73243,-4.25264,3.99712,0.74809,2.73190,-4.32847,3.99068,0.74848,2.73218
1,200,-4.71219,1.14095,0.76007,2.73855,-4.68561,1.12055,0.75885,2.73949,-4.65559,1.23807,0.75922,2.73888
2,300,-5.05100,1.10664,0.72246,2.73526,-4.95992,1.02752,0.72031,2.73501,-5.00107,1.04591,0.72036,2.73538
3,400,-5.41394,1.11792,0.70080,2.73311,-5.35839,1.06372,0.70102,2.73390,-5.45649,1.05007,0.70050,2.73341
4,500,-5.73074,1.08078,0.67719,2.73291,-5.78064,1.05325,0.67807,2.73422,-5.79948,1.06544,0.67684,2.73422
5,600,-6.27903,1.09188,0.66074,2.73184,-6.10509,1.06581,0.66014,2.73096,-6.29376,1.15351,0.66134,2.73139
6,700,-6.73189,1.14630,0.64851,2.72906,-6.73922,1.20259,0.65049,2.72866,-6.69466,1.11679,0.64776,2.72851
7,800,-7.15624,1.31863,0.64377,2.72605,-7.06636,1.15203,0.64149,2.72675,-7.11863,1.25178,0.64240,2.72686
8,900,-7.58736,1.19660,0.63347,2.72546,-7.57852,1.23255,0.63437,2.72577,-7.56589,1.17002,0.63391,2.72533
9,1000,-8.06714,1.26960,0.62212,2.72336,-8.00344,1.25520,0.62314,2.72370,-8.03781,1.02219,0.62154,2.72409
10,1100,-8.47255,1.42145,0.61019,2.72258,-8.27889,1.18968,0.60989,2.72209,-8.35850,1.15263,0.60756,2.72284
11,1200,-8.80750,1.30479,0.59678,2.72011,-8.68202,1.31853,0.59588,2.72005,-8.72911,1.15829,0.59469,2.72021
12,1300,-9.07467,1.31785,0.58140,2.71820,-9.17208,1.44147,0.58259,2.71782,-9.25818,1.54937,0.58461,2.71805
13,1400,-9.46136,1.32239,0.57095,2.71675,-9.47493,1.27576,0.57031,2.71632,-9.56533,1.31341,0.56911,2.71616
14,1500,-9.88177,1.34038,0.55748,2.71312,-9.73547,1.42362,0.55667,2.71387,-9.84989,1.26650,0.55735,2.71334
15,1600,-10.19581,1.34695,0.54544,2.70975,-10.19572,1.14914,0.54518,2.71035,-10.15484,1.14646,0.54285,2.70954
16,1700,-10.40310,1.26991,0.53158,2.70758,-10.32655,1.52027,0.53106,2.70776,-10.52013,1.38995,0.53338,2.70756
