iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-2.03549,3.32960,0.39190,-2.00169,2.31331,0.35082,-2.00766,1.93392,0.32822
1,200,-2.05868,1.27359,0.27583,-2.03564,1.23496,0.26974,-1.97468,1.04736,0.26098
2,300,-2.30670,1.40371,0.26396,-2.25960,1.32224,0.26054,-2.24989,1.19216,0.25492
3,400,-2.64757,1.17501,0.25915,-2.54030,1.18751,0.25793,-2.55756,1.15178,0.25424
4,500,-2.99972,1.21464,0.26269,-2.83655,1.17106,0.25781,-2.85111,1.17081,0.25486
5,600,-3.27021,1.20660,0.25824,-3.16827,1.16754,0.25645,-3.19753,1.23592,0.25582
6,700,-3.59085,1.17316,0.25856,-3.45566,1.15237,0.25771,-3.48645,1.22021,0.25875
7,800,-3.85617,1.19139,0.25854,-3.73400,1.30125,0.25855,-3.66546,1.21433,0.25613
8,900,-4.20320,1.20750,0.26142,-4.05272,1.20358,0.25905,-4.01446,1.19542,0.25773
9,1000,-4.47426,1.20346,0.26221,-4.39394,1.24958,0.26015,-4.35348,1.16789,0.25939
10,1100,-4.85287,1.23907,0.26275,-4.66461,1.26575,0.26218,-4.64283,1.13839,0.25971
11,1200,-4.99633,1.23524,0.25980,-4.97037,1.18408,0.26176,-5.01155,1.17371,0.25986
12,1300,-5.45697,1.32659,0.26359,-5.30188,1.29058,0.26249,-5.25924,1.19950,0.26110
13,1400,-5.67425,1.36002,0.26463,-5.62890,1.42257,0.26343,-5.60977,1.21346,0.26315
14,1500,-6.10980,1.29037,0.26443,-5.92021,1.33844,0.26442,-5.91705,1.28488,0.26271
15,1600,-6.40505,1.34038,0.26232,-6.23326,1.48397,0.26252,-6.30177,1.23985,0.26446
16,1700,-6.75328,1.32654,0.26450,-6.57982,1.41608,0.26439,-6.68137,1.29479,0.26313
17,1800,-7.10765,1.29823,0.26352,-6.94388,1.53082,0.26306,-6.95105,1.29687,0.26257
18,1900,-7.33804,1.39920,0.26403,-7.29543,1.37165,0.26411,-7.28065,1.40156,0.26548
19,2000,-7.65106,1.34252,0.26563,-7.58608,1.38873,0.26700,-7.64583,1.34410,0.26406
20,2100,-8.00755,1.47346,0.26538,-7.83017,1.34473,0.26499,-7.90279,1.40830,0.26549
21,2200,-8.20005,1.56207,0.26548,-8.14508,1.46750,0.26570,-8.22905,1.36358,0.26544
22,2300,-8.55878,1.45814,0.26442,-8.58252,1.65251,0.26708,-8.49337,1.42171,0.26374
23,2400,-8.88636,1.53977,0.26610,-8.80232,1.67367,0.26569,-8.84568,1.49299,0.26600
24,2500,-9.23258,1.79013,0.26734,-9.00616,1.56811,0.26555,-9.17112,1.41519,0.26477
25,2600,-9.44047,1.70497,0.26474,-9.40528,1.40544,0.26411,-9.47871,1.56442,0.26738
26,2700,-9.73377,1.64106,0.26756,-9.67340,1.62283,0.26472,-9.74516,1.56983,0.26524
27,2800,-10.10247,1.79577,0.26605,-10.00938,1.58774,0.26680,-10.07162,1.70457,0.26628
28,2900,-10.29544,1.55638,0.26617,-10.24073,1.52149,0.26560,-10.40123,1.81698,0.26734
29,3000,-10.64071,1.60291,0.26496,-10.53888,1.59021,0.26532,-10.71198,1.56874,0.26384
30,3100,-10.93148,1.51857,0.26225,-10.89795,1.62412,0.26340,-10.87736,1.56029,0.26636
31,3200,-11.25511,1.55936,0.26546,-11.07664,1.69756,0.26621,-11.25855,2.04386,0.26238
32,3300,-11.37721,1.78023,0.26302,-11.23344,1.68579,0.26495,-11.48950,1.69390,0.26373
33,3400,-11.70214,1.69867,0.26401,-11.56778,1.71383,0.26394,-11.72683,1.79452,0.26290
34,3500,-11.94082,1.72060,0.26389,-11.90356,1.76057,0.26349,-11.96486,1.96293,0.26563
35,3600,-12.22188,1.75557,0.26529,-11.90583,1.84959,0.26283,-12.22497,1.75095,0.26824
36,3700,-12.43510,1.77214,0.26582,-12.37025,2.18208,0.26591,-12.58488,1.65873,0.26566
37,3800,-12.65041,1.84567,0.26477,-12.57223,1.88197,0.26408,-12.64706,1.61495,0.26185
38,3900,-12.97139,1.75665,0.26495,-12.74796,1.89688,0.26187,-12.83721,1.62815,0.26408
39,4000,-12.95449,2.18845,0.26223,-13.01206,1.86590,0.26253,-13.12493,1.68679,0.26148
40,4100,-13.26179,1.87234,0.26399,-13.13495,1.83862,0.26524,-13.34747,1.67704,0.26294
41,4200,-13.43654,2.04180,0.26368,-13.33547,1.79016,0.26412,-13.56144,1.65415,0.26412
42,4300,-13.65775,1.98968,0.26665,-13.58226,1.94795,0.26227,-13.60692,1.71856,0.26340
43,4400,-13.78886,1.98443,0.26060,-13.82338,1.78487,0.26523,-13.86484,1.76986,0.26409
44,4500,-14.07160,1.90066,0.26250,-13.89369,2.10150,0.26478,-14.04377,1.78078,0.26404
