iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss
47,4800,-0.19502,0.92892,-0.24749,0.94506
48,4900,-0.20725,0.90308,-0.21620,0.93356
49,5000,-0.20302,0.91651,-0.24835,0.91113
50,5100,-0.18905,0.90645,-0.23631,0.89446
51,5200,-0.22629,0.97405,-0.23318,0.93767
52,5300,-0.17352,0.87754,-0.22192,0.89177
53,5400,-0.17117,0.91539,-0.24184,0.89648
54,5500,-0.19837,0.90963,-0.22078,0.90044
55,5600,-0.17751,0.87242,-0.23566,0.85533
56,5700,-0.20066,0.92371,-0.23394,0.92970
57,5800,-0.16113,1.00646,-0.22018,0.86229
58,5900,-0.18142,0.89202,-0.25790,0.86901
59,6000,-0.20319,0.92887,-0.23474,0.88956
60,6100,-0.18300,1.06678,-0.21849,0.91646
61,6200,-0.18107,0.88029,-0.22031,0.89371
62,6300,-0.11736,0.91939,-0.24576,0.76177
63,6400,-0.11214,0.95030,-0.23070,0.90716
64,6500,-0.11201,0.94012,-0.21959,0.89980
65,6600,-0.09222,0.99301,-0.22634,0.87269
66,6700,-0.08445,0.90612,-0.23670,0.93710
67,6800,-0.11793,0.95797,-0.23979,0.79668
68,6900,-0.09926,0.98815,-0.24838,0.88310
69,7000,-0.11857,0.96454,-0.22338,0.92448
70,7100,-0.04778,0.89198,-0.21389,0.93991
71,7200,-0.06763,1.02421,-0.22260,0.94641
72,7300,-0.10983,0.98298,-0.23897,0.90536
73,7400,-0.10206,0.93376,-0.22108,0.93061
74,7500,-0.04133,0.86966,-0.21319,0.92653
75,7600,-0.02455,0.95143,-0.26347,1.05030
76,7700,-0.03675,0.90750,-0.18301,1.05860
77,7800,-0.11989,0.99506,-0.22625,1.03113
78,7900,-0.07433,1.09190,-0.21389,0.89153
79,8000,-0.01880,0.99897,-0.21496,0.78883
80,8100,-0.08222,1.09698,-0.21742,0.98300
81,8200,-0.09422,0.92099,-0.23731,0.95555
82,8300,-0.13545,0.93391,-0.25032,0.95920
83,8400,-0.11364,1.08440,-0.24774,0.97878
84,8500,-0.16921,0.89942,-0.25253,0.99835
85,8600,-0.19549,1.01511,-0.24208,1.11637
86,8700,-0.21182,1.01313,-0.23329,1.10362
87,8800,-0.17098,0.87443,-0.20758,1.09879
88,8900,-0.16622,0.90946,-0.19044,0.86422
89,9000,-0.11786,0.97346,-0.19653,0.89376
90,9100,-0.11446,0.96301,-0.20502,0.94309
91,9200,-0.10057,1.03454,-0.13744,0.91237
92,9300,-0.09247,1.11256,-0.17740,0.85902
93,9400,-0.08007,1.07292,-0.22861,0.86575
94,9500,-0.05996,1.01920,-0.14687,1.07315
95,9600,-0.08473,1.00893,-0.18147,0.93541
96,9700,-0.09337,0.98731,-0.15241,0.94158
97,9800,-0.10625,0.96457,-0.17842,1.00405
98,9900,-0.09897,1.13722,-0.15617,0.94833
99,10000,-0.11524,0.92335,-0.16561,0.98458
100,10100,-0.06480,0.98819,-0.16624,0.93883
101,10200,-0.11839,0.97896,-0.18362,0.85785
102,10300,-0.18961,0.87626,-0.19634,0.90444
103,10400,-0.08569,1.09679,-0.27589,1.02509
104,10500,-0.14908,0.96487,-0.20248,0.95976
105,10600,-0.12502,1.05225,-0.25487,0.97177
106,10700,-0.13295,1.07865,-0.22981,0.89487
107,10800,-0.16921,0.85836,-0.21896,0.96748
108,10900,-0.13854,0.96386,-0.22062,0.89699
109,11000,-0.12974,0.98429,-0.22515,1.00252
110,11100,-0.04905,1.03203,-0.20412,0.93437
111,11200,-0.08957,1.10383,-0.22141,0.94791
112,11300,-0.14616,0.88920,-0.25292,0.92274
113,11400,-0.07478,1.02723,-0.21487,0.96495
114,11500,-0.07646,0.90722,-0.22053,0.92872
115,11600,-0.05808,0.99261,-0.23607,0.91179
116,11700,-0.11455,1.14305,-0.23459,0.87689
117,11800,-0.13558,0.90752,-0.24587,0.86971
118,11900,-0.13191,0.98755,-0.22395,0.91299
119,12000,-0.09739,1.09357,-0.26446,0.92608
120,12100,-0.07743,1.02178,-0.29978,0.81545
121,12200,-0.09533,1.15088,-0.28632,1.02018
122,12300,-0.14260,0.98048,-0.27303,1.03744
123,12400,-0.15739,1.01201,-0.30886,1.05676
124,12500,-0.12274,0.98671,-0.29052,0.83289
125,12600,-0.08709,1.08741,-0.31488,0.87344
126,12700,-0.13088,0.93343,-0.29108,0.92795
127,12800,-0.15997,0.93667,-0.31161,0.84988
128,12900,-0.14350,0.99035,-0.30228,0.95619
129,13000,-0.13182,1.05399,-0.30131,0.86304
130,13100,-0.15958,0.97494,-0.32703,0.88616
131,13200,-0.13497,1.02695,-0.33456,0.93890
132,13300,-0.14169,0.95492,-0.31940,0.96470
133,13400,-0.12829,1.05147,-0.34805,0.92314
134,13500,-0.14647,1.09231,-0.34363,0.86362
135,13600,-0.18572,0.99448,-0.31725,0.84891
136,13700,-0.14491,1.02170,-0.31408,0.95036
137,13800,-0.12403,0.99962,-0.30708,0.91479
138,13900,-0.15650,0.93162,-0.33064,0.84896
139,14000,-0.18792,1.00546,-0.34662,0.86302
140,14100,-0.15620,1.06350,-0.34598,0.92486
141,14200,-0.17819,1.09253,-0.33300,0.95837
142,14300,-0.16605,1.09576,-0.39141,0.96433
143,14400,-0.21583,1.13983,-0.35980,0.91124
144,14500,-0.18396,1.23219,-0.33680,0.96320
145,14600,-0.27326,1.38610,-0.34166,0.98606
146,14700,-0.23173,1.55898,-0.31086,1.07014
147,14800,-0.30357,1.66296,-0.36134,0.93309
148,14900,-0.34479,1.22345,-0.37259,0.91850
149,15000,-0.34558,1.02735,-0.34667,0.97065
150,15100,-0.31809,1.09295,-0.35225,0.93393
151,15200,-0.37055,0.89960,-0.33912,0.99735
152,15300,-0.36321,1.07476,-0.35426,1.00865
153,15400,-0.34847,0.92701,-0.40268,0.91279
154,15500,-0.33892,1.40316,-0.43079,0.93936
155,15600,-0.32663,1.83873,-0.40391,0.90479
156,15700,-0.27088,1.86681,-0.40568,0.90304
157,15800,-0.19326,1.66345,-0.40575,0.83914
158,15900,-0.25769,1.64898,-0.40532,0.93280
159,16000,-0.30228,2.93042,-0.45287,0.90822
160,16100,-0.31029,2.47867,-0.45281,0.91194
161,16200,-0.39652,2.12321,-0.44476,0.88803
162,16300,-0.43247,1.87766,-0.46142,0.89712
163,16400,-0.41360,2.32701,-0.45449,0.90679
164,16500,-0.42345,2.63085,-0.42065,0.96690
165,16600,-0.45725,1.82985,-0.44917,0.94228
166,16700,-0.45141,1.66875,-0.45529,0.94674
167,16800,-0.46094,1.67603,-0.45649,0.91430
168,16900,-0.48592,1.85354,-0.45165,0.89686
169,17000,-0.49169,1.15987,-0.47478,0.82227
170,17100,-0.45076,0.89887,-0.46187,0.97043
171,17200,-0.43565,1.16732,-0.44264,0.84207
172,17300,-0.43789,0.97342,-0.41917,0.94635
173,17400,-0.43978,1.06373,-0.49022,0.88465
174,17500,-0.40618,1.04225,-0.47257,0.93175
175,17600,-0.41385,1.05101,-0.49801,0.88138
176,17700,-0.43821,0.98262,-0.47971,0.99570
177,17800,-0.41805,0.99188,-0.47873,0.97232
178,17900,-0.46763,0.91277,-0.47325,0.96728
179,18000,-0.41131,0.95534,-0.49653,0.90374
180,18100,-0.39494,1.03609,-0.50117,0.90996
181,18200,-0.39549,1.01270,-0.52049,0.89457
182,18300,-0.37890,0.97092,-0.47415,0.93407
183,18400,-0.35903,0.94990,-0.48564,1.04059
184,18500,-0.36291,1.13958,-0.49927,0.92983
185,18600,-0.35561,0.93158,-0.51637,0.94534
186,18700,-0.31984,0.91754,-0.52640,0.94319
187,18800,-0.30720,1.12018,-0.50837,0.92143
188,18900,-0.29443,1.02184,-0.52416,0.90735
189,19000,-0.28486,1.08547,-0.51268,0.93418
190,19100,-0.28645,1.04876,-0.50110,0.95947
191,19200,-0.28927,0.94351,-0.52121,0.90427
192,19300,-0.21876,1.06318,-0.53206,0.92180
193,19400,-0.23639,1.12148,-0.50457,0.89750
194,19500,-0.23778,1.02748,-0.51404,0.87179
195,19600,-0.25324,1.13492,-0.51442,0.90480
196,19700,-0.23132,0.99183,-0.50923,0.88990
197,19800,-0.19524,1.06009,-0.50687,0.90896
198,19900,-0.19908,0.92514,-0.46734,1.02832
199,20000,-0.22702,0.85889,-0.51217,0.92111
200,20100,-0.22596,1.02525,-0.51464,0.83061
201,20200,-0.21788,0.99427,-0.48719,0.99144
202,20300,-0.19844,1.00641,-0.49613,0.87712
203,20400,-0.20948,1.03898,-0.50564,0.97047
204,20500,-0.19743,0.96770,-0.48242,0.99378
205,20600,-0.18419,0.93050,-0.47959,0.88641
206,20700,-0.20712,0.95159,-0.49604,0.86016
207,20800,-0.20254,0.91433,-0.47385,0.89989
208,20900,-0.18634,1.03968,-0.47671,0.88123
209,21000,-0.17283,0.90702,-0.46286,0.92605
210,21100,-0.19178,0.90248,-0.49170,0.87062
211,21200,-0.20681,0.90128,-0.48965,0.83842
212,21300,-0.19668,0.93907,-0.44685,1.03578
213,21400,-0.15849,0.97297,-0.45674,0.89179
214,21500,-0.19479,0.91074,-0.45870,0.93516
215,21600,-0.15598,0.89264,-0.48557,0.93179
216,21700,-0.19183,1.01848,-0.43615,0.93697
217,21800,-0.17894,0.94135,-0.44942,0.93561
218,21900,-0.17905,0.99601,-0.47595,0.96168
219,22000,-0.20193,0.96202,-0.47923,0.91742
220,22100,-0.19448,0.94645,-0.47702,0.93664
221,22200,-0.20955,0.91565,-0.48335,0.93719
222,22300,-0.18185,0.93041,-0.46477,0.96905
223,22400,-0.21914,0.88912,-0.49595,0.90267
224,22500,-0.17081,0.92637,-0.49815,0.97823
225,22600,-0.19725,0.91958,-0.44755,0.98400
226,22700,-0.19085,0.97377,-0.47992,0.91670
227,22800,-0.18474,0.97378,-0.49539,0.95115
228,22900,-0.18767,0.93381,-0.50441,0.89521
229,23000,-0.15412,0.94306,-0.48368,0.95627
230,23100,-0.20751,0.79677,-0.50493,0.91807
231,23200,-0.14751,0.97677,-0.51105,1.00696
232,23300,-0.20277,0.84819,-0.51759,0.92914
233,23400,-0.17197,0.89463,-0.51860,0.92942
234,23500,-0.19485,0.95886,-0.49778,1.02148
235,23600,-0.16991,0.81242,-0.51138,0.94848
236,23700,-0.16213,1.04043,-0.48669,1.07197
237,23800,-0.15631,0.95214,-0.50531,0.98419
238,23900,-0.17226,0.91448,-0.53743,0.84534
239,24000,-0.19155,0.91653,-0.52459,0.96717
240,24100,-0.15081,1.00677,-0.51945,0.97598
241,24200,-0.18507,0.87160,-0.53046,0.91310
242,24300,-0.15391,0.92386,-0.51018,0.94743
243,24400,-0.15219,0.88536,-0.51975,0.86177
244,24500,-0.16095,0.94586,-0.53047,0.99783
245,24600,-0.15034,0.94193,-0.55196,0.86170
246,24700,-0.15412,0.89879,-0.50575,0.92253
247,24800,-0.14654,1.00435,-0.54253,0.92405
248,24900,-0.12194,1.02162,-0.53112,0.99493
