iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value,4_iql_loss,4_count_value
0,100,7.45280,0.50697,7.48733,0.50787,7.52849,0.50518,7.39122,0.50419
1,200,2.45945,0.39890,2.45648,0.39723,2.41429,0.39836,2.53036,0.39881
2,300,2.25408,0.38504,2.19947,0.38556,2.20572,0.38348,2.41857,0.38588
3,400,2.18459,0.38227,2.26020,0.38011,2.22819,0.37889,2.22981,0.37478
4,500,2.33803,0.37797,2.28418,0.38126,2.26510,0.37395,2.37738,0.37552
5,600,2.44330,0.37798,2.28383,0.37552,2.31408,0.37069,2.19748,0.37218
6,700,2.31971,0.37630,2.37874,0.37144,2.48186,0.37108,2.30655,0.37255
7,800,2.35077,0.37405,2.31385,0.37252,2.33057,0.36646,2.15208,0.36955
8,900,2.33169,0.37221,2.28280,0.37418,2.35202,0.36739,2.24340,0.36636
9,1000,2.33202,0.36968,2.34817,0.36941,2.37514,0.36347,2.22885,0.36356
10,1100,2.27519,0.36851,2.25502,0.37063,2.35741,0.36220,2.26135,0.36298
11,1200,2.38336,0.36804,2.28878,0.36719,2.27815,0.36225,2.20350,0.36292
12,1300,2.35325,0.36583,2.39281,0.36616,2.29990,0.36026,2.24865,0.36261
13,1400,2.35624,0.36687,2.31940,0.36532,2.43426,0.35730,2.15856,0.35828
14,1500,2.45623,0.36535,2.36366,0.36106,2.35683,0.35945,2.16188,0.35951
15,1600,2.35391,0.36258,2.29376,0.36184,2.43558,0.35953,2.13683,0.35951
16,1700,2.39466,0.36367,2.35518,0.36167,2.32241,0.35846,2.19825,0.36198
17,1800,2.38465,0.36285,2.42780,0.36602,2.43821,0.35594,2.25239,0.36167
18,1900,2.47319,0.36310,2.46469,0.36041,2.41350,0.35798,2.14109,0.36223
19,2000,2.48012,0.36029,2.38348,0.36014,2.48379,0.35617,2.19442,0.36651
20,2100,2.46522,0.36189,2.39674,0.35809,2.36948,0.35727,2.37943,0.36387
21,2200,2.47806,0.36152,2.43674,0.35871,2.50481,0.35362,2.18467,0.36438
22,2300,2.48168,0.36194,2.49668,0.35935,2.51940,0.35353,2.25748,0.36393
23,2400,2.47784,0.36169,2.42858,0.35607,2.47328,0.35501,2.34428,0.36151
24,2500,2.59646,0.35885,2.48854,0.35583,2.51514,0.35279,2.23355,0.36113
25,2600,2.59998,0.35958,2.44254,0.35588,2.58427,0.35483,2.38119,0.36460
26,2700,2.59896,0.35952,2.48876,0.35803,2.61033,0.35422,2.27705,0.36512
27,2800,2.63611,0.35901,2.50663,0.35197,2.57941,0.35171,2.31689,0.36533
28,2900,2.54812,0.35970,2.59640,0.35697,2.60911,0.35537,2.32983,0.36652
29,3000,2.62458,0.36167,2.43369,0.35427,2.57381,0.35369,2.40498,0.36525
30,3100,2.60446,0.35604,2.63182,0.35634,2.56614,0.35523,2.27485,0.36745
31,3200,2.60567,0.35659,2.51748,0.35158,2.70621,0.35669,2.30169,0.36268
32,3300,2.61602,0.35885,2.64369,0.35317,2.62340,0.35633,2.37565,0.36703
33,3400,2.79494,0.35696,2.61755,0.35542,2.76404,0.35519,2.33839,0.36731
34,3500,2.67662,0.35738,2.59405,0.35175,2.73280,0.35790,2.24925,0.36612
35,3600,2.71189,0.35561,2.68683,0.35428,2.67117,0.35704,2.32386,0.36850
36,3700,2.65646,0.35431,2.60437,0.35358,2.71771,0.35710,2.31062,0.36677
37,3800,2.75355,0.35776,2.66171,0.35081,2.76877,0.35957,2.26384,0.36490
38,3900,2.69094,0.35722,2.69349,0.35384,2.70509,0.35614,2.33341,0.36404
39,4000,2.77200,0.35672,2.68779,0.35356,2.77596,0.35932,2.27432,0.36877
40,4100,2.73696,0.35712,2.68540,0.35277,2.74486,0.35667,2.36177,0.36617
41,4200,2.65111,0.35920,2.72532,0.35420,2.75162,0.35879,2.30699,0.36773
42,4300,2.70045,0.35665,2.62156,0.35448,2.68901,0.35807,2.32419,0.36758
43,4400,2.70173,0.35642,2.69298,0.35471,2.75579,0.36085,2.32362,0.36690
44,4500,2.69800,0.35748,2.73395,0.35377,2.72633,0.36085,2.34851,0.36444
45,4600,2.71875,0.35673,2.77972,0.35733,2.73595,0.36097,2.36956,0.36743
46,4700,2.72968,0.35665,2.73681,0.35533,2.75816,0.35954,2.31923,0.36832
