iteration,episode,1_iql_loss,2_iql_loss
0,100,1.06322,1.00563
1,200,1.01677,0.91478
2,300,0.97465,0.99160
3,400,0.99371,0.84175
4,500,0.96013,0.97975
5,600,0.99433,0.93649
6,700,0.95877,1.01575
7,800,1.09210,0.90474
8,900,1.04022,0.90734
9,1000,0.97881,0.93720
10,1100,0.99800,1.02225
11,1200,1.06468,0.98819
12,1300,1.07037,0.94340
13,1400,1.03177,1.02031
14,1500,0.95067,0.93988
15,1600,0.95049,0.95374
16,1700,1.03610,1.03734
17,1800,0.91657,0.89437
18,1900,1.08138,0.95965
19,2000,1.08363,0.97255
20,2100,1.04448,0.99631
21,2200,0.94067,0.90821
22,2300,0.99405,0.94632
23,2400,1.08774,0.98705
24,2500,0.97928,0.96996
25,2600,0.99169,0.97785
26,2700,1.07474,0.98810
27,2800,0.94172,0.94123
28,2900,1.05027,0.98232
29,3000,0.92935,1.04336
30,3100,0.96443,0.88604
31,3200,1.01943,0.87981
32,3300,1.02691,0.97035
33,3400,1.08223,0.99299
34,3500,0.89963,0.97717
35,3600,0.97967,0.89867
36,3700,0.99753,1.00943
37,3800,0.98746,1.05006
38,3900,1.02448,0.95447
39,4000,0.94366,0.92968
40,4100,1.01278,1.02673
41,4200,0.87299,0.87009
42,4300,1.00114,0.82698
43,4400,0.87729,0.99069
44,4500,0.98082,0.97049
45,4600,0.98771,1.01814
46,4700,0.91753,1.04166
47,4800,1.01015,0.83432
48,4900,1.02507,1.03977
49,5000,1.10978,0.95796
50,5100,0.98189,0.85132
51,5200,0.81432,0.93570
52,5300,1.12674,0.87792
53,5400,1.07971,0.88959
54,5500,1.06099,0.97943
55,5600,0.85863,0.92748
56,5700,0.98655,0.94007
57,5800,0.97101,0.92509
58,5900,1.15305,0.94174
59,6000,0.96354,0.97714
60,6100,1.01587,1.00412
61,6200,1.02449,0.89165
62,6300,0.95675,0.90932
63,6400,0.86195,1.14817
64,6500,1.05539,0.93653
65,6600,0.94944,0.94146
66,6700,0.98262,1.02552
67,6800,0.93529,0.97957
68,6900,0.88865,1.01338
69,7000,0.98117,0.88817
70,7100,0.94127,0.97685
71,7200,0.99758,0.99280
72,7300,1.01036,1.00150
73,7400,0.87284,1.00482
74,7500,1.04707,0.95586
75,7600,0.97553,1.00215
76,7700,0.98912,1.11654
77,7800,0.99146,0.87859
78,7900,0.95157,1.04062
79,8000,1.08419,0.90537
80,8100,1.05294,1.01291
81,8200,1.11581,0.99567
82,8300,0.96820,1.02395
83,8400,0.98546,0.96250
84,8500,1.10656,0.88661
85,8600,1.04176,0.98044
86,8700,1.08151,0.90381
87,8800,1.02797,1.03692
88,8900,0.97874,0.85534
89,9000,0.99828,1.02563
90,9100,0.99494,0.93656
91,9200,1.02806,0.99337
92,9300,1.11500,1.14620
93,9400,0.98254,0.87669
94,9500,1.02945,0.97771
95,9600,0.95363,0.94959
96,9700,1.01800,0.92406
97,9800,0.94224,1.08026
98,9900,0.93671,1.05602
99,10000,0.92238,0.96697
100,10100,1.03977,1.01073
101,10200,0.88515,0.95029
102,10300,1.20372,0.96441
