iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value,4_maddpg_actor_loss,4_maddpg_critic_loss,4_count_value
0,100,-1.90835,3.79826,0.28667,-1.89787,3.10039,0.25794,-1.83362,2.74686,0.23926,-1.62259,2.32878,0.22559
1,200,-1.65839,1.64004,0.20405,-1.60009,1.51252,0.19664,-1.60583,1.50072,0.19288,-1.49342,1.16323,0.18711
2,300,-1.90647,1.55721,0.19859,-1.87110,1.46710,0.19625,-1.87576,1.47324,0.19191,-1.72317,1.10708,0.18958
3,400,-2.37334,1.65107,0.19857,-2.28838,1.47140,0.19717,-2.20828,1.50553,0.19602,-2.11490,1.03059,0.19210
4,500,-2.54443,1.56473,0.20072,-2.42639,1.50866,0.20135,-2.46799,1.33804,0.19900,-2.44436,1.06190,0.19780
5,600,-2.79872,1.50569,0.20298,-2.76369,1.57433,0.20282,-2.67480,1.34674,0.19931,-2.67879,1.09955,0.19842
6,700,-3.00468,1.49175,0.20095,-2.86998,1.48334,0.19972,-2.85761,1.40622,0.20014,-2.89101,1.20912,0.19853
7,800,-3.29836,1.61361,0.20097,-3.11180,1.44361,0.19844,-3.14472,1.57057,0.19925,-3.15838,1.28414,0.19893
8,900,-3.46281,1.61709,0.20069,-3.32698,1.44630,0.20002,-3.30756,1.51380,0.19847,-3.36147,1.22588,0.19796
9,1000,-3.70947,1.44855,0.20093,-3.58674,1.46640,0.19921,-3.57985,1.40576,0.19683,-3.52257,1.24529,0.19756
10,1100,-3.99501,1.52269,0.19950,-3.92863,1.58122,0.20000,-3.83928,1.47123,0.20087,-3.78918,1.25265,0.19826
11,1200,-4.20544,1.48896,0.20100,-4.11626,1.51357,0.19978,-4.05355,1.55304,0.19853,-4.10023,1.25287,0.19788
12,1300,-4.40229,1.58640,0.19997,-4.31479,1.52067,0.19989,-4.39940,1.52756,0.20064,-4.36588,1.25456,0.19976
13,1400,-4.52449,1.42635,0.19787,-4.54476,1.57469,0.19726,-4.52335,1.50060,0.19732,-4.62017,1.20079,0.19633
14,1500,-4.75073,1.50882,0.19730,-4.71334,1.56351,0.19548,-4.63778,1.53394,0.19676,-4.85050,1.22338,0.19822
15,1600,-4.98900,1.40249,0.19567,-4.88689,1.47963,0.19494,-4.88381,1.48903,0.19475,-4.82185,1.27008,0.19303
16,1700,-5.16269,1.38627,0.19426,-5.13055,1.41527,0.19407,-5.08599,1.56942,0.19351,-5.07879,1.22086,0.19353
17,1800,-5.39632,1.48935,0.19399,-5.26094,1.43548,0.19455,-5.22349,1.47788,0.19055,-5.33667,1.25579,0.19184
18,1900,-5.62709,1.55710,0.19400,-5.47243,1.41099,0.19245,-5.46885,1.45316,0.19115,-5.51831,1.25162,0.19137
19,2000,-5.87189,1.45397,0.19155,-5.77895,1.55442,0.19367,-5.70698,1.47156,0.19190,-5.80081,1.25390,0.19252
20,2100,-6.10871,1.49986,0.19229,-5.98793,1.43739,0.19226,-5.87850,1.51585,0.19185,-6.03975,1.24872,0.19210
21,2200,-6.46831,1.48424,0.19385,-6.25372,1.45849,0.19316,-6.14362,1.53420,0.18935,-6.29103,1.28367,0.19018
22,2300,-6.67400,1.54692,0.19103,-6.45400,1.48976,0.19208,-6.31392,1.52410,0.19112,-6.44981,1.42108,0.19165
23,2400,-6.89488,1.53213,0.19086,-6.61129,1.51440,0.19220,-6.56181,1.45406,0.19129,-6.81955,1.47345,0.18896
24,2500,-7.13263,1.59088,0.19080,-6.90795,1.49455,0.19244,-6.87706,1.44225,0.19099,-7.06800,1.31141,0.19069
25,2600,-7.36784,1.42182,0.19222,-7.13603,1.60643,0.19178,-7.04481,1.45949,0.19254,-7.25584,1.29907,0.19292
26,2700,-7.57389,1.51033,0.18904,-7.33624,1.50088,0.18979,-7.23678,1.41292,0.18922,-7.48164,1.19620,0.19000
27,2800,-7.81797,1.51537,0.19113,-7.42563,1.48411,0.18996,-7.43919,1.49366,0.19021,-7.55094,1.26041,0.18699
28,2900,-8.10493,1.58429,0.19048,-7.74977,1.47234,0.18754,-7.64236,1.46632,0.18817,-7.85981,1.31531,0.18850
29,3000,-8.29828,1.65058,0.18883,-7.88381,1.45989,0.18791,-7.74207,1.52828,0.18671,-8.05424,1.49377,0.18641
30,3100,-8.30987,1.85374,0.18831,-8.11298,1.47038,0.18782,-8.05917,1.48800,0.18869,-8.31216,1.50634,0.18755
31,3200,-8.58757,1.69932,0.18811,-8.19569,1.48607,0.18669,-8.22918,1.47530,0.18749,-8.50644,1.28873,0.18880
32,3300,-8.74171,1.46066,0.18605,-8.47003,1.49247,0.18684,-8.44333,1.49295,0.18647,-8.60155,1.26584,0.18589
33,3400,-8.95948,1.60581,0.18607,-8.59871,1.61736,0.18604,-8.61485,1.52157,0.18496,-8.81631,1.34994,0.18598
34,3500,-9.07704,1.40814,0.18375,-8.78545,1.46921,0.18506,-8.77566,1.54367,0.18430,-8.94756,1.27796,0.18404
35,3600,-9.27962,1.52603,0.18477,-8.97989,1.57719,0.18394,-8.84948,1.60823,0.18551,-9.19522,1.49682,0.18296
36,3700,-9.43422,1.58960,0.18411,-9.13240,1.51961,0.18349,-9.12317,1.52760,0.18346,-9.29962,1.39833,0.18387
37,3800,-9.52028,1.52500,0.18254,-9.31720,1.53564,0.18341,-9.25191,1.60949,0.18245,-9.44574,1.38289,0.18463
38,3900,-9.68146,1.44920,0.18191,-9.43270,1.84730,0.18317,-9.38884,1.59173,0.18306,-9.59468,1.23225,0.18365
39,4000,-9.85922,1.47793,0.18296,-9.68870,1.56574,0.18311,-9.51492,1.60282,0.18203,-9.75484,1.38287,0.18278
40,4100,-9.99996,1.74087,0.18190,-9.83590,1.47402,0.18355,-9.71853,1.46879,0.18356,-9.85574,1.33864,0.18066
41,4200,-10.09565,1.57354,0.18138,-9.93166,1.49021,0.18071,-9.84532,1.62433,0.18155,-10.00911,1.33157,0.18083
