iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value
0,100,7.66680,0.50516,7.75658,0.50858,7.65704,0.50529
1,200,2.30032,0.39253,2.33596,0.39132,2.35288,0.39257
2,300,2.17365,0.37715,2.20547,0.37463,2.19661,0.37909
3,400,2.24649,0.37039,2.21125,0.36770,2.23768,0.37175
4,500,2.31078,0.36425,2.29470,0.36261,2.27149,0.36161
5,600,2.25082,0.36384,2.23834,0.36243,2.26105,0.36148
6,700,2.31599,0.36116,2.26066,0.35595,2.27169,0.35998
7,800,2.27792,0.35595,2.28875,0.35633,2.29002,0.35701
8,900,2.33267,0.35236,2.26441,0.35486,2.28651,0.35571
9,1000,2.38737,0.35511,2.32006,0.35288,2.26351,0.35567
10,1100,2.38916,0.35367,2.35748,0.34988,2.26414,0.35204
11,1200,2.37732,0.34759,2.37239,0.34639,2.27616,0.34770
12,1300,2.34224,0.34650,2.37755,0.34894,2.32216,0.35064
13,1400,2.34536,0.34661,2.41262,0.34914,2.30395,0.34875
14,1500,2.36522,0.34630,2.40687,0.34907,2.35764,0.34837
15,1600,2.42898,0.34653,2.39463,0.34781,2.33551,0.34787
16,1700,2.38767,0.34734,2.43788,0.35129,2.36204,0.34607
17,1800,2.45136,0.34863,2.45219,0.35002,2.35955,0.34744
18,1900,2.46705,0.34685,2.46208,0.34664,2.45306,0.34763
19,2000,2.44794,0.34627,2.45341,0.34918,2.40711,0.34454
20,2100,2.51884,0.34951,2.51001,0.35126,2.39846,0.34180
21,2200,2.53207,0.35007,2.52560,0.34972,2.46211,0.34429
22,2300,2.56545,0.35339,2.56100,0.35062,2.52207,0.34340
23,2400,2.62555,0.35252,2.55286,0.35087,2.51426,0.34402
24,2500,2.58720,0.35252,2.57494,0.35495,2.59967,0.34585
25,2600,2.64158,0.35408,2.63996,0.35211,2.56393,0.34713
26,2700,2.65115,0.35395,2.62962,0.35204,2.59589,0.34550
27,2800,2.67817,0.35564,2.62700,0.35243,2.63091,0.34825
28,2900,2.70385,0.35285,2.69823,0.35554,2.66283,0.34544
