iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value
0,100,-1.86086,3.53112,0.40741,-1.79981,2.61311,0.36613
1,200,-1.95492,1.62284,0.27626,-1.86596,1.48009,0.26765
2,300,-2.15746,1.68013,0.25032,-2.13556,1.59299,0.24590
3,400,-2.39768,1.60251,0.23979,-2.34749,1.52282,0.23647
4,500,-2.75206,1.59199,0.24058,-2.64531,1.54435,0.23790
5,600,-2.99371,1.58734,0.24394,-2.97025,1.67169,0.24071
6,700,-3.32936,1.54232,0.24778,-3.29790,1.60522,0.24913
7,800,-3.66815,1.54096,0.25024,-3.58340,1.56782,0.24581
8,900,-3.81652,1.44869,0.24061,-3.80650,1.49167,0.24106
9,1000,-4.11682,1.42815,0.23659,-4.00701,1.50348,0.23442
10,1100,-4.31124,1.40782,0.23226,-4.26481,1.32082,0.22988
11,1200,-4.63635,1.53952,0.22648,-4.49396,1.51583,0.22497
12,1300,-4.85949,1.50757,0.22124,-4.75261,1.55870,0.22079
13,1400,-5.10112,1.39676,0.21463,-4.95890,1.46423,0.21397
14,1500,-5.29681,1.42483,0.21127,-5.15084,1.46438,0.21089
15,1600,-5.45482,1.42550,0.20769,-5.35985,1.54335,0.20701
16,1700,-5.60074,1.49489,0.20237,-5.53996,1.50468,0.20255
17,1800,-5.92989,1.59946,0.20329,-5.73796,1.49721,0.20111
18,1900,-6.07299,1.50558,0.19938,-5.91941,1.51321,0.19750
19,2000,-6.22867,1.46448,0.19494,-6.07774,1.46071,0.19404
20,2100,-6.35839,1.47349,0.19304,-6.24492,1.55749,0.19300
21,2200,-6.51791,1.33106,0.19043,-6.42746,1.54760,0.19134
22,2300,-6.66387,1.44810,0.19041,-6.58092,1.43614,0.18998
23,2400,-6.82106,1.60482,0.19156,-6.69843,1.61161,0.19056
24,2500,-6.93710,1.60513,0.19315,-6.81647,1.54203,0.18917
25,2600,-7.06151,1.51444,0.19036,-6.99700,1.54855,0.18911
26,2700,-7.20469,1.52762,0.18889,-7.11797,1.46615,0.18786
27,2800,-7.31853,1.63887,0.18874,-7.15287,1.54674,0.18800
28,2900,-7.48040,1.63921,0.18869,-7.37091,1.51451,0.19242
29,3000,-7.61386,1.53811,0.19095,-7.45482,1.54108,0.18821
30,3100,-7.76425,1.55347,0.18921,-7.44584,1.58231,0.19054
31,3200,-7.73510,1.64580,0.19005,-7.41202,1.54351,0.18971
32,3300,-7.92054,1.46906,0.19038,-7.54741,1.48067,0.18884
33,3400,-8.01589,1.57344,0.18942,-7.61076,1.48820,0.19067
34,3500,-8.25270,1.54270,0.19030,-7.88736,1.64124,0.19028
35,3600,-8.50517,1.46742,0.18809,-8.24548,1.50276,0.19075
36,3700,-8.86671,1.43918,0.18818,-8.50475,1.69537,0.18904
37,3800,-9.03887,1.47017,0.18916,-8.84004,1.55303,0.18967
38,3900,-9.22910,1.64068,0.18694,-8.98762,1.49035,0.18695
39,4000,-9.47390,1.44627,0.18734,-9.22387,1.43705,0.18816
40,4100,-9.63098,1.54529,0.18814,-9.45858,1.51278,0.18743
41,4200,-9.95700,1.47737,0.18830,-9.58208,1.57839,0.18651
42,4300,-10.07578,1.40957,0.18776,-9.83013,1.37470,0.18683
43,4400,-10.25988,1.54319,0.18916,-10.05486,1.50385,0.18745
44,4500,-10.40450,1.46664,0.18754,-10.20632,1.56565,0.18704
45,4600,-10.56898,1.42168,0.18669,-10.40547,1.46673,0.18723
46,4700,-10.73763,1.54692,0.18951,-10.56328,1.60470,0.18885
47,4800,-10.86986,1.53797,0.19088,-10.76737,1.49842,0.18854
48,4900,-11.03711,1.57767,0.19092,-10.93634,1.61586,0.19083
49,5000,-11.20408,1.49250,0.19139,-11.18186,1.53160,0.19093
50,5100,-11.39351,1.60592,0.19218,-11.35019,1.53462,0.19168
51,5200,-11.60566,1.55524,0.19213,-11.55302,1.52363,0.19125
52,5300,-11.74664,1.56526,0.19424,-11.80669,1.57072,0.19632
53,5400,-11.93235,1.55325,0.19391,-11.94278,1.65955,0.19641
54,5500,-12.13534,1.53924,0.19651,-12.17531,1.46185,0.19842
55,5600,-12.34007,1.46160,0.20081,-12.43629,1.57287,0.19852
56,5700,-12.49620,1.64049,0.19945,-12.54318,1.66511,0.20016
57,5800,-12.85450,1.37834,0.20157,-12.69641,1.55576,0.20221
58,5900,-13.14419,1.53472,0.20311,-12.91640,1.61571,0.20460
59,6000,-13.30134,1.70217,0.20647,-13.00587,1.74451,0.20803
60,6100,-13.26340,1.45855,0.20716,-13.13778,1.45170,0.20859
61,6200,-13.50254,1.59604,0.20993,-13.24698,1.50117,0.20988
62,6300,-13.73409,1.58783,0.21055,-13.43694,1.60625,0.20905
63,6400,-13.83287,1.43232,0.21252,-13.69332,1.52551,0.21001
64,6500,-13.98723,1.44825,0.21199,-13.99059,1.54091,0.21440
65,6600,-14.09371,1.54832,0.21132,-14.09481,1.69360,0.21383
66,6700,-14.32501,1.54567,0.21219,-14.21024,1.50052,0.21207
67,6800,-14.47413,1.57662,0.21419,-14.40096,1.49932,0.21346
68,6900,-14.65368,1.54115,0.21522,-14.54736,1.63820,0.21173
