iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss
0,100,0.09726,0.96317,-0.03345,0.93712,-0.01675,0.96394
1,200,0.11768,0.87446,-0.01885,0.84525,-0.03159,0.91537
2,300,0.09355,0.91605,-0.04582,0.88455,-0.03529,0.87798
3,400,0.06364,0.84187,-0.02973,0.83992,-0.06853,0.82285
4,500,0.04072,0.87535,-0.00903,0.82926,-0.01284,0.81590
5,600,0.01884,0.88686,0.02438,0.80567,0.03275,0.79797
6,700,-0.02104,0.82455,0.00923,0.78175,-0.01569,0.92321
7,800,0.00157,0.81178,0.01223,0.81423,0.02487,0.87388
8,900,-0.01223,0.84496,0.06110,0.83176,-0.01742,0.83872
9,1000,0.01124,0.83690,0.05793,0.87060,-0.02340,0.86242
10,1100,-0.00990,0.81530,0.01276,0.84858,-0.03066,0.79223
11,1200,-0.05600,0.81790,0.04520,0.89094,0.01588,0.95598
12,1300,-0.04805,0.80095,0.12305,0.83883,0.09123,0.86002
13,1400,-0.06203,0.81722,0.09910,0.82655,0.10509,0.86562
14,1500,-0.07785,0.73394,0.16538,0.86110,0.13042,0.85722
15,1600,-0.04967,0.82178,0.12824,0.88382,0.13821,0.85104
16,1700,-0.03597,0.85019,0.10986,0.93190,0.14121,0.88491
17,1800,-0.06788,0.83466,0.10682,0.94721,0.13271,0.93625
18,1900,-0.06104,0.84034,0.08198,0.87274,0.11796,0.87523
19,2000,-0.05096,0.84665,0.02368,0.99518,0.07019,0.89012
20,2100,-0.12171,0.84206,0.06202,0.89180,0.04934,0.90417
21,2200,-0.08212,0.87947,0.07906,0.86345,0.02137,0.87075
22,2300,-0.13649,0.77581,0.09353,0.92275,0.06560,0.84239
23,2400,-0.13735,0.76138,0.09811,0.86020,0.05581,0.86913
24,2500,-0.13430,0.81287,0.08572,0.91129,0.02528,0.84402
25,2600,-0.17819,0.82566,0.11083,0.86328,-0.00073,0.84957
26,2700,-0.15381,0.87122,0.09737,0.86653,0.02064,0.84616
27,2800,-0.17897,0.82039,0.10931,0.82804,0.02233,0.86772
28,2900,-0.17043,0.89801,0.11511,0.88589,0.06452,0.82524
29,3000,-0.14662,0.86061,0.08247,0.84701,-0.04376,0.84054
30,3100,-0.22784,0.76286,0.10390,0.86385,0.02144,0.81132
31,3200,-0.23662,0.79936,0.07103,0.86499,-0.03434,0.85008
32,3300,-0.25826,0.78661,0.11121,0.83421,-0.02303,0.82088
33,3400,-0.21305,0.86433,0.06147,0.86514,-0.07476,0.84862
34,3500,-0.25216,0.81339,0.02558,0.88836,-0.09775,0.87424
35,3600,-0.21983,0.95008,0.02459,0.86498,-0.09967,0.81858
36,3700,-0.23872,0.83864,0.03369,0.83799,-0.09490,0.80540
37,3800,-0.24015,0.83331,0.03187,0.85020,-0.06756,0.88299
38,3900,-0.28524,0.81809,-0.01562,0.84292,-0.06024,0.86204
39,4000,-0.30579,0.72995,-0.00761,0.86535,-0.14293,0.89638
40,4100,-0.27421,0.79113,-0.00171,0.80773,-0.09979,0.92621
41,4200,-0.29831,0.76497,0.01973,0.86425,-0.12605,0.82366
42,4300,-0.27107,0.84536,0.03993,0.87190,-0.12114,0.81308
43,4400,-0.29542,0.82016,0.00129,0.93179,-0.05234,0.92394
44,4500,-0.31065,0.81200,0.01311,0.79100,-0.11234,0.90367
45,4600,-0.30260,0.80874,-0.05163,0.87975,-0.13636,0.84833
46,4700,-0.32015,0.79178,-0.03381,0.85194,-0.13913,0.93839
47,4800,-0.26737,0.84002,-0.07014,0.93509,-0.20122,0.82619
48,4900,-0.23072,0.91889,-0.05347,0.79712,-0.21189,0.89684
49,5000,-0.27193,0.78184,-0.03523,0.87638,-0.16688,0.86728
50,5100,-0.19536,0.84377,-0.07707,0.89562,-0.26712,0.95631
51,5200,-0.24477,0.78503,-0.05091,0.88008,-0.12343,0.84113
52,5300,-0.21491,0.86230,-0.06298,0.84292,-0.17377,0.88009
53,5400,-0.25698,0.89834,-0.06687,0.80567,-0.18740,0.90124
54,5500,-0.20956,0.84831,-0.03678,0.83730,-0.23024,0.87741
55,5600,-0.20651,0.80261,-0.06365,0.88490,-0.21472,0.87172
56,5700,-0.22914,0.76784,-0.16388,0.86157,-0.20352,0.92907
57,5800,-0.22911,0.74982,-0.07260,0.91761,-0.17550,0.85267
58,5900,-0.24569,0.85235,-0.13094,0.89129,-0.20149,0.90250
59,6000,-0.23727,0.82289,-0.10916,0.89401,-0.25240,0.89948
60,6100,-0.19925,0.82603,-0.14204,0.88632,-0.21471,0.83923
61,6200,-0.19814,0.88735,-0.09935,0.87538,-0.23071,0.81679
62,6300,-0.19728,0.88957,-0.12026,0.85947,-0.24579,0.92836
63,6400,-0.23557,0.81770,-0.05927,0.84999,-0.18631,0.85018
64,6500,-0.23845,0.82097,-0.10896,0.85017,-0.18754,0.84061
65,6600,-0.24651,0.87768,-0.10315,0.90120,-0.22333,0.88196
66,6700,-0.27339,0.82093,-0.13290,0.88217,-0.27719,0.92509
67,6800,-0.28464,0.78921,-0.16984,0.87305,-0.26718,0.93294
68,6900,-0.31383,0.79880,-0.07063,0.91280,-0.24331,0.89570
69,7000,-0.27461,0.82718,-0.17097,0.91113,-0.24372,0.87726
70,7100,-0.29120,0.83666,-0.14431,0.90916,-0.26568,0.91759
71,7200,-0.31019,0.84418,-0.23839,0.86535,-0.27499,0.91327
72,7300,-0.32286,0.90420,-0.19379,0.81295,-0.23901,0.91632
73,7400,-0.35570,0.88565,-0.19917,0.93791,-0.24143,0.89739
