iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value
0,100,-0.46021,1.07851,0.02297,-2.53359,3.69880,0.47188
1,200,-0.34946,0.67059,0.01053,-2.14452,1.66141,0.28808
2,300,-0.38561,0.61024,0.00753,-2.26039,1.54252,0.24083
3,400,-0.35204,0.60442,0.00618,-2.45688,1.55241,0.23313
4,500,-0.41651,0.56649,0.00536,-2.70206,1.62359,0.23454
5,600,-0.39100,0.57907,0.00480,-2.99233,1.60226,0.23224
6,700,-0.45450,0.56333,0.00438,-3.14861,1.67670,0.22641
7,800,-0.46570,0.55578,0.00406,-3.43617,1.61962,0.22322
8,900,-0.50400,0.56203,0.00380,-3.56626,1.67587,0.21935
9,1000,-0.56602,0.52361,0.00359,-3.83294,1.65459,0.21640
10,1100,-0.59381,0.53893,0.00340,-4.10334,1.62690,0.21358
11,1200,-0.63554,0.55383,0.00325,-4.32564,1.61650,0.21476
12,1300,-0.65503,0.59613,0.00311,-4.57254,1.68609,0.21153
13,1400,-0.68809,0.56311,0.00299,-4.70785,1.68611,0.20738
14,1500,-0.69293,0.59123,0.00288,-4.92342,1.71800,0.20690
15,1600,-0.69062,0.57438,0.00278,-5.16305,1.79671,0.20413
16,1700,-0.73091,0.58295,0.00270,-5.39215,1.81695,0.20375
17,1800,-0.71716,0.60497,0.00262,-5.63932,1.91047,0.20357
18,1900,-0.74883,0.63337,0.00254,-5.75109,1.93123,0.19637
19,2000,-0.79469,0.65638,0.00248,-6.01741,2.01409,0.19981
20,2100,-0.80077,0.64756,0.00241,-6.22711,2.10941,0.19706
21,2200,-0.80299,0.69696,0.00236,-6.41285,2.13689,0.19318
22,2300,-0.84846,0.71031,0.00230,-6.52252,2.29739,0.19396
23,2400,-0.86087,0.73762,0.00225,-6.67905,2.44528,0.19269
24,2500,-0.86885,0.77854,0.00220,-6.90390,2.43718,0.19371
25,2600,-0.90680,0.76047,0.00216,-7.14097,2.50735,0.19535
26,2700,-0.91092,0.78757,0.00212,-7.38736,2.39940,0.19435
27,2800,-0.96013,0.74591,0.00208,-7.43081,2.54426,0.19121
28,2900,-0.96009,0.79918,0.00204,-7.63212,2.81359,0.19265
29,3000,-0.92646,0.83451,0.00201,-7.90631,2.63681,0.19513
30,3100,-0.96914,0.84689,0.00197,-8.04864,2.67351,0.19174
31,3200,-0.94900,0.83258,0.00194,-8.14946,2.83448,0.19088
32,3300,-0.92276,0.86997,0.00191,-8.38577,2.90858,0.18984
33,3400,-0.98514,0.88642,0.00188,-8.53573,2.91742,0.19075
34,3500,-0.95586,0.92319,0.00185,-8.63799,3.08427,0.19019
35,3600,-1.00717,0.94540,0.00183,-8.77846,3.18582,0.18881
36,3700,-1.00608,0.92183,0.00180,-8.95867,3.05124,0.18632
37,3800,-1.01536,0.91291,0.00178,-9.16749,3.06267,0.18863
38,3900,-1.06701,1.01660,0.00175,-9.15821,3.57669,0.18740
39,4000,-1.01765,1.01480,0.00173,-9.18206,3.35684,0.18583
40,4100,-1.03611,1.05001,0.00171,-9.43898,3.17549,0.18674
41,4200,-1.04136,0.99877,0.00169,-9.59749,3.14127,0.18638
42,4300,-1.08674,1.07669,0.00167,-9.67299,3.29865,0.18498
43,4400,-1.05300,1.04149,0.00165,-9.75540,3.42743,0.18300
44,4500,-1.09681,1.11295,0.00163,-9.99657,3.31017,0.18525
45,4600,-1.06362,1.09641,0.00161,-9.98966,3.71325,0.18457
46,4700,-1.04978,1.08085,0.00159,-10.24741,3.39586,0.18484
47,4800,-1.15403,1.12643,0.00158,-10.28520,3.68855,0.18563
48,4900,-1.08007,1.18310,0.00156,-10.35825,3.52716,0.18066
49,5000,-1.11353,1.18925,0.00154,-10.59808,3.91755,0.18221
50,5100,-1.12014,1.13338,0.00153,-10.51087,3.86199,0.18069
51,5200,-1.11196,1.20436,0.00151,-10.57412,3.63041,0.17922
52,5300,-1.10967,1.20446,0.00150,-10.78264,3.99914,0.18036
53,5400,-1.10082,1.18550,0.00149,-10.78292,3.52681,0.17860
54,5500,-1.14439,1.20807,0.00147,-10.83554,3.79428,0.17870
55,5600,-1.12157,1.22380,0.00146,-11.00326,4.21263,0.18010
56,5700,-1.07242,1.24355,0.00145,-11.04891,4.04474,0.17774
57,5800,-1.13825,1.29623,0.00143,-11.13001,4.22752,0.17476
58,5900,-1.16486,1.30742,0.00142,-11.18865,4.18972,0.17708
59,6000,-1.18452,1.34512,0.00141,-11.17474,4.19784,0.17200
60,6100,-1.15581,1.34976,0.00140,-11.32660,3.99724,0.17469
61,6200,-1.17361,1.38999,0.00138,-11.47836,4.16899,0.17385
62,6300,-1.15992,1.39092,0.00137,-11.50944,4.33629,0.17450
63,6400,-1.12672,1.39319,0.00136,-11.50382,4.16039,0.17233
64,6500,-1.11915,1.26879,0.00135,-11.56546,4.39729,0.17308
65,6600,-1.14138,1.37643,0.00134,-11.69795,4.05607,0.17342
66,6700,-1.12109,1.41134,0.00133,-11.76627,4.53284,0.17115
67,6800,-1.11473,1.38462,0.00132,-11.81903,4.46107,0.17155
68,6900,-1.10017,1.40042,0.00131,-11.87753,4.35938,0.16915
69,7000,-1.12731,1.37690,0.00130,-11.88659,4.34756,0.16934
70,7100,-1.11943,1.41602,0.00129,-11.95627,4.58786,0.16973
71,7200,-1.18435,1.40881,0.00128,-12.05148,4.30693,0.16986
72,7300,-1.07735,1.49913,0.00127,-12.03259,4.71634,0.16850
73,7400,-1.14505,1.39943,0.00127,-12.16041,4.48854,0.17131
74,7500,-1.19465,1.47481,0.00126,-12.10203,4.40301,0.16863
75,7600,-1.17069,1.51220,0.00125,-12.07432,4.61128,0.16735
76,7700,-1.13679,1.47606,0.00124,-12.26733,4.44383,0.16861
77,7800,-1.09288,1.53014,0.00123,-12.31282,4.52916,0.16707
78,7900,-1.05507,1.50657,0.00122,-12.44220,4.40980,0.17031
79,8000,-1.06471,1.66558,0.00122,-12.39305,4.55464,0.16733
80,8100,-1.12804,1.53345,0.00121,-12.36143,4.53927,0.16749
81,8200,-1.08477,1.61396,0.00120,-12.52138,4.84535,0.16660
82,8300,-1.10198,1.48432,0.00119,-12.61277,4.66908,0.16809
83,8400,-1.10231,1.52315,0.00119,-12.59005,4.52085,0.16478
84,8500,-1.09683,1.54952,0.00118,-12.50869,4.44268,0.16540
85,8600,-1.08682,1.56519,0.00117,-12.67230,4.76071,0.16671
86,8700,-1.12448,1.62232,0.00117,-12.71502,4.46062,0.16507
87,8800,-1.02546,1.58962,0.00116,-12.66709,4.70031,0.16482
88,8900,-1.03695,1.52558,0.00115,-12.71036,4.70432,0.16583
89,9000,-1.18164,1.68933,0.00115,-12.72950,4.20924,0.16568
90,9100,-1.09361,1.58911,0.00114,-12.85757,4.60261,0.16617
91,9200,-1.07374,1.63582,0.00113,-12.88792,4.85453,0.16413
92,9300,-1.13993,1.61853,0.00113,-12.84607,4.85404,0.16347
