iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-3.22992,6.41699,0.49486,-3.30453,6.23307,0.51552,-3.23145,6.26224,0.49077
1,200,-2.67744,1.50435,0.36058,-2.80603,1.54139,0.38450,-2.63357,1.55991,0.35179
2,300,-2.80692,1.64431,0.33212,-2.95721,1.54172,0.35940,-2.87836,1.71167,0.34172
3,400,-3.03685,1.63940,0.31760,-3.31666,1.62307,0.35853,-3.25083,1.73976,0.35269
4,500,-3.46648,1.68435,0.32189,-3.62488,1.63252,0.35090,-3.55947,1.66178,0.35687
5,600,-3.82759,1.58597,0.32189,-4.10131,1.58998,0.34652,-4.13878,1.54539,0.36415
6,700,-4.17375,1.59015,0.32450,-4.45618,1.67509,0.34511,-4.55939,1.56301,0.36732
7,800,-4.58263,1.66944,0.32787,-4.85040,1.70236,0.34624,-4.97383,1.53183,0.36724
8,900,-5.10165,1.59594,0.33602,-5.34873,1.75815,0.34612,-5.48197,1.57171,0.36973
9,1000,-5.54575,1.74309,0.34169,-5.71083,1.79249,0.35123,-5.89185,1.53535,0.37479
10,1100,-5.93109,1.85332,0.34429,-6.12917,1.62084,0.35543,-6.30341,1.51045,0.37609
11,1200,-6.30559,1.67329,0.34543,-6.55318,1.64266,0.35767,-6.63902,1.50284,0.37702
12,1300,-6.77828,1.68594,0.35071,-6.86211,1.71830,0.36287,-7.08514,1.53582,0.37991
13,1400,-7.04442,1.61966,0.35211,-7.21652,1.76577,0.36439,-7.42097,1.71180,0.38031
14,1500,-7.50562,1.62951,0.35562,-7.68701,1.77806,0.36948,-7.77563,1.65437,0.37956
15,1600,-7.78051,1.84080,0.35574,-8.09011,2.01359,0.36708,-8.18264,1.64659,0.38090
16,1700,-8.28482,1.88197,0.35740,-8.35902,1.87066,0.36936,-8.58796,1.59790,0.37922
17,1800,-8.54563,1.96279,0.36003,-8.81859,1.82112,0.36846,-9.02970,1.73598,0.37704
18,1900,-8.98398,1.80254,0.36193,-9.15686,2.03204,0.37000,-9.26946,1.82744,0.37478
19,2000,-9.36829,1.75191,0.36134,-9.62435,1.80347,0.37411,-9.60313,1.94517,0.37383
20,2100,-9.73086,1.87486,0.36204,-9.93958,1.88346,0.37248,-10.05473,1.87251,0.37470
21,2200,-10.11148,1.77402,0.36275,-10.26356,1.78025,0.37343,-10.44398,1.93480,0.37295
22,2300,-10.52575,2.12284,0.36108,-10.73271,2.04838,0.37725,-10.73176,1.93247,0.37005
23,2400,-10.78829,2.08608,0.36086,-11.08534,2.11944,0.37370,-11.12071,1.79524,0.37056
24,2500,-11.20885,2.00409,0.36355,-11.38019,2.03916,0.37355,-11.45702,2.13244,0.36937
25,2600,-11.53483,1.88629,0.36154,-11.69529,1.92872,0.37157,-11.75898,1.95137,0.36981
26,2700,-11.91326,1.93568,0.36143,-12.16354,1.94580,0.37176,-12.06919,2.14386,0.36410
27,2800,-12.22616,1.94136,0.35943,-12.45481,2.38770,0.37430,-12.41992,2.01587,0.36588
28,2900,-12.46699,2.17220,0.35984,-12.67221,2.20897,0.37515,-12.66123,2.13069,0.36393
29,3000,-12.79277,2.33443,0.35973,-12.98233,1.98440,0.37266,-13.24274,2.80105,0.35999
30,3100,-13.11352,2.31760,0.35591,-13.34547,2.11504,0.37008,-13.32613,2.01208,0.36204
31,3200,-13.49416,2.26468,0.35781,-13.70687,2.24730,0.37454,-13.71868,2.35391,0.35682
32,3300,-13.71612,2.19279,0.35536,-13.90817,2.53682,0.36919,-13.99543,2.18536,0.35708
33,3400,-14.00990,2.30112,0.35490,-14.20333,2.34120,0.37027,-14.22826,2.09231,0.35621
34,3500,-14.28083,2.20613,0.35432,-14.48962,2.19157,0.36879,-14.58517,2.25577,0.35829
35,3600,-14.52751,2.22856,0.35522,-14.79788,2.12579,0.36844,-14.93888,2.37119,0.36128
36,3700,-14.90514,2.37278,0.35477,-15.12708,2.02005,0.37048,-15.04040,2.42115,0.35631
37,3800,-15.08775,2.59765,0.35457,-15.34475,2.15320,0.36887,-15.24571,2.22928,0.35238
38,3900,-15.37771,2.33807,0.35319,-15.72372,2.56810,0.36550,-15.50560,2.18531,0.35489
39,4000,-15.58836,2.22031,0.34895,-15.85145,2.55816,0.36453,-15.79459,2.10506,0.35077
40,4100,-15.85446,2.25117,0.35193,-16.09121,2.40385,0.36638,-15.95446,2.42996,0.35185
41,4200,-16.06104,2.39063,0.34849,-16.26816,2.21156,0.36254,-16.16926,2.34121,0.34952
42,4300,-16.38512,3.57979,0.35118,-16.59237,2.34797,0.36193,-16.43326,2.55325,0.35040
43,4400,-16.49182,2.83916,0.34374,-16.84963,2.42017,0.36399,-16.65369,2.53687,0.35064
44,4500,-16.66663,2.62920,0.34646,-17.04200,2.49061,0.36247,-16.90676,2.60821,0.34871
45,4600,-16.84137,2.69989,0.34687,-17.16818,2.54210,0.35932,-17.06862,2.83353,0.34664
46,4700,-17.09015,2.82174,0.34465,-17.45302,2.42044,0.35939,-17.15775,2.43946,0.34760
47,4800,-17.29377,2.58710,0.34694,-17.49038,2.31092,0.35538,-17.48350,2.52508,0.34453
48,4900,-17.41083,2.86186,0.34584,-17.85645,2.43978,0.35648,-17.59337,2.27181,0.34608
49,5000,-17.59722,2.75085,0.34405,-18.02526,2.62344,0.35485,-17.66975,2.31652,0.34404
50,5100,-17.86182,2.69830,0.34793,-18.15594,2.59783,0.35582,-17.91056,2.36140,0.34814
51,5200,-17.88431,2.42064,0.34314,-18.45022,2.44443,0.35084,-18.02074,2.29410,0.34278
52,5300,-17.99714,2.42376,0.34067,-18.42826,2.43698,0.35075,-18.21168,2.36911,0.34098
53,5400,-18.25877,2.41446,0.34675,-18.60114,2.36394,0.34675,-18.37689,2.42426,0.34453
54,5500,-18.36747,2.42456,0.34128,-18.72064,2.44440,0.34912,-18.60526,2.45427,0.34375
55,5600,-18.60658,2.60946,0.34228,-18.93477,2.39646,0.34753,-18.72123,2.46271,0.34229
56,5700,-18.75692,2.78258,0.34178,-19.02234,2.54775,0.34624,-18.87222,2.41166,0.34303
57,5800,-18.87232,2.94721,0.34023,-19.23443,2.57214,0.34368,-18.97997,2.59987,0.34203
58,5900,-18.95842,2.56090,0.34080,-19.24587,2.50507,0.34412,-19.14528,2.50698,0.34292
59,6000,-19.05505,2.53357,0.34125,-19.35823,2.54511,0.34505,-19.20993,2.50164,0.34058
60,6100,-19.19990,2.42003,0.34078,-19.52646,2.57667,0.34240,-19.53445,2.56666,0.34331
