iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,4_maddpg_actor_loss,4_maddpg_critic_loss
70,7100,-0.26597,1.10184,-0.18936,1.09088,-0.20145,1.11160,-0.61524,0.95480
71,7200,-0.26770,1.06679,-0.18741,1.03916,-0.25198,1.19604,-0.61444,1.00414
72,7300,-0.26882,1.09718,-0.20787,1.06259,-0.25050,1.17374,-0.59846,1.00541
73,7400,-0.29104,1.05619,-0.20952,1.01854,-0.28540,1.18436,-0.61975,0.97702
74,7500,-0.29329,1.07419,-0.22899,0.95667,-0.28004,1.09511,-0.58195,0.97499
75,7600,-0.29773,1.05675,-0.22285,1.05847,-0.28779,1.09982,-0.60205,0.94500
76,7700,-0.32378,1.02694,-0.24369,1.08865,-0.28931,1.08191,-0.58948,0.95940
77,7800,-0.32941,1.11517,-0.27042,1.04730,-0.29159,1.13487,-0.56380,1.09512
78,7900,-0.33720,1.09033,-0.25984,1.08931,-0.28625,1.06915,-0.56510,1.02442
79,8000,-0.32838,1.08588,-0.29844,1.17244,-0.29488,1.06305,-0.57791,0.93988
80,8100,-0.33634,1.08239,-0.31113,1.03794,-0.31483,1.17590,-0.55465,0.97294
81,8200,-0.35082,1.05565,-0.34300,1.06766,-0.34542,1.13083,-0.56813,0.96823
82,8300,-0.35333,1.07878,-0.34106,1.10775,-0.36162,1.12282,-0.53939,1.01133
83,8400,-0.36350,1.02846,-0.35148,1.02671,-0.37725,1.08370,-0.54976,1.03376
84,8500,-0.37467,1.06536,-0.37969,1.07917,-0.39026,1.11980,-0.53829,1.06844
85,8600,-0.38020,1.08993,-0.43163,1.11392,-0.43742,1.11244,-0.54806,1.02430
86,8700,-0.42524,1.10173,-0.45800,1.17440,-0.43127,1.13924,-0.56175,0.98552
87,8800,-0.43787,1.09567,-0.50194,1.17575,-0.47489,1.20608,-0.56347,1.06597
88,8900,-0.42423,1.04815,-0.45709,1.15108,-0.51978,1.22664,-0.55536,1.04554
89,9000,-0.45793,1.03845,-0.56949,1.23131,-0.52807,1.20646,-0.55198,0.98798
90,9100,-0.48558,1.08778,-0.52898,1.13536,-0.54268,1.18991,-0.54695,1.01420
91,9200,-0.49129,1.07178,-0.54168,1.18218,-0.58635,1.19968,-0.54792,1.00794
92,9300,-0.54263,1.10523,-0.59386,1.20966,-0.60621,1.17759,-0.54579,0.99398
93,9400,-0.52558,1.07926,-0.57495,1.22918,-0.62452,1.14310,-0.53533,1.03451
94,9500,-0.56390,1.08658,-0.66644,1.19763,-0.62419,1.13124,-0.53207,1.09677
95,9600,-0.53630,1.06862,-0.63960,1.23723,-0.66540,1.18470,-0.51617,1.05711
96,9700,-0.58758,1.11032,-0.70984,1.23838,-0.68596,1.21693,-0.50977,1.09999
97,9800,-0.61512,1.10759,-0.68880,1.26446,-0.73580,1.29536,-0.50825,1.04086
98,9900,-0.63347,1.13535,-0.70369,1.31754,-0.74995,1.23107,-0.51144,1.04894
99,10000,-0.68681,1.20388,-0.72875,1.27481,-0.78714,1.34591,-0.49663,1.05028
100,10100,-0.65194,1.16570,-0.77367,1.28773,-0.78876,1.18711,-0.48964,1.16645
101,10200,-0.66252,1.12267,-0.78149,1.26934,-0.81923,1.28836,-0.48875,1.10446
102,10300,-0.73605,1.14177,-0.83691,1.25563,-0.87843,1.29177,-0.47927,1.07032
103,10400,-0.75568,1.15304,-0.83048,1.32145,-0.88637,1.25256,-0.48204,1.08575
104,10500,-0.75443,1.09376,-0.85947,1.25365,-0.87700,1.31157,-0.51488,1.02605
105,10600,-0.75261,1.14740,-0.83180,1.26474,-0.91788,1.25236,-0.48054,1.07783
106,10700,-0.81565,1.11576,-0.85742,1.29337,-0.94183,1.28462,-0.51151,0.98861
107,10800,-0.82484,1.20153,-0.91378,1.31890,-0.96404,1.32723,-0.49292,1.06699
108,10900,-0.84363,1.25032,-0.94946,1.31523,-1.00476,1.38994,-0.47795,1.09151
109,11000,-0.82217,1.15610,-0.97398,1.27604,-1.02276,1.35598,-0.49099,1.03271
110,11100,-0.88533,1.19179,-1.00178,1.29899,-1.04403,1.34172,-0.47902,1.11139
111,11200,-0.87504,1.19817,-0.95097,1.25280,-1.09576,1.38427,-0.47938,1.03469
112,11300,-0.96235,1.24081,-1.04151,1.31123,-1.14519,1.45794,-0.44087,1.09666
113,11400,-0.96076,1.22304,-1.02385,1.30240,-1.15328,1.33539,-0.47771,1.05701
114,11500,-0.97794,1.28562,-1.01584,1.27030,-1.17057,1.37636,-0.45695,1.13068
115,11600,-0.97861,1.26280,-1.03221,1.31078,-1.14136,1.32173,-0.46568,1.07762
116,11700,-1.00416,1.24141,-1.09308,1.36066,-1.20457,1.35430,-0.43917,1.12538
117,11800,-0.99091,1.21939,-1.10512,1.30808,-1.26388,1.38990,-0.44322,1.12479
118,11900,-1.02851,1.23781,-1.09876,1.31730,-1.25520,1.41757,-0.42734,1.08419
119,12000,-1.02997,1.24982,-1.14176,1.28721,-1.25589,1.37316,-0.39899,1.14745
120,12100,-1.03718,1.35196,-1.11152,1.38226,-1.29648,1.44085,-0.40765,1.08990
121,12200,-1.05028,1.29834,-1.15905,1.35074,-1.33225,1.46385,-0.40626,1.15528
122,12300,-1.04729,1.28844,-1.20017,1.37387,-1.27809,1.36457,-0.40517,1.13784
123,12400,-1.15033,1.39855,-1.19071,1.32597,-1.30979,1.40392,-0.37414,1.20223
124,12500,-1.10655,1.28574,-1.21819,1.34218,-1.29397,1.35133,-0.38229,1.16866
125,12600,-1.10405,1.32853,-1.21597,1.38122,-1.33102,1.33950,-0.33917,1.18552
126,12700,-1.17370,1.31622,-1.23978,1.37767,-1.32836,1.38657,-0.39107,1.18507
127,12800,-1.05358,1.26942,-1.21226,1.31824,-1.31575,1.43782,-0.38119,1.09723
128,12900,-1.13019,1.33401,-1.23149,1.33509,-1.31686,1.49786,-0.34497,1.16933
129,13000,-1.16093,1.33367,-1.29664,1.41859,-1.35330,1.43706,-0.35242,1.14643
130,13100,-1.12186,1.37108,-1.27019,1.38274,-1.35604,1.36590,-0.34598,1.11771
131,13200,-1.18801,1.28475,-1.31041,1.43313,-1.37727,1.39290,-0.33986,1.18447
132,13300,-1.10350,1.26702,-1.27428,1.52909,-1.37439,1.38094,-0.34382,1.16892
133,13400,-1.18196,1.39404,-1.30904,1.37875,-1.43881,1.48300,-0.34168,1.18581
134,13500,-1.20081,1.34379,-1.29125,1.34354,-1.38484,1.41412,-0.32992,1.17862
135,13600,-1.18209,1.39162,-1.32078,1.46810,-1.42283,1.43626,-0.32828,1.25244
136,13700,-1.18237,1.40047,-1.34912,1.51290,-1.41324,1.39211,-0.30107,1.21877
137,13800,-1.19794,1.34939,-1.34775,1.45439,-1.39286,1.45587,-0.29637,1.18133
138,13900,-1.19881,1.38463,-1.31729,1.38528,-1.40960,1.46041,-0.32509,1.20766
139,14000,-1.22000,1.46377,-1.35973,1.56383,-1.42926,1.50472,-0.29159,1.18993
140,14100,-1.17958,1.36990,-1.29153,1.46110,-1.38487,1.45598,-0.26459,1.25533
141,14200,-1.18106,1.51478,-1.39309,1.52406,-1.38795,1.44504,-0.27572,1.25863
142,14300,-1.27438,1.43081,-1.32058,1.42078,-1.36785,1.49285,-0.26088,1.22267
143,14400,-1.20044,1.36189,-1.32118,1.47987,-1.38872,1.48598,-0.28947,1.26248
144,14500,-1.18192,1.42011,-1.31812,1.44710,-1.35706,1.38538,-0.26026,1.25140
145,14600,-1.20338,1.39282,-1.31198,1.53837,-1.40517,1.41818,-0.29338,1.24540
146,14700,-1.22504,1.52159,-1.27823,1.42114,-1.35214,1.45829,-0.25633,1.27780
147,14800,-1.15735,1.43651,-1.26112,1.47526,-1.36580,1.50811,-0.25317,1.23935
148,14900,-1.16099,1.42970,-1.28312,1.48972,-1.34132,1.45992,-0.26317,1.26006
149,15000,-1.16725,1.42971,-1.28845,1.44806,-1.39212,1.48521,-0.26115,1.26374
150,15100,-1.19104,1.46343,-1.23839,1.57455,-1.28797,1.41897,-0.28841,1.22810
151,15200,-1.15735,1.39881,-1.29422,1.52512,-1.32298,1.46054,-0.25563,1.26378
152,15300,-1.18320,1.39887,-1.26980,1.57667,-1.30118,1.44157,-0.25099,1.22274
153,15400,-1.14887,1.48594,-1.26154,1.47922,-1.31021,1.48439,-0.24272,1.23802
154,15500,-1.13050,1.38967,-1.30458,1.57223,-1.28801,1.41134,-0.27776,1.21877
155,15600,-1.14982,1.46226,-1.19391,1.44194,-1.30212,1.48361,-0.23204,1.26087
156,15700,-1.11063,1.48877,-1.28391,1.39366,-1.33149,1.47431,-0.27959,1.21334
157,15800,-1.15781,1.48311,-1.23876,1.47736,-1.32920,1.50556,-0.24629,1.28547
158,15900,-1.10553,1.41321,-1.21367,1.56931,-1.27260,1.56270,-0.23963,1.25464
159,16000,-1.14260,1.45200,-1.19682,1.56248,-1.22919,1.53614,-0.21971,1.29446
160,16100,-1.10418,1.47674,-1.19604,1.58352,-1.26672,1.55876,-0.22781,1.28023
161,16200,-1.12729,1.46124,-1.20696,1.51802,-1.23407,1.55080,-0.25597,1.27152
162,16300,-1.16249,1.41652,-1.20794,1.56161,-1.32955,1.58496,-0.22483,1.26958
163,16400,-1.19795,1.54150,-1.24713,1.51056,-1.29725,1.53255,-0.23287,1.24330
164,16500,-1.16569,1.54074,-1.23978,1.54329,-1.26777,1.49894,-0.27537,1.25443
165,16600,-1.18838,1.55070,-1.26881,1.67732,-1.30157,1.58361,-0.25025,1.22223
166,16700,-1.20168,1.53364,-1.18680,1.53558,-1.27825,1.57090,-0.21426,1.28162
167,16800,-1.21797,1.50678,-1.25888,1.59889,-1.28440,1.57785,-0.24304,1.26495
168,16900,-1.25297,1.58528,-1.28732,1.58970,-1.30435,1.56856,-0.25849,1.29693
169,17000,-1.18585,1.46561,-1.27367,1.59220,-1.29334,1.71140,-0.19312,1.20652
170,17100,-1.20004,1.44926,-1.28900,1.64407,-1.21311,1.44926,-0.24827,1.30750
171,17200,-1.22952,1.49334,-1.30300,1.54298,-1.23333,1.54734,-0.21255,1.25086
172,17300,-1.21058,1.46837,-1.26769,1.53821,-1.29152,1.56000,-0.19501,1.30784
173,17400,-1.23426,1.54880,-1.28140,1.64471,-1.28338,1.53448,-0.26566,1.30430
174,17500,-1.20118,1.47588,-1.31646,1.51750,-1.23895,1.46276,-0.23543,1.35799
175,17600,-1.21499,1.60927,-1.32868,1.52936,-1.26121,1.39135,-0.26486,1.25712
176,17700,-1.22796,1.47631,-1.27567,1.64127,-1.22897,1.52764,-0.24731,1.27945
177,17800,-1.31082,1.48928,-1.35250,1.68642,-1.28278,1.51996,-0.21973,1.34043
178,17900,-1.26942,1.53319,-1.35172,1.58640,-1.26002,1.53049,-0.24505,1.26781
179,18000,-1.26512,1.54773,-1.39553,1.69494,-1.25971,1.59902,-0.26410,1.29920
180,18100,-1.29687,1.52169,-1.35171,1.55057,-1.26585,1.54018,-0.25811,1.34511
181,18200,-1.34099,1.49322,-1.45549,1.63219,-1.29402,1.54669,-0.23676,1.39036
182,18300,-1.33728,1.53626,-1.44832,1.64713,-1.32841,1.47496,-0.24189,1.35434
183,18400,-1.29461,1.54902,-1.46550,1.81154,-1.31369,1.48224,-0.25320,1.34396
184,18500,-1.35762,1.52932,-1.54993,1.90431,-1.25988,1.40947,-0.21304,1.37443
185,18600,-1.37798,1.51762,-1.54463,1.83063,-1.30253,1.52213,-0.23480,1.34882
186,18700,-1.44250,1.53068,-1.62689,1.66747,-1.33724,1.47880,-0.21967,1.46072
187,18800,-1.45024,1.46385,-1.57510,1.70259,-1.22862,1.46991,-0.15050,1.35049
188,18900,-1.47647,1.56436,-1.60444,1.73679,-1.33287,1.45980,-0.20459,1.33117
189,19000,-1.52587,1.63297,-1.63216,1.74362,-1.26629,1.37290,-0.23569,1.35488
190,19100,-1.51840,1.54256,-1.65885,1.68022,-1.27651,1.43544,-0.18495,1.40685
191,19200,-1.52199,1.50004,-1.73763,1.75294,-1.26069,1.45302,-0.18731,1.38389
192,19300,-1.52450,1.47448,-1.63275,1.78703,-1.26855,1.50580,-0.17874,1.31047
193,19400,-1.58284,1.66720,-1.65543,1.63120,-1.26103,1.31408,-0.16834,1.32946
194,19500,-1.59165,1.54839,-1.67754,1.70015,-1.22530,1.29627,-0.18765,1.32619
195,19600,-1.56136,1.62037,-1.63105,1.68380,-1.25896,1.41352,-0.16295,1.39671
196,19700,-1.64300,1.58427,-1.72695,1.73957,-1.28879,1.40921,-0.19685,1.37729
197,19800,-1.67595,1.56550,-1.73946,1.65920,-1.26642,1.38926,-0.18421,1.33207
198,19900,-1.58946,1.59630,-1.71910,1.73338,-1.26329,1.42207,-0.21844,1.30804
199,20000,-1.61831,1.55980,-1.70786,1.72625,-1.22604,1.40177,-0.15371,1.32216
200,20100,-1.65216,1.47890,-1.71199,1.64230,-1.25678,1.39627,-0.15319,1.29874
201,20200,-1.66671,1.49374,-1.66509,1.65157,-1.21644,1.37228,-0.16624,1.29180
202,20300,-1.68830,1.45627,-1.72553,1.62519,-1.22772,1.40456,-0.15831,1.28509
203,20400,-1.68315,1.45198,-1.72272,1.68247,-1.18541,1.36994,-0.21013,1.26000
204,20500,-1.69092,1.51906,-1.62161,1.72277,-1.16998,1.54531,-0.18619,1.39756
205,20600,-1.69653,1.54241,-1.64512,1.62183,-1.24046,1.55134,-0.16961,1.36776
206,20700,-1.71478,1.51496,-1.72250,1.57587,-1.21515,1.41418,-0.10993,1.35767
207,20800,-1.72198,1.53107,-1.71345,1.57446,-1.15066,1.34904,-0.15235,1.27870
208,20900,-1.63717,1.57485,-1.67771,1.64405,-1.12273,1.37452,-0.16573,1.25785
209,21000,-1.76838,1.46668,-1.68641,1.58804,-1.17022,1.38552,-0.18304,1.37238
210,21100,-1.76051,1.59424,-1.75785,1.70967,-1.13181,1.33687,-0.08420,1.32902
211,21200,-1.78005,1.51145,-1.75273,1.68501,-1.11255,1.25328,-0.13401,1.27491
212,21300,-1.75830,1.64047,-1.67001,1.61635,-1.14163,1.49424,-0.09595,1.42013
213,21400,-1.77218,1.72108,-1.78163,1.66268,-1.20502,1.44200,-0.06515,1.41116
214,21500,-1.77742,1.65634,-1.79027,1.70698,-1.19016,1.50306,-0.00271,1.37152
215,21600,-1.75788,1.60310,-1.84699,1.76804,-1.22760,1.48728,0.01473,1.45077
216,21700,-1.84442,1.71006,-1.92526,1.82414,-1.32008,1.53348,0.05196,1.41676
217,21800,-1.85799,1.71986,-1.93199,1.89263,-1.26514,1.63287,0.02564,1.44994
218,21900,-1.89038,1.61114,-1.98057,1.97504,-1.39637,1.77813,0.15254,1.48633
219,22000,-1.87606,1.71304,-1.93429,1.88495,-1.39077,1.86608,0.20629,1.57220
220,22100,-1.84793,1.68156,-1.91610,1.79720,-1.33359,1.73400,0.19691,1.60891
221,22200,-1.90488,1.63075,-1.88133,1.84658,-1.32917,1.82694,0.16760,1.44506
222,22300,-1.89516,1.64731,-1.93204,1.95406,-1.38074,1.81115,0.28347,1.64959
223,22400,-1.93174,1.66931,-2.11888,1.91438,-1.36230,1.87682,0.22979,1.50494
224,22500,-1.99603,1.71202,-2.00246,1.79061,-1.33355,1.78540,0.23481,1.54863
225,22600,-1.92258,1.71369,-2.01499,1.89611,-1.35181,1.76415,0.22957,1.50229
226,22700,-1.97624,1.76319,-2.02609,1.77799,-1.35300,1.88075,0.27614,1.59563
227,22800,-1.88023,1.62501,-1.91268,1.75640,-1.34347,1.79614,0.31233,1.57760
228,22900,-1.94392,1.63042,-1.92737,1.73568,-1.36324,1.77969,0.32167,1.61927
229,23000,-1.88112,1.63399,-1.92147,1.79957,-1.31554,1.76650,0.25359,1.59338
230,23100,-1.88651,1.63848,-1.85235,1.69056,-1.33473,1.74466,0.24577,1.57305
231,23200,-1.88035,1.65822,-1.84258,1.66938,-1.30479,1.81276,0.24089,1.48476
232,23300,-1.81646,1.66133,-1.88434,1.72089,-1.26537,1.66911,0.25470,1.62240
233,23400,-1.82210,1.67752,-1.86061,1.77933,-1.30654,1.76597,0.21160,1.65358
234,23500,-1.81271,1.59758,-1.80645,1.62889,-1.31551,1.80154,0.23780,1.62485
235,23600,-1.81431,1.50616,-1.82678,1.59809,-1.31050,1.73891,0.21437,1.60732
236,23700,-1.79284,1.50031,-1.77216,1.64059,-1.34631,1.93171,0.24201,1.58487
237,23800,-1.69776,1.50328,-1.77471,1.61450,-1.26721,1.76650,0.14742,1.59233
238,23900,-1.70587,1.49230,-1.77248,1.58053,-1.26078,1.76603,0.16180,1.54775
239,24000,-1.72672,1.53584,-1.76240,1.67772,-1.24385,1.79444,0.19269,1.55535
240,24100,-1.67729,1.45187,-1.70136,1.57766,-1.21112,1.70884,0.14531,1.52869
241,24200,-1.67236,1.42489,-1.66309,1.59332,-1.29315,1.93779,0.11638,1.45292
242,24300,-1.67907,1.43902,-1.69490,1.55064,-1.23356,1.85653,0.16625,1.52519
243,24400,-1.62983,1.44651,-1.59693,1.50540,-1.22858,1.68150,0.06941,1.54255
244,24500,-1.62560,1.44576,-1.59973,1.46026,-1.19401,1.72978,0.08125,1.52570
245,24600,-1.60486,1.58453,-1.60335,1.51966,-1.18957,1.66539,0.10557,1.57230
246,24700,-1.57795,1.41270,-1.63537,1.54875,-1.19874,1.71635,0.06165,1.56219
247,24800,-1.53643,1.50474,-1.53806,1.51350,-1.09244,1.75135,0.02320,1.42119
248,24900,-1.53279,1.33260,-1.55723,1.58752,-1.08922,1.75632,0.04225,1.52695
