iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,6.68868,0.52629,1.61511,6.25011,0.50898,1.61501,6.46282,0.51718,1.61353
1,200,2.08956,0.52035,1.61470,1.97797,0.50771,1.61239,1.99589,0.51080,1.61326
2,300,1.31492,0.51162,1.61327,1.31678,0.51068,1.61292,1.27536,0.50551,1.61311
3,400,1.15423,0.50731,1.61368,1.10184,0.50593,1.61295,1.09289,0.49941,1.61304
4,500,1.01083,0.50333,1.61309,0.99954,0.50024,1.61147,1.06755,0.49730,1.61268
5,600,0.99099,0.49728,1.61423,0.92699,0.49598,1.61286,0.98543,0.49379,1.61411
6,700,0.99137,0.49370,1.61398,0.98164,0.49027,1.61157,1.02775,0.49077,1.61396
7,800,0.95826,0.48938,1.61302,0.99181,0.48738,1.61184,0.98901,0.48709,1.61361
8,900,0.96852,0.48495,1.61395,0.99603,0.48447,1.61147,0.97656,0.48323,1.61276
9,1000,1.00328,0.48059,1.61174,0.95695,0.47917,1.61091,0.98073,0.47991,1.61282
10,1100,0.91206,0.47860,1.61282,0.96846,0.47608,1.61175,0.97318,0.47855,1.61365
11,1200,0.99996,0.47699,1.61334,0.99720,0.47361,1.61065,0.96096,0.47494,1.61334
12,1300,0.94417,0.47322,1.61277,0.96806,0.47020,1.61155,0.91529,0.47235,1.61211
13,1400,0.98406,0.47012,1.61337,0.96901,0.46658,1.61109,0.95527,0.46842,1.61169
14,1500,1.04537,0.46629,1.61250,0.97068,0.46539,1.61143,0.98815,0.46385,1.61198
15,1600,0.95921,0.46391,1.61341,0.96294,0.46179,1.61093,0.97980,0.46305,1.61162
16,1700,0.95310,0.46261,1.61347,0.98836,0.45863,1.61078,0.91590,0.46011,1.61170
17,1800,0.97487,0.45910,1.61297,0.98705,0.45270,1.61067,0.99864,0.45735,1.61124
18,1900,1.01727,0.45537,1.61324,0.91470,0.44992,1.61033,0.94799,0.45456,1.61124
19,2000,0.97562,0.45320,1.61324,0.97954,0.44637,1.61074,0.95632,0.45031,1.61184
20,2100,0.95417,0.45005,1.61340,0.93761,0.44333,1.61155,0.95168,0.44791,1.61150
21,2200,0.96350,0.44604,1.61259,0.96626,0.44071,1.61098,0.99839,0.44654,1.61005
