iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,-2.24444,1.55109,0.38619,1.60532,-2.27782,1.56133,0.39907,1.61158,-2.37720,1.56290,0.41794,1.60185
1,200,-2.92436,0.75614,0.42821,1.60160,-2.94730,0.69670,0.43462,1.61218,-2.82930,0.73208,0.41479,1.60173
2,300,-3.13999,0.56334,0.40283,1.60092,-3.21968,0.52735,0.42805,1.61274,-3.16536,0.62697,0.41431,1.60437
3,400,-3.34062,0.48383,0.39079,1.60206,-3.41066,0.50615,0.40537,1.61365,-3.44026,0.59033,0.40437,1.60715
4,500,-3.61260,0.44794,0.37974,1.60250,-3.63688,0.46087,0.38496,1.61594,-3.64039,0.63646,0.39076,1.60553
5,600,-3.83930,0.52564,0.37175,1.60208,-3.86280,0.48045,0.37264,1.61683,-3.99439,0.70129,0.38875,1.60308
6,700,-4.02328,0.59209,0.35664,1.60079,-4.10076,0.44565,0.36139,1.61666,-4.21853,0.52099,0.37560,1.60280
7,800,-4.33831,0.54057,0.34343,1.60058,-4.36136,0.46678,0.35042,1.61736,-4.45909,0.49822,0.36285,1.60314
8,900,-4.60915,0.46807,0.33118,1.60062,-4.61449,0.48245,0.33773,1.61668,-4.78654,0.60957,0.35074,1.60248
9,1000,-4.82091,0.45923,0.31819,1.60033,-4.81706,0.48040,0.32409,1.61733,-4.98962,0.53077,0.33856,1.60201
10,1100,-5.04489,0.48249,0.31000,1.60137,-5.06143,0.45566,0.31434,1.61800,-5.23121,0.52649,0.33013,1.60181
11,1200,-5.31253,0.55283,0.30240,1.60158,-5.33200,0.46415,0.30381,1.61818,-5.47747,0.53839,0.31895,1.60102
12,1300,-5.53266,0.53543,0.29342,1.60128,-5.46585,0.48408,0.29666,1.61781,-5.75864,0.63094,0.31389,1.60004
13,1400,-5.67019,0.55210,0.28765,1.60121,-5.72248,0.55862,0.29020,1.61777,-6.02446,0.59827,0.31055,1.59935
14,1500,-6.08718,0.50304,0.28045,1.60091,-5.99381,0.58440,0.28075,1.61783,-6.30493,0.53445,0.30328,1.59966
15,1600,-6.25596,0.64533,0.27103,1.60017,-6.17792,0.79600,0.27247,1.61706,-6.48260,0.53671,0.29193,1.59902
16,1700,-6.48831,0.54761,0.26302,1.59932,-6.42026,0.62355,0.26441,1.61762,-6.74285,0.61761,0.28779,1.59957
17,1800,-6.63095,0.46300,0.25506,1.59915,-6.59819,0.60351,0.25800,1.61699,-6.92912,0.84877,0.27609,1.59853
18,1900,-6.82615,0.50665,0.24963,1.59874,-6.73136,0.55903,0.25036,1.61693,-7.14964,0.59365,0.27054,1.59872
19,2000,-7.09473,0.68700,0.24175,1.59772,-6.90126,0.54446,0.24300,1.61715,-7.38091,0.62160,0.26272,1.59803
