iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,6.03579,0.49564,2.71838,6.00077,0.49556,2.71821,6.01198,0.49542,2.71848
1,200,1.96569,0.46499,2.71722,1.99525,0.46533,2.71765,1.88035,0.46424,2.71727
2,300,1.25539,0.43580,2.71623,1.29819,0.43542,2.71581,1.21422,0.43411,2.71583
3,400,1.00778,0.40752,2.71426,0.98163,0.40755,2.71466,0.99326,0.40643,2.71426
4,500,0.82819,0.38233,2.71245,0.79301,0.38289,2.71256,0.84538,0.38207,2.71335
5,600,0.70142,0.35923,2.71068,0.68480,0.35932,2.71130,0.73817,0.35977,2.71147
6,700,0.59876,0.33731,2.70919,0.61223,0.33589,2.70875,0.61888,0.33527,2.70915
7,800,0.54525,0.31575,2.70768,0.55352,0.31458,2.70721,0.53624,0.31491,2.70806
8,900,0.52387,0.29507,2.70577,0.51577,0.29516,2.70577,0.50905,0.29457,2.70583
9,1000,0.49615,0.27596,2.70486,0.48812,0.27568,2.70439,0.48625,0.27494,2.70459
10,1100,0.48554,0.25808,2.70313,0.46781,0.25866,2.70330,0.47507,0.25827,2.70287
11,1200,0.48504,0.24262,2.70125,0.46713,0.24222,2.70114,0.47540,0.24140,2.70158
12,1300,0.48037,0.22630,2.69982,0.46817,0.22667,2.69972,0.47315,0.22631,2.69987
13,1400,0.47990,0.21229,2.69837,0.46264,0.21169,2.69843,0.47916,0.21173,2.69857
14,1500,0.47250,0.19836,2.69713,0.47513,0.19829,2.69688,0.47991,0.19772,2.69678
15,1600,0.47595,0.18533,2.69581,0.47963,0.18556,2.69546,0.49736,0.18581,2.69528
16,1700,0.49558,0.17421,2.69358,0.48086,0.17356,2.69332,0.49823,0.17318,2.69353
17,1800,0.48529,0.16252,2.69191,0.47176,0.16220,2.69149,0.50109,0.16223,2.69155
18,1900,0.48692,0.15225,2.69007,0.47366,0.15189,2.69068,0.50147,0.15173,2.69038
19,2000,0.49086,0.14270,2.68802,0.48021,0.14236,2.68796,0.49947,0.14195,2.68846
20,2100,0.49689,0.13381,2.68680,0.50022,0.13358,2.68708,0.49869,0.13357,2.68647
21,2200,0.48141,0.12560,2.68427,0.49611,0.12556,2.68468,0.49828,0.12540,2.68510
22,2300,0.49250,0.11801,2.68300,0.50120,0.11834,2.68302,0.50439,0.11815,2.68304
23,2400,0.48950,0.11128,2.68124,0.49797,0.11116,2.68071,0.49155,0.11131,2.68101
