iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,-2.99576,2.23980,0.54300,1.09776,-4.77467,4.17608,0.93897,1.62106
1,200,-3.39956,0.98236,0.53486,1.09698,-5.79131,1.03337,0.97853,1.62761
2,300,-3.88893,0.99718,0.52916,1.09505,-6.54699,1.08002,0.97108,1.62929
3,400,-4.35682,0.91403,0.52430,1.09100,-7.29277,1.12141,0.97390,1.63027
4,500,-4.75776,0.95847,0.51993,1.09069,-7.93818,1.16583,0.96317,1.62957
5,600,-5.15741,0.93255,0.51616,1.09643,-8.73757,1.11657,0.97161,1.62944
6,700,-5.48260,0.90774,0.51020,1.09558,-9.30649,1.32550,0.97263,1.62968
7,800,-5.88951,0.91727,0.50451,1.08887,-9.81538,1.32163,0.95432,1.62772
8,900,-6.26252,0.88000,0.49919,1.08760,-10.90781,1.17788,0.93925,1.62750
9,1000,-6.57430,0.86476,0.49402,1.08530,-11.45141,1.23641,0.92207,1.62523
10,1100,-6.92244,0.91532,0.48938,1.08591,-11.94730,1.26756,0.90845,1.62364
11,1200,-7.27832,0.96402,0.48406,1.08513,-12.59773,1.32785,0.90051,1.62222
12,1300,-7.33600,0.98860,0.47910,1.08612,-12.83193,1.14276,0.88501,1.62141
13,1400,-7.77747,0.99135,0.47465,1.08751,-13.39666,1.47863,0.87358,1.62162
14,1500,-7.64197,1.11564,0.46941,1.08709,-13.24730,1.63527,0.85942,1.61939
15,1600,-8.07396,1.07701,0.46443,1.08321,-14.24820,1.74504,0.85249,1.61731
16,1700,-8.52135,0.99289,0.46010,1.08228,-14.79926,1.45958,0.84629,1.61727
17,1800,-8.59841,0.92820,0.45553,1.08376,-14.72827,1.45177,0.83768,1.61585
18,1900,-8.87093,0.95949,0.45064,1.08259,-15.58406,1.59266,0.82563,1.61492
19,2000,-8.85653,1.02253,0.44561,1.08108,-15.43325,1.54937,0.81527,1.61347
20,2100,-9.30035,1.16297,0.44104,1.07890,-16.23179,1.56915,0.80776,1.61228
21,2200,-9.57339,1.04674,0.43642,1.07733,-16.70057,1.50481,0.79480,1.61048
22,2300,-9.72248,1.00045,0.43158,1.07541,-17.02779,1.54576,0.78721,1.60964
23,2400,-9.86468,1.18157,0.42725,1.07498,-17.47204,1.79949,0.77741,1.60755
24,2500,-10.09671,1.07034,0.42270,1.07501,-17.89498,2.08937,0.77444,1.60771
25,2600,-10.31364,1.09020,0.41860,1.07488,-18.13962,2.20805,0.76833,1.60870
26,2700,-10.52700,1.04996,0.41473,1.07530,-18.62552,2.46703,0.76057,1.60903
27,2800,-10.69799,0.98905,0.41063,1.07590,-18.85962,2.31530,0.75308,1.60909
28,2900,-10.83099,1.11974,0.40599,1.07516,-19.34167,2.58534,0.75158,1.60818
29,3000,-11.07980,1.03288,0.40236,1.07568,-19.37561,2.24641,0.76335,1.60741
30,3100,-11.19620,0.98389,0.39781,1.07448,-19.60439,1.39065,0.75577,1.60697
31,3200,-11.30455,0.92573,0.39436,1.07593,-20.07452,1.39072,0.75257,1.60753
32,3300,-11.44484,1.02691,0.39007,1.07536,-20.26765,1.67509,0.74215,1.60657
33,3400,-11.61382,1.31410,0.38623,1.07568,-20.38112,1.80695,0.73606,1.60725
34,3500,-11.71905,1.10677,0.38225,1.07570,-20.56458,1.83586,0.72841,1.60728
35,3600,-11.83463,0.95760,0.37856,1.07607,-20.78614,1.57938,0.72019,1.60623
36,3700,-11.88524,0.96240,0.37504,1.07633,-21.30611,1.34478,0.71693,1.60631
37,3800,-11.85730,0.91959,0.37045,1.07468,-21.42726,1.59400,0.71142,1.60617
38,3900,-11.95491,1.06123,0.36679,1.07498,-21.57610,1.63201,0.71311,1.60556
39,4000,-12.06993,1.07690,0.36317,1.07512,-21.66204,1.57856,0.70590,1.60461
40,4100,-12.18792,1.10974,0.35929,1.07453,-21.76345,1.55722,0.69853,1.60486
41,4200,-12.25652,1.05171,0.35562,1.07412,-22.02478,2.48378,0.69500,1.60395
42,4300,-12.43668,1.14522,0.35178,1.07387,-22.11531,1.82862,0.68629,1.60392
43,4400,-12.44059,1.01158,0.34814,1.07344,-22.29959,1.27952,0.67906,1.60411
44,4500,-12.48367,1.02869,0.34425,1.07301,-22.36359,1.27198,0.67321,1.60292
45,4600,-12.47504,1.07958,0.34068,1.07220,-22.71656,1.48981,0.66432,1.60290
46,4700,-12.48300,1.08085,0.33710,1.07224,-23.12847,1.20461,0.65938,1.60115
47,4800,-12.41705,1.02492,0.33383,1.07285,-22.81120,1.40707,0.65293,1.60113
48,4900,-12.52861,0.97450,0.33030,1.07273,-22.84851,1.24294,0.64322,1.60082
49,5000,-12.55010,1.04383,0.32638,1.07153,-23.05036,1.15508,0.63787,1.59965
50,5100,-12.51575,0.89333,0.32316,1.07312,-23.25231,1.30259,0.63531,1.59886
51,5200,-12.51666,0.99782,0.31954,1.07283,-23.00030,1.72579,0.62545,1.59867
52,5300,-12.63587,1.07050,0.31638,1.07351,-23.45834,1.57766,0.61867,1.59772
53,5400,-12.70507,1.00860,0.31279,1.07314,-23.21482,1.48106,0.61034,1.59761
54,5500,-12.76227,1.05830,0.30930,1.07249,-23.60930,1.47409,0.60598,1.59690
55,5600,-13.00068,0.95695,0.30618,1.07297,-23.94385,1.44401,0.60159,1.59622
56,5700,-12.98351,0.95983,0.30270,1.07241,-24.21592,1.37489,0.59822,1.59612
57,5800,-12.96080,1.02880,0.29898,1.07200,-24.16455,1.43782,0.59397,1.59553
58,5900,-13.09669,1.08848,0.29559,1.07218,-24.30132,1.56930,0.59032,1.59474
59,6000,-13.07133,1.04229,0.29236,1.07176,-24.27609,1.57153,0.58920,1.59344
60,6100,-13.07243,1.24415,0.28870,1.07088,-24.45584,1.63920,0.58159,1.59349
61,6200,-13.16195,1.07665,0.28554,1.07100,-24.29427,1.42783,0.57598,1.59288
62,6300,-13.16170,1.01155,0.28232,1.07104,-24.56497,1.32768,0.57409,1.59224
63,6400,-13.20581,1.26622,0.27905,1.07106,-24.61621,1.37486,0.56943,1.59199
64,6500,-13.16864,0.96480,0.27564,1.06985,-24.73358,1.30738,0.56578,1.59098
65,6600,-13.15959,1.07044,0.27248,1.07063,-24.71319,1.26247,0.56260,1.58961
66,6700,-13.16121,1.12008,0.26917,1.07067,-24.72191,1.31704,0.55541,1.58938
