iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,-2.20377,1.30300,0.40904,2.70636,-2.25587,1.30387,0.40862,2.70626,-2.21463,1.28852,0.40859,2.70647
1,200,-2.66339,0.64492,0.41863,2.70351,-2.71986,0.71421,0.41831,2.70284,-2.67865,0.73718,0.41888,2.70352
2,300,-2.94871,0.56243,0.39876,2.69784,-2.92114,0.63029,0.39801,2.69775,-2.92452,0.71051,0.39880,2.69775
3,400,-3.17700,0.53893,0.38529,2.70015,-3.20172,0.61097,0.38538,2.69982,-3.16753,0.66560,0.38506,2.70041
4,500,-3.39381,0.56447,0.37445,2.70413,-3.47861,0.58352,0.37405,2.70291,-3.38748,0.64438,0.37391,2.70330
5,600,-3.75912,0.66709,0.36378,2.70346,-3.70131,0.62952,0.36405,2.70299,-3.70114,0.64120,0.36394,2.70369
6,700,-3.95770,0.64236,0.35604,2.70305,-3.99765,0.69530,0.35539,2.70326,-3.97470,0.70836,0.35578,2.70191
7,800,-4.21970,0.67535,0.34727,2.70305,-4.30684,0.80510,0.34734,2.70273,-4.22576,0.73148,0.34669,2.70267
8,900,-4.51547,0.75235,0.33820,2.70158,-4.58476,0.73331,0.33837,2.70201,-4.51664,0.74982,0.33789,2.70321
9,1000,-4.74199,0.84366,0.32951,2.69873,-4.79464,0.79218,0.32938,2.69923,-4.74838,0.78159,0.32884,2.69899
10,1100,-4.98138,0.96201,0.32157,2.69677,-4.99788,0.89441,0.32162,2.69686,-5.05686,0.87998,0.32149,2.69744
11,1200,-5.18085,0.87812,0.31365,2.69496,-5.23205,0.89991,0.31402,2.69532,-5.25491,0.90469,0.31389,2.69521
12,1300,-5.38266,0.89744,0.30581,2.69302,-5.37416,0.94844,0.30599,2.69254,-5.41509,0.89317,0.30588,2.69290
13,1400,-5.57192,0.93078,0.29761,2.68996,-5.61091,0.98342,0.29819,2.69014,-5.65457,0.88444,0.29784,2.69006
14,1500,-5.77819,0.90360,0.29098,2.68930,-5.78132,0.97847,0.29077,2.68844,-5.77856,1.04533,0.29091,2.68891
15,1600,-5.94250,1.01876,0.28351,2.68716,-5.93850,1.05667,0.28339,2.68584,-5.96504,1.05458,0.28386,2.68730
16,1700,-6.10377,1.04341,0.27660,2.68391,-6.13581,1.02383,0.27638,2.68386,-6.13910,1.03884,0.27652,2.68480
17,1800,-6.34358,1.08653,0.26972,2.68114,-6.32324,1.11547,0.26931,2.68089,-6.22404,1.17341,0.26931,2.68193
18,1900,-6.40581,1.19410,0.26310,2.67917,-6.47725,1.23252,0.26270,2.68000,-6.39687,1.08823,0.26266,2.67919
19,2000,-6.55460,1.16070,0.25605,2.67606,-6.56372,1.12695,0.25630,2.67746,-6.56483,1.14304,0.25599,2.67683
20,2100,-6.69250,1.16524,0.24994,2.67513,-6.70889,1.10244,0.24990,2.67482,-6.63541,1.13934,0.24960,2.67543
21,2200,-6.81514,1.25112,0.24388,2.67248,-6.81729,1.15712,0.24394,2.67220,-6.75206,1.16692,0.24348,2.67262
22,2300,-6.90215,1.22181,0.23727,2.67131,-6.99984,1.12762,0.23690,2.67014,-6.94008,1.17175,0.23750,2.67093
23,2400,-7.10091,1.31303,0.23110,2.66871,-7.06839,1.25880,0.23110,2.66851,-6.98191,1.30573,0.23112,2.66945
24,2500,-7.08314,1.25730,0.22515,2.66712,-7.17087,1.20526,0.22514,2.66672,-7.18928,1.32086,0.22513,2.66695
25,2600,-7.07211,1.69065,0.21933,2.66533,-7.32024,1.18844,0.21910,2.66435,-7.15367,1.32976,0.21913,2.66478
26,2700,-7.22504,1.49547,0.21353,2.66306,-7.30736,1.37391,0.21362,2.66427,-7.27331,1.26225,0.21342,2.66275
27,2800,-7.33824,1.38365,0.20782,2.66164,-7.46582,1.33934,0.20795,2.66183,-7.35609,1.38287,0.20782,2.66320
28,2900,-7.39302,1.31168,0.20208,2.66054,-7.53576,1.33970,0.20247,2.65975,-7.47012,1.46260,0.20258,2.66063
29,3000,-7.43515,1.41359,0.19687,2.65916,-7.65453,1.49166,0.19685,2.65832,-7.46711,1.38269,0.19688,2.65933
30,3100,-7.52159,1.39471,0.19144,2.65559,-7.63207,1.61177,0.19141,2.65471,-7.47498,1.47960,0.19142,2.65688
31,3200,-7.57663,1.47572,0.18647,2.65509,-7.70549,1.50908,0.18645,2.65501,-7.56687,1.48728,0.18626,2.65469
32,3300,-7.62290,1.41215,0.18150,2.65335,-7.83944,1.53431,0.18105,2.65364,-7.64978,1.51047,0.18111,2.65351
33,3400,-7.62487,1.39600,0.17627,2.65267,-7.79596,1.59308,0.17632,2.65379,-7.66018,1.54083,0.17631,2.65247
34,3500,-7.69725,1.58806,0.17126,2.65082,-7.85694,1.58717,0.17125,2.65159,-7.64786,1.46369,0.17134,2.65082
35,3600,-7.64972,1.50962,0.16663,2.64849,-7.89126,1.83229,0.16647,2.64980,-7.73719,1.46363,0.16664,2.64934
36,3700,-7.70025,1.45813,0.16182,2.64699,-7.93645,1.72466,0.16206,2.64734,-7.69946,1.55749,0.16190,2.64756
37,3800,-7.70065,1.62089,0.15693,2.64607,-7.90973,1.66559,0.15739,2.64492,-7.73644,1.72629,0.15704,2.64533
38,3900,-7.73578,1.48961,0.15263,2.64319,-7.91173,1.80093,0.15254,2.64520,-7.76539,1.62780,0.15249,2.64343
39,4000,-7.72150,1.66789,0.14836,2.64286,-7.86137,2.16704,0.14822,2.64195,-7.79147,1.62832,0.14842,2.64164
40,4100,-7.78320,1.77463,0.14436,2.64093,-8.00374,1.99403,0.14387,2.64165,-7.79055,1.58967,0.14369,2.63973
41,4200,-7.83325,1.72735,0.13995,2.64026,-7.92802,1.66378,0.13993,2.63985,-7.80412,1.67779,0.13977,2.63938
42,4300,-7.72051,1.73609,0.13576,2.63763,-7.92555,1.67586,0.13571,2.63765,-7.81098,1.65706,0.13563,2.63816
43,4400,-7.75539,1.70603,0.13185,2.63539,-7.93561,1.69863,0.13158,2.63552,-7.83588,1.72947,0.13187,2.63664
44,4500,-7.74588,1.64319,0.12775,2.63430,-7.92314,1.62755,0.12768,2.63432,-7.75283,1.83158,0.12767,2.63408
45,4600,-7.69576,1.95118,0.12404,2.63405,-7.95065,1.89477,0.12366,2.63390,-7.75904,1.82861,0.12391,2.63314
46,4700,-7.78240,1.75390,0.12009,2.63230,-7.91285,1.75578,0.12013,2.63182,-7.68640,1.80044,0.12019,2.63171
47,4800,-7.62188,1.94533,0.11654,2.62980,-7.91867,1.77870,0.11648,2.62962,-7.71217,1.77154,0.11640,2.63080
48,4900,-7.70918,1.84310,0.11303,2.62744,-7.86673,1.77886,0.11295,2.62786,-7.70757,1.83241,0.11280,2.62680
49,5000,-7.60948,1.78674,0.10938,2.62554,-7.81291,1.82228,0.10949,2.62615,-7.63269,1.88026,0.10944,2.62639
50,5100,-7.61922,1.93662,0.10615,2.62299,-7.87136,2.05450,0.10601,2.62376,-7.55341,1.93837,0.10602,2.62257
51,5200,-7.59745,1.91423,0.10268,2.62147,-7.71849,2.07186,0.10285,2.62210,-7.54384,1.87766,0.10280,2.62245
52,5300,-7.52898,2.01674,0.09981,2.62055,-7.69762,2.15794,0.09956,2.61966,-7.54722,1.95145,0.09971,2.62011
53,5400,-7.52389,2.06223,0.09648,2.61672,-7.71342,2.23736,0.09658,2.61853,-7.49547,1.79197,0.09650,2.61739
54,5500,-7.44349,2.21460,0.09357,2.61602,-7.69559,2.04733,0.09333,2.61543,-7.39027,1.99664,0.09354,2.61430
55,5600,-7.43069,2.08959,0.09070,2.61245,-7.61755,2.13815,0.09042,2.61278,-7.41492,1.89592,0.09081,2.61439
56,5700,-7.36845,1.98704,0.08784,2.61133,-7.65026,2.41223,0.08780,2.61122,-7.35510,2.00477,0.08773,2.61037
57,5800,-7.33911,2.38118,0.08516,2.60760,-7.48969,2.20428,0.08525,2.60882,-7.22454,1.99420,0.08517,2.60855
58,5900,-7.35723,2.15287,0.08243,2.60671,-7.55857,2.36889,0.08264,2.60519,-7.24602,2.06999,0.08247,2.60616
59,6000,-7.28135,2.21232,0.08002,2.60289,-7.52250,2.25571,0.08006,2.60451,-7.19328,2.14226,0.07999,2.60379
60,6100,-7.19921,2.21167,0.07742,2.60205,-7.47842,2.35885,0.07753,2.60185,-7.12314,2.08903,0.07747,2.59989
61,6200,-7.13266,2.15995,0.07536,2.59810,-7.43239,2.42669,0.07513,2.59782,-7.03239,1.97311,0.07518,2.59769
62,6300,-7.09395,2.42947,0.07319,2.59638,-7.43867,2.33648,0.07296,2.59601,-7.02378,2.09548,0.07287,2.59491
63,6400,-7.09394,2.36959,0.07098,2.59500,-7.32262,2.34657,0.07100,2.59327,-6.92249,2.19256,0.07080,2.59311
64,6500,-6.94832,2.19078,0.06877,2.59253,-7.20464,2.32680,0.06889,2.59238,-6.88718,2.16099,0.06899,2.59155
65,6600,-7.00450,2.17629,0.06687,2.58776,-7.18487,2.37206,0.06691,2.58935,-6.81244,2.12848,0.06672,2.58936
66,6700,-6.89482,2.21124,0.06511,2.58491,-7.13682,2.52849,0.06508,2.58677,-6.74777,2.19019,0.06502,2.58490
67,6800,-6.87405,2.25914,0.06320,2.58176,-7.11960,2.31755,0.06313,2.58345,-6.71147,2.25717,0.06316,2.58138
68,6900,-6.84138,2.31763,0.06163,2.58061,-7.13765,2.29444,0.06156,2.57955,-6.66079,2.31884,0.06147,2.57999
69,7000,-6.84047,2.37343,0.05994,2.57690,-7.00271,2.39986,0.05988,2.57535,-6.62072,2.14041,0.05993,2.57454
70,7100,-6.71505,2.42204,0.05847,2.57102,-7.08715,2.37501,0.05839,2.57197,-6.51365,2.32689,0.05842,2.57451
71,7200,-6.76210,2.40859,0.05698,2.56934,-6.88058,2.30836,0.05724,2.56972,-6.45275,2.25765,0.05697,2.56961
72,7300,-6.65505,2.31288,0.05581,2.56447,-6.83050,2.39911,0.05571,2.56537,-6.43459,2.22956,0.05574,2.56614
