iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss,3_iql_loss,3_rnd_forward_loss
0,100,61.50999,1.60708,61.56653,1.61786,61.30891,1.61229
1,200,27.28273,1.54382,23.01163,1.53260,23.73575,1.53474
2,300,5.95395,1.45667,4.75384,1.44888,5.04760,1.45805
3,400,2.88411,1.38824,1.85206,1.38488,1.81281,1.38433
4,500,1.13590,1.32622,0.72420,1.32973,0.65789,1.32862
5,600,0.61598,1.28960,0.43288,1.28611,0.40907,1.28964
6,700,0.43905,1.25311,0.33672,1.25207,0.31744,1.25382
7,800,0.40118,1.22572,0.28936,1.22508,0.30714,1.21966
8,900,0.39184,1.19813,0.28389,1.19397,0.27027,1.19302
9,1000,0.37502,1.15159,0.26293,1.15473,0.24460,1.15096
10,1100,0.36652,1.10337,0.23499,1.10777,0.25122,1.11635
11,1200,0.37054,1.06760,0.23161,1.06227,0.25478,1.06610
12,1300,0.37421,1.03105,0.22515,1.02356,0.22367,1.02173
13,1400,0.37057,0.98919,0.22953,0.98855,0.23997,0.98440
14,1500,0.36471,0.95312,0.21816,0.95415,0.22599,0.95942
15,1600,0.38093,0.92288,0.21675,0.92055,0.22154,0.92350
16,1700,0.37171,0.88464,0.22443,0.88800,0.21093,0.88873
17,1800,0.37849,0.85536,0.21958,0.85185,0.21087,0.85218
18,1900,0.37984,0.82343,0.21831,0.82255,0.24579,0.81942
19,2000,0.37224,0.78012,0.22337,0.78319,0.26017,0.78412
20,2100,0.39494,0.75560,0.21684,0.75414,0.23654,0.75506
21,2200,0.38711,0.72260,0.21935,0.72007,0.22336,0.71908
22,2300,0.40514,0.69777,0.22729,0.69408,0.23508,0.69007
23,2400,0.41045,0.65951,0.23259,0.65839,0.25383,0.66045
24,2500,0.40578,0.63062,0.23292,0.62932,0.26114,0.62973
25,2600,0.40422,0.60376,0.25652,0.60493,0.25877,0.60268
26,2700,0.39860,0.57665,0.25514,0.57763,0.24678,0.57660
27,2800,0.40270,0.55049,0.25792,0.54938,0.27960,0.54989
28,2900,0.39927,0.52478,0.27510,0.52488,0.27636,0.52436
29,3000,0.40403,0.50127,0.27202,0.50190,0.28061,0.50167
30,3100,0.41033,0.48092,0.28342,0.48117,0.28119,0.47880
31,3200,0.39958,0.45941,0.28763,0.45861,0.28937,0.45580
32,3300,0.41843,0.43933,0.29793,0.43897,0.29411,0.43891
33,3400,0.41626,0.41814,0.31284,0.41899,0.30719,0.41694
34,3500,0.42265,0.40085,0.31338,0.39955,0.31891,0.40070
35,3600,0.42367,0.38431,0.31023,0.38185,0.32541,0.38207
36,3700,0.42944,0.36646,0.31979,0.36580,0.34669,0.36621
37,3800,0.43640,0.35074,0.34086,0.35081,0.34958,0.34965
38,3900,0.43980,0.33743,0.34604,0.33729,0.34861,0.33529
39,4000,0.44936,0.32197,0.34747,0.32332,0.36179,0.32453
40,4100,0.43569,0.30871,0.35542,0.31045,0.37181,0.30833
41,4200,0.44764,0.29590,0.36563,0.29712,0.37788,0.29596
42,4300,0.43329,0.28576,0.36494,0.28636,0.38606,0.28496
43,4400,0.44070,0.27480,0.38096,0.27288,0.39539,0.27442
44,4500,0.44555,0.26333,0.39288,0.26282,0.40237,0.26406
45,4600,0.43774,0.25382,0.40920,0.25281,0.41349,0.25201
46,4700,0.44061,0.24545,0.40974,0.24270,0.41124,0.24279
47,4800,0.43931,0.23430,0.43443,0.23390,0.42433,0.23341
48,4900,0.43932,0.22515,0.43782,0.22455,0.43609,0.22588
49,5000,0.43538,0.21832,0.45444,0.21812,0.44342,0.21691
50,5100,0.44222,0.21068,0.45815,0.20902,0.46367,0.21057
51,5200,0.43715,0.20238,0.45922,0.20347,0.47319,0.20455
52,5300,0.43609,0.19656,0.49118,0.19760,0.49026,0.19693
53,5400,0.45056,0.19141,0.50509,0.19168,0.49091,0.19185
54,5500,0.44688,0.18692,0.51927,0.18641,0.51022,0.18680
55,5600,0.44153,0.18105,0.51431,0.18327,0.51920,0.18135
56,5700,0.45186,0.17867,0.53020,0.17792,0.53840,0.17722
57,5800,0.44721,0.17283,0.54791,0.17412,0.54352,0.17340
58,5900,0.45118,0.17027,0.56514,0.16908,0.54652,0.16982
59,6000,0.45773,0.16693,0.56152,0.16668,0.57279,0.16562
60,6100,0.44266,0.16252,0.58842,0.16230,0.57631,0.16311
61,6200,0.46104,0.15915,0.58913,0.15903,0.60203,0.15846
62,6300,0.46852,0.15671,0.61435,0.15557,0.59939,0.15597
63,6400,0.46165,0.15356,0.61615,0.15332,0.59968,0.15362
64,6500,0.45719,0.15030,0.62994,0.14984,0.61680,0.15001
65,6600,0.46571,0.14881,0.63366,0.14838,0.63339,0.14722
66,6700,0.45744,0.14602,0.63909,0.14433,0.65850,0.14414
67,6800,0.46456,0.14204,0.63241,0.14255,0.65630,0.14174
68,6900,0.47234,0.13957,0.67212,0.13944,0.66037,0.13934
69,7000,0.46568,0.13807,0.65226,0.13813,0.66154,0.13734
70,7100,0.46195,0.13384,0.66757,0.13469,0.66460,0.13549
71,7200,0.47380,0.13175,0.65350,0.13327,0.66919,0.13234
72,7300,0.47615,0.13004,0.66444,0.13092,0.68962,0.13044
73,7400,0.47695,0.12809,0.69503,0.12780,0.69744,0.12857
74,7500,0.47889,0.12664,0.67905,0.12507,0.71030,0.12658
75,7600,0.48184,0.12327,0.69354,0.12437,0.69833,0.12467
76,7700,0.48317,0.12227,0.69575,0.12266,0.71659,0.12295
77,7800,0.48814,0.12081,0.68451,0.12027,0.71446,0.12040
78,7900,0.47332,0.11860,0.71634,0.11809,0.72887,0.11877
79,8000,0.48941,0.11725,0.71285,0.11708,0.72372,0.11628
80,8100,0.48063,0.11502,0.72394,0.11564,0.75423,0.11433
81,8200,0.48341,0.11350,0.71520,0.11270,0.72918,0.11388
82,8300,0.48834,0.11217,0.73529,0.11165,0.74019,0.11231
83,8400,0.47082,0.10909,0.73219,0.10987,0.77496,0.11028
84,8500,0.48772,0.10850,0.73098,0.10821,0.77438,0.10872
85,8600,0.50044,0.10652,0.73924,0.10694,0.75211,0.10632
86,8700,0.50955,0.10468,0.73581,0.10582,0.76957,0.10543
87,8800,0.50364,0.10373,0.73300,0.10396,0.76907,0.10421
88,8900,0.50458,0.10358,0.76191,0.10120,0.78499,0.10182
89,9000,0.49857,0.10086,0.74492,0.10068,0.78749,0.10044
90,9100,0.50485,0.09922,0.74854,0.09932,0.79117,0.09982
91,9200,0.47743,0.09691,0.76831,0.09844,0.81094,0.09772
92,9300,0.51424,0.09690,0.75790,0.09631,0.77724,0.09678
93,9400,0.49924,0.09457,0.75941,0.09484,0.78089,0.09518
94,9500,0.51779,0.09319,0.76048,0.09376,0.79242,0.09388
95,9600,0.51141,0.09235,0.75537,0.09273,0.80701,0.09174
96,9700,0.50839,0.08997,0.77317,0.09049,0.82673,0.09019
97,9800,0.50320,0.08953,0.76251,0.08986,0.80461,0.08966
98,9900,0.49921,0.08770,0.78890,0.08931,0.81313,0.08857
99,10000,0.52194,0.08706,0.78432,0.08688,0.81703,0.08715
100,10100,0.51026,0.08540,0.76761,0.08572,0.80694,0.08636
101,10200,0.51854,0.08381,0.78658,0.08467,0.82180,0.08429
102,10300,0.51224,0.08314,0.79115,0.08287,0.83784,0.08301
103,10400,0.50317,0.08198,0.79269,0.08159,0.82502,0.08212
104,10500,0.51795,0.08093,0.78053,0.08138,0.83320,0.08098
105,10600,0.51765,0.07957,0.78892,0.07956,0.81729,0.07972
106,10700,0.52987,0.07854,0.78489,0.07901,0.84813,0.07862
107,10800,0.51355,0.07773,0.82943,0.07656,0.82591,0.07780
108,10900,0.53901,0.07674,0.78386,0.07702,0.83299,0.07724
109,11000,0.52277,0.07632,0.81415,0.07471,0.81975,0.07558
110,11100,0.52176,0.07419,0.77724,0.07470,0.84349,0.07381
111,11200,0.52474,0.07357,0.77538,0.07370,0.82123,0.07334
112,11300,0.52905,0.07221,0.80199,0.07172,0.82507,0.07239
