iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,-2.19941,1.64723,0.47446,2.71428,-2.32194,1.60690,0.47458,2.71515,-2.29315,1.60158,0.47418,2.71433
1,200,-2.60032,1.02271,0.46757,2.71378,-2.57932,0.92087,0.46760,2.71301,-2.58901,0.91389,0.46748,2.71354
2,300,-2.84547,1.08154,0.45733,2.71271,-2.84036,0.89151,0.45715,2.71262,-2.80737,0.91936,0.45682,2.71309
3,400,-3.12826,1.18744,0.44613,2.71353,-3.12225,0.93277,0.44612,2.71340,-3.10443,1.00574,0.44608,2.71298
4,500,-3.42650,1.24301,0.43710,2.71140,-3.45383,1.04790,0.43657,2.71175,-3.39495,1.06614,0.43672,2.71175
5,600,-3.67156,1.38015,0.42802,2.71072,-3.75112,1.16709,0.42786,2.70967,-3.69320,1.19005,0.42768,2.71000
6,700,-3.88971,1.44402,0.41866,2.70851,-3.99699,1.17509,0.41838,2.70885,-4.04595,1.24511,0.41828,2.70828
7,800,-4.08900,1.60371,0.40948,2.70783,-4.26792,1.24166,0.40935,2.70753,-4.22344,1.29119,0.40932,2.70750
8,900,-4.31531,1.73244,0.40051,2.70740,-4.54657,1.31333,0.40012,2.70649,-4.47380,1.36763,0.39976,2.70629
9,1000,-4.57811,1.80857,0.39119,2.70569,-4.87234,1.42568,0.39117,2.70553,-4.72631,1.44467,0.39086,2.70651
10,1100,-4.85735,1.95734,0.38225,2.70614,-5.10983,1.44866,0.38225,2.70669,-4.95131,1.58127,0.38227,2.70543
11,1200,-5.13155,1.89661,0.37389,2.70579,-5.33378,1.54923,0.37381,2.70464,-5.27010,1.64098,0.37367,2.70562
12,1300,-5.43580,1.92921,0.36544,2.70458,-5.57939,1.45480,0.36567,2.70358,-5.42812,1.62762,0.36566,2.70360
13,1400,-5.67433,2.07170,0.35783,2.70180,-5.80626,1.55726,0.35769,2.70192,-5.74568,1.65706,0.35761,2.70199
14,1500,-5.97277,2.06936,0.34995,2.70121,-6.04547,1.57994,0.34959,2.70099,-5.97956,1.57551,0.34975,2.70096
15,1600,-6.25633,2.04887,0.34211,2.69911,-6.29601,1.54971,0.34199,2.69967,-6.24708,1.63535,0.34213,2.69949
16,1700,-6.45347,2.00073,0.33454,2.69770,-6.51736,1.55004,0.33433,2.69808,-6.41694,1.54099,0.33433,2.69832
17,1800,-6.73881,1.99463,0.32737,2.69567,-6.59594,1.50351,0.32666,2.69574,-6.67088,1.59170,0.32674,2.69553
18,1900,-6.93349,2.03282,0.31958,2.69307,-6.83611,1.46851,0.31956,2.69334,-6.83879,1.60586,0.31938,2.69342
19,2000,-7.07410,2.15662,0.31190,2.69235,-7.05512,1.48927,0.31182,2.69272,-6.99611,1.58851,0.31188,2.69297
20,2100,-7.21551,2.40277,0.30457,2.69028,-7.25820,1.50165,0.30446,2.69194,-7.25969,1.79521,0.30459,2.69088
21,2200,-7.36182,2.51616,0.29752,2.68990,-7.34877,1.71771,0.29739,2.69057,-7.38033,1.69648,0.29728,2.69018
22,2300,-7.48180,2.52335,0.29037,2.68819,-7.51137,1.68857,0.29071,2.68931,-7.56586,1.69316,0.29062,2.68859
23,2400,-7.50896,2.69845,0.28369,2.68673,-7.62456,1.65620,0.28373,2.68679,-7.75882,1.81204,0.28362,2.68774
24,2500,-7.66964,2.47225,0.27701,2.68532,-7.74288,1.78255,0.27713,2.68569,-7.73297,2.14666,0.27692,2.68610
25,2600,-7.79192,2.57435,0.27041,2.68383,-7.91211,1.84785,0.27082,2.68436,-7.95208,1.72264,0.27052,2.68506
26,2700,-7.93031,2.32833,0.26411,2.68458,-8.02038,1.70121,0.26398,2.68404,-8.01620,1.72895,0.26394,2.68417
27,2800,-8.04531,2.32876,0.25739,2.68164,-8.19713,1.90123,0.25733,2.68169,-8.11866,1.78863,0.25748,2.68301
28,2900,-8.12724,2.41074,0.25126,2.68025,-8.22757,1.83654,0.25140,2.68085,-8.16136,1.79964,0.25124,2.68126
29,3000,-8.23449,2.43691,0.24509,2.68005,-8.31066,1.78987,0.24485,2.67949,-8.31332,1.85345,0.24515,2.67954
30,3100,-8.35646,2.41869,0.23880,2.67862,-8.38842,1.85779,0.23878,2.67842,-8.39047,1.92521,0.23866,2.67716
31,3200,-8.36449,2.46492,0.23264,2.67732,-8.52879,1.98386,0.23272,2.67714,-8.51073,2.08974,0.23269,2.67763
32,3300,-8.47297,2.58072,0.22677,2.67656,-8.45546,1.98622,0.22710,2.67617,-8.46266,1.87278,0.22673,2.67631
33,3400,-8.52341,2.65125,0.22105,2.67378,-8.57900,1.93596,0.22106,2.67371,-8.58973,1.95763,0.22098,2.67378
34,3500,-8.50653,2.69599,0.21549,2.67312,-8.53904,2.06683,0.21523,2.67317,-8.59477,1.93532,0.21512,2.67270
35,3600,-8.60227,2.47229,0.21005,2.67137,-8.55950,2.14082,0.20976,2.67055,-8.59681,2.05500,0.20971,2.67082
36,3700,-8.59577,2.52761,0.20439,2.67027,-8.63017,1.99543,0.20439,2.67198,-8.61815,1.98387,0.20436,2.67063
37,3800,-8.63476,2.56790,0.19922,2.66974,-8.58824,2.07664,0.19879,2.66997,-8.59928,2.19857,0.19865,2.66936
38,3900,-8.58435,2.67599,0.19386,2.66818,-8.68569,2.01542,0.19362,2.66820,-8.70096,2.03258,0.19362,2.66696
39,4000,-8.53309,2.60655,0.18861,2.66639,-8.52416,2.07259,0.18833,2.66580,-8.64765,2.01685,0.18830,2.66578
40,4100,-8.62616,2.40345,0.18329,2.66383,-8.70546,2.07734,0.18333,2.66425,-8.63044,1.97158,0.18321,2.66376
41,4200,-8.58092,2.31921,0.17838,2.66305,-8.64032,2.02387,0.17844,2.66369,-8.64553,2.09715,0.17831,2.66339
42,4300,-8.55421,2.32970,0.17387,2.66134,-8.66669,2.16498,0.17339,2.66213,-8.75502,2.15252,0.17359,2.66034
43,4400,-8.50938,2.38316,0.16879,2.66047,-8.64012,2.06735,0.16865,2.66006,-8.64207,2.07338,0.16859,2.65929
44,4500,-8.60261,2.36849,0.16406,2.65762,-8.68418,2.09672,0.16409,2.65754,-8.66213,2.29663,0.16391,2.65861
45,4600,-8.52229,2.27425,0.15973,2.65784,-8.60257,2.21494,0.15941,2.65600,-8.67976,2.13389,0.15946,2.65652
46,4700,-8.44122,2.60011,0.15503,2.65424,-8.57850,2.22758,0.15496,2.65482,-8.59084,2.19159,0.15495,2.65493
47,4800,-8.39304,2.29246,0.15063,2.65326,-8.64321,2.41492,0.15049,2.65255,-8.61032,2.42894,0.15041,2.65279
48,4900,-8.37569,2.29220,0.14626,2.65170,-8.56945,2.24741,0.14624,2.65204,-8.46345,2.29694,0.14614,2.65076
49,5000,-8.31765,2.25335,0.14200,2.64975,-8.53063,2.17200,0.14193,2.65027,-8.55494,2.34839,0.14182,2.65054
50,5100,-8.29713,2.39787,0.13783,2.64852,-8.46220,2.22367,0.13780,2.64888,-8.56013,2.27384,0.13780,2.64837
51,5200,-8.26211,2.24721,0.13378,2.64745,-8.42593,2.49435,0.13382,2.64756,-8.41701,2.33357,0.13380,2.64791
52,5300,-8.19489,2.11528,0.12985,2.64600,-8.52514,2.46841,0.12982,2.64631,-8.39060,2.32796,0.12985,2.64636
53,5400,-8.23556,2.15384,0.12593,2.64395,-8.36006,2.46496,0.12591,2.64440,-8.36762,2.53135,0.12574,2.64446
54,5500,-8.05504,2.21977,0.12218,2.64221,-8.30471,2.43291,0.12201,2.64333,-8.31236,2.36172,0.12218,2.64383
55,5600,-7.97865,2.16180,0.11855,2.64133,-8.27879,2.42293,0.11843,2.64094,-8.19814,2.31528,0.11831,2.64247
56,5700,-7.97039,2.18168,0.11493,2.64074,-8.20321,2.40283,0.11476,2.64089,-8.14265,2.40486,0.11491,2.63922
57,5800,-7.92070,2.16714,0.11137,2.63885,-8.07102,2.38430,0.11142,2.63827,-8.09714,2.49830,0.11139,2.63906
58,5900,-7.80746,2.14271,0.10795,2.63771,-8.05031,2.49454,0.10795,2.63688,-8.07518,2.36954,0.10790,2.63743
59,6000,-7.71661,2.09127,0.10469,2.63659,-7.98486,2.52500,0.10463,2.63536,-7.96471,2.43208,0.10467,2.63659
60,6100,-7.65269,1.97765,0.10155,2.63586,-7.79823,2.67218,0.10146,2.63380,-7.88471,2.43057,0.10145,2.63449
61,6200,-7.61311,1.99251,0.09845,2.63155,-7.70605,2.67858,0.09824,2.63269,-7.78259,2.41627,0.09837,2.63299
62,6300,-7.59569,2.14193,0.09532,2.63109,-7.69530,2.56608,0.09519,2.63005,-7.71941,2.42296,0.09506,2.63043
63,6400,-7.47359,1.97552,0.09231,2.63022,-7.63350,2.64154,0.09218,2.62974,-7.62321,2.53746,0.09206,2.62959
64,6500,-7.47664,1.99968,0.08942,2.62736,-7.48596,2.68663,0.08921,2.62729,-7.59237,2.48952,0.08925,2.62641
65,6600,-7.39644,2.01078,0.08661,2.62444,-7.49943,2.67370,0.08647,2.62406,-7.49309,2.57061,0.08645,2.62521
66,6700,-7.30854,1.97603,0.08381,2.62371,-7.35356,2.75161,0.08382,2.62417,-7.42095,2.65529,0.08381,2.62280
67,6800,-7.24106,2.08235,0.08111,2.62120,-7.25891,2.70637,0.08117,2.62147,-7.30878,2.66026,0.08107,2.62117
68,6900,-7.06891,1.97570,0.07861,2.61885,-7.14568,2.79641,0.07856,2.61996,-7.25734,2.51607,0.07854,2.61960
69,7000,-7.09078,1.90199,0.07619,2.61608,-7.06660,2.78483,0.07609,2.61823,-7.12578,2.66012,0.07605,2.61693
70,7100,-6.94902,1.86893,0.07388,2.61607,-6.95672,2.82139,0.07380,2.61558,-6.97763,2.64873,0.07368,2.61528
71,7200,-6.85809,1.82794,0.07142,2.61254,-6.89518,2.66570,0.07145,2.61154,-7.04690,2.70099,0.07132,2.61323
72,7300,-6.77890,1.89159,0.06909,2.60992,-6.79307,2.74819,0.06929,2.61074,-6.82580,2.75094,0.06907,2.61106
73,7400,-6.75893,1.91532,0.06702,2.60837,-6.70899,2.88394,0.06684,2.60769,-6.79534,2.56312,0.06692,2.60904
74,7500,-6.67857,2.27196,0.06484,2.60516,-6.57843,2.71714,0.06484,2.60310,-6.76897,2.67253,0.06477,2.60451
75,7600,-6.55992,1.93711,0.06294,2.60379,-6.52810,2.86212,0.06284,2.60266,-6.52214,2.61404,0.06281,2.60294
76,7700,-6.44166,1.92263,0.06078,2.60021,-6.43085,2.85990,0.06094,2.60082,-6.64109,2.65613,0.06086,2.60011
77,7800,-6.53068,2.08594,0.05912,2.59813,-6.35676,2.84543,0.05910,2.59921,-6.44595,2.59526,0.05903,2.59856
78,7900,-6.33144,1.87753,0.05723,2.59605,-6.27352,3.04733,0.05727,2.59545,-6.37245,2.60761,0.05718,2.59612
79,8000,-6.23701,1.87663,0.05563,2.59488,-6.09680,2.89800,0.05548,2.59398,-6.26103,2.59986,0.05556,2.59232
80,8100,-6.23780,1.91362,0.05386,2.59302,-6.09706,2.94247,0.05385,2.59034,-6.15623,2.68796,0.05376,2.59133
81,8200,-6.14264,1.85926,0.05233,2.58690,-5.92073,2.87883,0.05226,2.58727,-6.05984,2.73528,0.05216,2.58844
82,8300,-6.09556,1.83586,0.05086,2.58534,-5.92255,2.85481,0.05070,2.58492,-6.04620,2.72999,0.05070,2.58580
83,8400,-5.99842,1.92092,0.04940,2.58390,-5.80617,2.83694,0.04932,2.58245,-5.93659,2.92222,0.04924,2.58419
84,8500,-5.89589,2.09566,0.04786,2.58040,-5.74029,2.98116,0.04795,2.58108,-5.81892,2.82800,0.04795,2.58157
85,8600,-5.72401,2.01008,0.04666,2.57876,-5.64494,2.90143,0.04654,2.57685,-5.78485,2.72433,0.04657,2.57737
86,8700,-5.63898,1.93659,0.04540,2.57444,-5.54327,2.96477,0.04527,2.57462,-5.68785,2.68120,0.04526,2.57508
87,8800,-5.63215,1.80387,0.04415,2.57295,-5.38900,3.00200,0.04412,2.57351,-5.57446,2.70871,0.04412,2.57304
88,8900,-5.51466,1.91997,0.04304,2.57202,-5.31515,2.94417,0.04292,2.56939,-5.56601,2.83863,0.04293,2.56976
89,9000,-5.46554,1.97862,0.04192,2.56674,-5.29870,3.02407,0.04179,2.56772,-5.45693,2.75440,0.04182,2.56672
90,9100,-5.42052,1.88594,0.04083,2.56264,-5.13185,2.95768,0.04067,2.56493,-5.43262,2.79319,0.04078,2.56403
91,9200,-5.29381,1.86877,0.03970,2.55907,-5.11693,3.08732,0.03973,2.55916,-5.25801,2.73126,0.03970,2.55988
92,9300,-5.24505,1.77387,0.03888,2.55806,-4.95122,2.89066,0.03885,2.55626,-5.13817,2.88555,0.03881,2.55839
93,9400,-5.14238,1.82855,0.03791,2.55579,-4.97498,2.95643,0.03788,2.55518,-5.13609,2.69095,0.03787,2.55546
