iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-1.84522,3.02697,0.32393,-1.75017,2.45203,0.28979,-1.64767,2.13066,0.26838
1,200,-1.70171,1.54027,0.22311,-1.63619,1.46880,0.21846,-1.62005,1.30812,0.21184
2,300,-1.88052,1.57063,0.21142,-1.87052,1.24851,0.20664,-1.82631,1.13944,0.20328
3,400,-2.09078,1.54052,0.20624,-2.00913,1.35245,0.20579,-2.04801,1.23695,0.20137
4,500,-2.33254,1.56393,0.20383,-2.28432,1.26122,0.20050,-2.28429,1.21512,0.19911
5,600,-2.62810,1.56955,0.20140,-2.58326,1.32426,0.20167,-2.50293,1.28966,0.19997
6,700,-2.84323,1.56184,0.19839,-2.75418,1.33235,0.19785,-2.72328,1.27461,0.19695
7,800,-3.04116,1.53006,0.19616,-2.97066,1.36709,0.19667,-2.95931,1.33085,0.19584
8,900,-3.26134,1.64782,0.19914,-3.23681,1.41247,0.19776,-3.11860,1.33673,0.19507
9,1000,-3.42935,1.67373,0.20054,-3.33260,1.43662,0.19825,-3.35730,1.39039,0.20232
10,1100,-3.68266,1.74480,0.20286,-3.62829,1.40340,0.20341,-3.54874,1.40933,0.20149
11,1200,-3.99156,1.77164,0.20622,-3.88051,1.38269,0.20517,-3.79098,1.38093,0.20553
12,1300,-4.28670,1.85754,0.20788,-4.10864,1.37670,0.20673,-4.04267,1.41024,0.20741
13,1400,-4.58616,1.89208,0.21224,-4.30853,1.41245,0.20875,-4.24350,1.39348,0.20847
14,1500,-4.76576,1.81412,0.20838,-4.48322,1.42835,0.21008,-4.42422,1.38877,0.20692
15,1600,-5.05308,1.79712,0.20711,-4.61077,1.39737,0.20785,-4.58532,1.41423,0.20676
16,1700,-5.27507,1.95681,0.20745,-4.82183,1.45806,0.20537,-4.77521,1.47954,0.20559
17,1800,-5.42919,1.92614,0.20631,-5.02793,1.51599,0.21037,-4.94746,1.48197,0.20760
18,1900,-5.72772,1.97821,0.21079,-5.20790,1.51212,0.20837,-5.17554,1.47271,0.20616
19,2000,-5.86231,2.02666,0.20702,-5.39024,1.53853,0.20496,-5.33842,1.52837,0.20664
20,2100,-6.01424,2.07573,0.20603,-5.56264,1.58788,0.20752,-5.44713,1.52740,0.20534
21,2200,-6.17947,2.28513,0.20562,-5.73121,1.62169,0.20407,-5.63285,1.66441,0.20636
22,2300,-6.30673,2.18028,0.20468,-5.95255,1.82323,0.20475,-5.88810,1.65753,0.20399
23,2400,-6.51253,2.26452,0.20233,-6.15299,1.80065,0.20287,-5.98186,1.64906,0.20129
24,2500,-6.68425,2.28146,0.20394,-6.35145,1.77281,0.20250,-6.20020,1.76411,0.20454
25,2600,-6.79226,2.37147,0.20518,-6.52041,1.85256,0.20187,-6.31846,1.89903,0.20125
