iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_rnd_forward_loss
0,100,-7.28750,9.54814,1.36253,-7.30827,9.69934,1.36016,-7.28886,9.33177,1.35861,-7.20847,9.96791,1.35564
1,200,-8.20819,1.34805,1.37377,-8.26213,1.52614,1.37490,-8.24062,1.66585,1.37305,-8.10998,1.68723,1.37144
2,300,-9.03397,1.35106,1.34548,-9.05428,1.54881,1.34716,-8.99225,1.16916,1.34225,-8.81684,1.65732,1.34443
3,400,-9.95245,1.39307,1.32144,-9.92763,1.47886,1.32125,-9.74006,1.22001,1.31866,-9.68195,1.49455,1.32040
4,500,-10.76046,1.57249,1.28926,-10.71700,1.42746,1.28446,-10.58540,1.44311,1.28501,-10.59572,1.46464,1.28609
5,600,-11.69676,1.32282,1.28483,-11.68601,1.33705,1.28348,-11.64665,1.50495,1.28192,-11.40718,1.62653,1.28289
6,700,-12.55678,1.08966,1.25557,-12.58076,1.48126,1.25824,-12.57328,1.35262,1.25630,-12.30837,1.50639,1.25022
7,800,-13.37351,1.36352,1.22174,-13.39351,2.00285,1.22302,-13.31037,1.68907,1.22190,-13.09760,1.62985,1.22440
8,900,-14.35776,1.47355,1.19201,-14.27507,1.73745,1.18997,-14.26318,1.26327,1.19141,-13.88210,1.70039,1.19026
9,1000,-15.09817,1.24464,1.16891,-15.18805,1.56840,1.16337,-15.21994,1.97522,1.16578,-14.70662,1.63054,1.16301
10,1100,-15.80447,1.14593,1.13677,-15.91500,1.66044,1.13744,-15.79184,1.62319,1.13362,-15.40678,1.74521,1.13500
11,1200,-16.59458,1.49513,1.10903,-16.46959,1.54355,1.10775,-16.56649,1.39252,1.10928,-16.22936,1.53620,1.10809
12,1300,-17.17321,1.57210,1.09039,-17.20283,1.58391,1.09169,-17.31290,1.58112,1.08940,-17.02473,1.51931,1.08987
13,1400,-18.03062,1.63340,1.07620,-18.12052,1.57079,1.07266,-18.12149,1.72400,1.07332,-17.73999,1.90753,1.06994
14,1500,-18.63455,1.79569,1.05671,-18.66960,1.34344,1.05605,-18.79584,1.80158,1.05467,-18.33956,1.63376,1.05232
15,1600,-19.31285,1.83460,1.03344,-19.46704,1.35545,1.03398,-19.31436,1.65672,1.03973,-19.09816,2.15880,1.03425
16,1700,-20.06483,1.99876,1.02043,-20.09948,1.45690,1.02145,-20.09504,1.91186,1.02174,-19.69470,1.91648,1.02309
17,1800,-20.61928,2.11726,1.00550,-20.71368,1.41519,1.00355,-20.62990,1.44504,1.00401,-20.21628,1.80369,1.00579
18,1900,-21.18861,1.67431,0.98610,-21.40597,1.24564,0.98521,-21.43524,1.88673,0.98655,-20.81211,2.80200,0.98602
19,2000,-21.75678,3.05616,0.96778,-21.91110,2.03639,0.96800,-21.94918,1.53403,0.96548,-21.37498,1.90992,0.96596
20,2100,-22.35151,1.92932,0.94452,-22.45619,2.34536,0.93960,-22.43907,1.45709,0.94390,-21.98476,2.45586,0.93936
21,2200,-22.77098,1.75511,0.92156,-23.07225,2.56195,0.91712,-22.84828,1.64411,0.91867,-22.27133,2.33242,0.91337
22,2300,-23.12163,1.50668,0.89459,-23.29052,3.66287,0.89779,-23.28139,1.52097,0.89535,-22.66365,1.92001,0.89367
23,2400,-23.57124,1.91650,0.87553,-23.76557,2.21817,0.87569,-23.73948,1.83839,0.87474,-23.26123,2.95200,0.87275
24,2500,-24.01789,2.23145,0.85227,-24.04970,2.69906,0.85599,-24.19251,2.36502,0.85524,-23.34583,2.30452,0.85255
25,2600,-24.22617,2.01494,0.83425,-24.60022,3.29469,0.83663,-24.26629,2.16481,0.83159,-23.81526,2.40065,0.83472
26,2700,-24.53444,2.00186,0.81789,-24.63338,2.31519,0.81554,-24.56569,1.97275,0.81822,-24.21505,1.87149,0.81689
27,2800,-24.82797,1.79219,0.79577,-25.04393,2.80261,0.79479,-24.97732,2.26736,0.79489,-24.40160,2.21119,0.79606
28,2900,-25.04284,1.73954,0.77581,-25.59441,2.73709,0.77669,-25.02200,1.75465,0.77397,-24.60301,2.62106,0.77402
29,3000,-25.26341,1.35359,0.75757,-25.38016,2.27239,0.76153,-25.22548,2.00157,0.75938,-24.85680,3.47400,0.75584
30,3100,-25.43369,1.43023,0.74434,-25.89257,3.28248,0.74209,-25.58293,1.91424,0.74142,-25.18806,3.68846,0.74342
31,3200,-25.68597,1.52726,0.72999,-25.76380,3.76002,0.72843,-25.69679,1.59898,0.72617,-25.45399,1.69999,0.72578
32,3300,-25.86358,1.23798,0.71296,-26.29154,2.10329,0.71242,-25.91278,2.12005,0.71311,-25.37838,1.66943,0.71256
33,3400,-25.92618,1.46828,0.69642,-26.43466,1.96111,0.69723,-26.25131,1.89843,0.69968,-25.67348,2.25700,0.69711
34,3500,-26.08196,1.61279,0.68172,-26.61911,2.61935,0.67977,-25.99401,1.98683,0.67972,-25.77438,2.31405,0.68044
35,3600,-26.22785,1.38513,0.66810,-26.77536,2.31703,0.66323,-26.30398,1.63872,0.66294,-25.80031,2.14438,0.66418
36,3700,-26.42517,1.16898,0.64909,-26.47766,1.55796,0.64752,-26.27859,1.68662,0.64894,-26.04583,1.84442,0.65018
37,3800,-26.38364,1.34203,0.63354,-26.65029,2.17548,0.63542,-26.28760,1.78276,0.63399,-26.03020,1.78982,0.63568
38,3900,-26.42176,1.31330,0.62129,-26.74684,2.26161,0.62222,-26.47359,1.90294,0.62160,-26.07479,1.96407,0.62106
39,4000,-26.39167,1.59879,0.60627,-26.90429,1.41798,0.60818,-26.23136,1.87002,0.60867,-26.06715,2.14897,0.60601
40,4100,-26.42521,1.77862,0.59329,-26.66886,1.33055,0.59315,-26.37021,2.26993,0.59256,-26.01410,3.30792,0.59310
41,4200,-26.47514,1.66097,0.57893,-26.94878,1.74180,0.58130,-26.53081,1.91220,0.58123,-25.82261,2.07233,0.57986
42,4300,-26.50433,1.47687,0.56633,-26.85188,1.20701,0.56486,-26.37737,1.70889,0.56647,-26.01828,3.31218,0.56605
43,4400,-26.49064,1.41282,0.55315,-26.55699,0.97039,0.55307,-26.38002,1.60069,0.55360,-26.15149,1.41707,0.55351
44,4500,-26.46796,1.45914,0.53991,-26.78135,1.92537,0.54423,-26.46607,1.98790,0.54136,-25.69863,1.40311,0.54246
45,4600,-26.45640,1.18705,0.52760,-26.63912,1.75489,0.52964,-26.30259,1.60490,0.52982,-25.67269,1.65235,0.52960
46,4700,-26.38097,1.30995,0.51690,-26.45832,2.34478,0.51761,-26.13553,1.82793,0.51780,-26.07115,2.09428,0.51577
47,4800,-26.38310,1.50414,0.50392,-26.41882,3.13451,0.50514,-26.17745,1.78270,0.50303,-25.41815,2.55541,0.50325
48,4900,-26.30734,1.32640,0.49352,-26.38390,2.19351,0.49271,-26.05840,1.62388,0.49184,-25.59889,1.33566,0.49091
49,5000,-26.24420,1.40266,0.48078,-26.20022,1.93099,0.47951,-25.88494,1.80305,0.48248,-25.48645,1.22034,0.47942
50,5100,-26.17735,1.38357,0.47162,-25.87081,1.31541,0.47072,-25.69481,1.63155,0.46907,-25.41669,1.12541,0.46950
51,5200,-26.07525,1.29669,0.45955,-26.04516,1.45689,0.46165,-25.52363,1.57653,0.46169,-25.09362,1.12838,0.46207
52,5300,-25.94186,1.47265,0.44972,-25.89241,1.29730,0.45139,-25.40903,1.57924,0.44953,-25.06131,0.99887,0.45073
53,5400,-25.78530,1.11619,0.43962,-25.55389,1.21755,0.44011,-25.25485,1.57403,0.43869,-25.02728,1.82874,0.44023
54,5500,-25.69833,1.54332,0.43155,-25.29976,1.16176,0.43203,-25.18197,1.56218,0.43104,-25.05506,1.94308,0.43156
55,5600,-25.61361,1.36375,0.42358,-25.21286,0.97703,0.42414,-25.03281,1.61883,0.42377,-24.76754,1.64470,0.42726
56,5700,-25.54743,1.46152,0.41819,-24.97599,1.19255,0.41470,-24.86707,1.48463,0.41555,-24.51557,1.49454,0.41388
57,5800,-25.36438,1.38052,0.40742,-25.07482,2.27118,0.40800,-24.62101,1.62398,0.40753,-24.55949,1.71331,0.40644
58,5900,-25.21248,1.08829,0.40137,-24.85665,1.13988,0.40062,-24.43689,1.25455,0.39953,-24.21674,1.43197,0.40024
59,6000,-25.07535,1.39343,0.39130,-24.63425,0.97849,0.39179,-24.32026,1.49316,0.39251,-23.86068,1.52273,0.39069
60,6100,-24.92962,1.24245,0.38472,-24.42303,1.29385,0.38572,-24.15966,1.45689,0.38493,-23.96131,1.74252,0.38316
