iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss
0,100,-2.90288,1.86620,0.50624,2.09333,-2.85435,1.80139,0.50602,2.09365
1,200,-3.30646,1.02022,0.50894,2.09327,-3.28452,0.98085,0.50793,2.09423
2,300,-3.83290,0.83810,0.49924,2.09700,-3.77943,0.84555,0.49893,2.09727
3,400,-4.29010,0.80610,0.48719,2.09428,-4.21576,0.77535,0.48706,2.09383
4,500,-4.65346,0.80584,0.47569,2.08898,-4.56081,0.80872,0.47526,2.08948
5,600,-5.00913,0.83122,0.46558,2.08586,-4.88111,0.76543,0.46534,2.08664
6,700,-5.31233,0.81086,0.45642,2.08299,-5.21873,0.75779,0.45623,2.08192
7,800,-5.70154,0.81491,0.44855,2.07851,-5.52390,0.79693,0.44832,2.07850
8,900,-6.01604,0.85156,0.44063,2.07893,-5.84844,0.84630,0.44052,2.07804
9,1000,-6.34039,0.84018,0.43271,2.07861,-6.24041,0.83473,0.43240,2.07938
10,1100,-6.69615,0.84501,0.42511,2.07895,-6.54835,0.85883,0.42541,2.07886
11,1200,-7.02114,0.91991,0.41830,2.07678,-6.86394,0.85048,0.41795,2.07639
12,1300,-7.28516,0.95603,0.41072,2.07447,-7.10817,0.89179,0.41054,2.07380
13,1400,-7.54105,0.89665,0.40328,2.07128,-7.47919,0.91967,0.40275,2.07214
14,1500,-7.81990,1.00471,0.39589,2.07036,-7.74419,0.94710,0.39538,2.07096
15,1600,-8.02157,0.96676,0.38841,2.06950,-7.95629,0.90816,0.38853,2.06942
16,1700,-8.19420,1.01738,0.38129,2.06715,-8.14765,0.96937,0.38108,2.06717
17,1800,-8.37641,1.08732,0.37471,2.06578,-8.35548,0.99687,0.37425,2.06581
18,1900,-8.54073,1.11412,0.36801,2.06373,-8.54730,1.03509,0.36798,2.06409
19,2000,-8.72654,1.19372,0.36126,2.06132,-8.78249,1.16493,0.36143,2.06039
20,2100,-8.91381,1.22681,0.35468,2.05920,-8.90839,1.12201,0.35469,2.05930
21,2200,-9.08357,1.13700,0.34815,2.05625,-9.01711,1.13351,0.34813,2.05708
22,2300,-9.26788,1.13084,0.34181,2.05516,-9.26084,1.12210,0.34185,2.05581
23,2400,-9.33059,1.17698,0.33555,2.05443,-9.39266,1.19797,0.33557,2.05389
24,2500,-9.54429,1.11273,0.32944,2.05338,-9.59029,1.16955,0.32912,2.05330
25,2600,-9.71739,1.14201,0.32311,2.05128,-9.75698,1.11427,0.32301,2.05217
26,2700,-9.86779,1.08840,0.31700,2.05051,-9.88287,1.09970,0.31701,2.05099
27,2800,-10.04119,1.17711,0.31112,2.04999,-10.06689,1.18619,0.31116,2.04921
28,2900,-10.12993,1.16437,0.30504,2.04897,-10.26035,1.26092,0.30495,2.04842
29,3000,-10.26975,1.15109,0.29941,2.04740,-10.33378,1.18821,0.29941,2.04749
30,3100,-10.29016,1.18372,0.29394,2.04710,-10.50087,1.18596,0.29400,2.04705
31,3200,-10.45742,1.16223,0.28817,2.04565,-10.59247,1.28381,0.28834,2.04563
32,3300,-10.50494,1.30087,0.28296,2.04487,-10.54992,1.18448,0.28282,2.04585
33,3400,-10.61233,1.19490,0.27779,2.04432,-10.72270,1.22764,0.27778,2.04487
34,3500,-10.67951,1.22822,0.27284,2.04400,-10.70940,1.14269,0.27277,2.04381
35,3600,-10.67710,1.17059,0.26802,2.04328,-10.73531,1.14824,0.26787,2.04314
36,3700,-10.82263,1.14395,0.26317,2.04231,-10.83091,1.19361,0.26298,2.04208
37,3800,-10.87468,1.17343,0.25833,2.04193,-10.92503,1.15697,0.25831,2.04180
38,3900,-10.96207,1.09238,0.25357,2.04030,-10.98047,1.14541,0.25362,2.04120
39,4000,-10.99309,1.12887,0.24874,2.04002,-10.94135,1.17983,0.24893,2.04027
40,4100,-11.02363,1.16930,0.24410,2.03942,-11.03126,1.18882,0.24418,2.03904
41,4200,-11.05400,1.38513,0.23964,2.03869,-11.07030,1.22089,0.23947,2.03838
42,4300,-11.04810,1.25419,0.23518,2.03804,-11.11980,1.41319,0.23509,2.03835
43,4400,-11.02671,1.22245,0.23066,2.03686,-11.14411,1.24767,0.23048,2.03706
44,4500,-11.05588,1.16624,0.22610,2.03588,-11.11807,1.21071,0.22600,2.03593
45,4600,-11.04957,1.16799,0.22189,2.03582,-11.14642,1.20942,0.22163,2.03618
46,4700,-11.02594,1.27738,0.21745,2.03464,-11.13060,1.24368,0.21689,2.03353
47,4800,-11.09062,1.31264,0.21312,2.03392,-11.14437,1.24721,0.21288,2.03282
48,4900,-11.00570,1.36334,0.20883,2.03301,-11.16379,1.21010,0.20875,2.03293
49,5000,-10.97292,1.29044,0.20447,2.03164,-11.09826,1.29919,0.20456,2.03157
50,5100,-11.06743,1.29988,0.20057,2.02981,-11.16119,1.33423,0.20036,2.03041
51,5200,-11.02679,1.23446,0.19634,2.02967,-11.00780,1.39567,0.19632,2.02868
52,5300,-10.96961,1.28018,0.19243,2.02887,-10.96923,1.37283,0.19236,2.02779
53,5400,-10.97651,1.24691,0.18839,2.02563,-11.01809,1.33367,0.18835,2.02680
54,5500,-10.93537,1.22112,0.18464,2.02477,-10.93423,1.36753,0.18451,2.02494
55,5600,-10.87213,1.22592,0.18097,2.02420,-10.93193,1.39160,0.18077,2.02357
56,5700,-10.90761,1.27293,0.17706,2.02242,-10.87844,1.32633,0.17704,2.02191
57,5800,-10.83810,1.24303,0.17344,2.02179,-10.80412,1.40068,0.17332,2.02108
58,5900,-10.79157,1.20513,0.16981,2.01961,-10.78421,1.33109,0.16969,2.02002
59,6000,-10.73393,1.27893,0.16608,2.01768,-10.72286,1.41057,0.16606,2.01783
60,6100,-10.77209,1.29958,0.16273,2.01635,-10.73167,1.35923,0.16262,2.01632
61,6200,-10.64173,1.33014,0.15904,2.01461,-10.67948,1.27060,0.15922,2.01493
62,6300,-10.58518,1.37418,0.15587,2.01384,-10.62870,1.30469,0.15601,2.01361
63,6400,-10.49691,1.33926,0.15282,2.01278,-10.62790,1.30781,0.15250,2.01124
64,6500,-10.50101,1.32030,0.14934,2.00991,-10.51528,1.32914,0.14926,2.01038
65,6600,-10.40715,1.27733,0.14607,2.00861,-10.49554,1.28147,0.14598,2.00884
66,6700,-10.32546,1.36610,0.14306,2.00759,-10.42831,1.30677,0.14272,2.00633
67,6800,-10.22099,1.40294,0.13995,2.00530,-10.38505,1.31717,0.13969,2.00531
68,6900,-10.19209,1.34217,0.13660,2.00257,-10.27350,1.29413,0.13657,2.00343
69,7000,-10.13610,1.38787,0.13368,2.00181,-10.24262,1.46445,0.13362,2.00177
70,7100,-10.02940,1.33840,0.13064,2.00059,-10.18283,1.41676,0.13077,2.00042
71,7200,-10.02892,1.44794,0.12792,1.99936,-10.08639,1.46079,0.12795,1.99906
72,7300,-9.92039,1.33886,0.12515,1.99753,-9.99941,1.36661,0.12489,1.99682
73,7400,-9.84276,1.32723,0.12227,1.99496,-9.96040,1.41591,0.12240,1.99601
74,7500,-9.76861,1.29808,0.11947,1.99430,-9.92188,1.44427,0.11958,1.99430
75,7600,-9.70149,1.36539,0.11688,1.99150,-9.86048,1.38779,0.11688,1.99228
76,7700,-9.57356,1.30643,0.11424,1.98976,-9.78253,1.41451,0.11434,1.99003
77,7800,-9.52214,1.44234,0.11168,1.98751,-9.74430,1.42513,0.11183,1.98933
78,7900,-9.39734,1.35707,0.10920,1.98671,-9.64264,1.34604,0.10928,1.98767
79,8000,-9.24718,1.52753,0.10684,1.98584,-9.50056,1.40260,0.10677,1.98586
80,8100,-9.16527,1.43789,0.10453,1.98411,-9.36968,1.44698,0.10440,1.98505
81,8200,-9.06820,1.43013,0.10203,1.98248,-9.24454,1.47990,0.10204,1.98211
82,8300,-8.98687,1.46790,0.09972,1.97954,-9.12146,1.34247,0.09967,1.98015
83,8400,-8.95017,1.47950,0.09755,1.97872,-9.10728,1.49959,0.09744,1.97940
84,8500,-8.78283,1.44363,0.09514,1.97645,-8.97238,1.45702,0.09517,1.97603
85,8600,-8.66055,1.44010,0.09319,1.97554,-8.92193,1.44957,0.09310,1.97570
86,8700,-8.57625,1.44065,0.09108,1.97389,-8.78687,1.49792,0.09098,1.97328
87,8800,-8.62135,1.57128,0.08891,1.97100,-8.77860,1.48597,0.08904,1.97304
88,8900,-8.44844,1.50077,0.08680,1.96905,-8.71569,1.41997,0.08682,1.96932
89,9000,-8.33772,1.51574,0.08479,1.96765,-8.64125,1.43596,0.08477,1.96776
90,9100,-8.24422,1.47494,0.08278,1.96513,-8.58962,1.47145,0.08271,1.96598
91,9200,-8.17252,1.45396,0.08091,1.96330,-8.49286,1.50275,0.08077,1.96284
92,9300,-8.11239,1.54014,0.07903,1.96320,-8.42812,1.50831,0.07885,1.96073
93,9400,-8.00437,1.51798,0.07704,1.95919,-8.29783,1.58232,0.07699,1.95974
94,9500,-7.93544,1.53394,0.07533,1.95774,-8.15953,1.50698,0.07521,1.95719
