iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-1.91795,2.95210,0.34347,-2.02730,2.85900,0.34838,-1.85600,2.63331,0.31597
1,200,-2.13117,1.62124,0.29486,-1.91800,1.37138,0.28583,-1.96242,1.35436,0.27185
2,300,-2.39121,0.95527,0.27543,-2.22500,1.04288,0.26113,-2.15712,0.94040,0.24318
3,400,-2.68281,0.83022,0.25633,-2.42752,0.92881,0.24390,-2.34862,0.87018,0.22850
4,500,-2.93759,0.82315,0.24635,-2.68927,0.89396,0.23591,-2.71192,0.87213,0.23088
5,600,-3.30490,0.79499,0.24201,-2.98486,0.99317,0.23479,-2.94798,0.88168,0.22882
6,700,-3.60493,0.88578,0.23489,-3.37064,1.07594,0.24043,-3.16242,0.80946,0.22329
7,800,-3.81675,0.85209,0.22972,-3.61786,0.91498,0.24551,-3.34557,0.81007,0.21874
8,900,-4.00849,0.80720,0.22232,-3.87672,0.88148,0.24816,-3.45920,0.83626,0.21259
9,1000,-4.28827,0.91231,0.22188,-4.10942,0.85975,0.25213,-3.62565,0.88681,0.21344
10,1100,-4.47094,0.84662,0.21872,-4.42473,0.91659,0.25243,-3.87213,0.89113,0.21322
11,1200,-4.81923,0.84496,0.21655,-4.74031,0.89485,0.25345,-4.17708,0.90200,0.21447
12,1300,-4.91609,0.83626,0.21334,-5.05124,0.93110,0.25407,-4.38731,0.87287,0.21192
13,1400,-5.08920,0.88099,0.21082,-5.35212,0.94760,0.25585,-4.67535,0.87512,0.21646
14,1500,-5.31371,0.83719,0.20648,-5.68413,0.99649,0.25597,-4.98506,0.90662,0.21596
15,1600,-5.55707,0.90393,0.20808,-5.97233,0.99209,0.25456,-5.13884,0.97312,0.21617
16,1700,-5.76563,1.01965,0.20393,-6.30867,0.97950,0.25478,-5.39861,1.03860,0.21756
17,1800,-6.00231,0.98647,0.20478,-6.51871,0.95625,0.25251,-5.65280,0.99176,0.21896
18,1900,-6.23746,0.87141,0.20237,-6.84112,0.93637,0.25551,-6.00311,1.01127,0.22212
19,2000,-6.42223,1.04517,0.20463,-7.04587,1.08814,0.25595,-6.20851,1.00399,0.22158
20,2100,-6.67227,0.88600,0.20509,-7.34781,1.05165,0.25487,-6.60364,1.00066,0.22666
21,2200,-6.88937,0.87193,0.20308,-7.62206,1.02434,0.25244,-6.89230,1.03636,0.23015
22,2300,-7.05821,0.88195,0.20140,-7.84977,1.13367,0.25739,-7.19278,1.07480,0.23101
23,2400,-7.34212,0.99987,0.20476,-8.19683,1.03993,0.25413,-7.52315,1.17310,0.23261
24,2500,-7.53674,1.41892,0.20631,-8.50239,1.06396,0.25599,-7.83969,1.12709,0.23356
25,2600,-7.70332,1.06136,0.20678,-8.83395,1.12768,0.25551,-8.07719,1.12810,0.23223
26,2700,-8.02357,0.97204,0.20623,-8.98705,1.04923,0.25453,-8.29469,1.09339,0.23245
27,2800,-8.24004,1.25480,0.20673,-9.27951,1.06008,0.25211,-8.56532,1.17388,0.23386
28,2900,-8.28289,1.13672,0.20579,-9.55147,1.18420,0.25480,-8.86732,1.19934,0.23272
29,3000,-8.71571,1.16729,0.20755,-9.69728,1.16676,0.25226,-9.11931,1.13374,0.23393
30,3100,-8.87982,1.19125,0.20792,-10.06559,1.20173,0.25057,-9.37942,1.25492,0.23447
31,3200,-9.00102,1.20314,0.20619,-10.26354,1.13447,0.25240,-9.62525,1.28730,0.23265
32,3300,-9.27236,1.23689,0.20365,-10.41390,1.18931,0.25098,-9.92648,1.27448,0.23316
33,3400,-9.33877,1.23066,0.20474,-10.64716,1.13104,0.24740,-10.11853,1.30443,0.23175
34,3500,-9.70475,1.28287,0.20470,-10.80852,1.19978,0.24597,-10.41166,1.36800,0.23349
