iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value
0,100,6.69084,0.43410,6.73406,0.43513,6.84321,0.43790
1,200,3.07477,0.34629,2.96276,0.34368,2.98859,0.34813
2,300,2.51778,0.33524,2.48215,0.33434,2.52274,0.33797
3,400,2.29272,0.33593,2.22897,0.32771,2.20715,0.33215
4,500,2.00426,0.33490,2.09032,0.32602,2.01162,0.32924
5,600,1.91714,0.33205,1.93513,0.32193,1.87910,0.32521
6,700,1.89471,0.33036,2.00060,0.32336,1.86316,0.32096
7,800,1.81452,0.33156,1.92124,0.32124,1.86945,0.32056
8,900,1.77794,0.33005,1.87765,0.32346,1.84470,0.32304
9,1000,1.70648,0.32708,1.77226,0.32102,1.75212,0.32477
10,1100,1.71991,0.32761,1.74213,0.32009,1.66919,0.32022
11,1200,1.63907,0.32457,1.64730,0.31997,1.63166,0.32083
12,1300,1.57695,0.31996,1.61707,0.31768,1.59863,0.32153
13,1400,1.59334,0.32047,1.57133,0.31461,1.58456,0.32133
14,1500,1.61819,0.32002,1.60078,0.31367,1.61999,0.32150
15,1600,1.57894,0.31691,1.62184,0.31379,1.62254,0.32221
16,1700,1.59534,0.31511,1.57385,0.31253,1.60813,0.32224
17,1800,1.57715,0.31598,1.64676,0.31480,1.60998,0.32091
18,1900,1.59424,0.31454,1.61698,0.31221,1.60709,0.32039
19,2000,1.61385,0.31442,1.58042,0.31263,1.64819,0.32042
20,2100,1.60033,0.31306,1.63973,0.31268,1.63983,0.32253
21,2200,1.56244,0.30976,1.60927,0.30809,1.68969,0.32383
22,2300,1.59738,0.31021,1.63920,0.30984,1.62662,0.32195
23,2400,1.62575,0.31334,1.58590,0.30561,1.65349,0.32360
24,2500,1.62394,0.30963,1.60767,0.30881,1.62840,0.32240
25,2600,1.59879,0.30947,1.60421,0.30654,1.64969,0.32639
26,2700,1.56649,0.30921,1.58521,0.30564,1.69153,0.32727
27,2800,1.60427,0.30915,1.62733,0.30676,1.62256,0.32316
28,2900,1.61791,0.30982,1.57047,0.30424,1.69029,0.32593
29,3000,1.59706,0.31285,1.60470,0.30802,1.64550,0.32629
30,3100,1.63233,0.31012,1.63777,0.30780,1.64769,0.32653
31,3200,1.65505,0.31284,1.63894,0.30604,1.71279,0.32747
32,3300,1.65682,0.31362,1.63774,0.30851,1.71017,0.32881
33,3400,1.64580,0.31311,1.67211,0.30686,1.68197,0.32843
34,3500,1.64005,0.31234,1.70197,0.30834,1.67815,0.32820
35,3600,1.63274,0.31245,1.67746,0.30711,1.65619,0.32985
36,3700,1.62318,0.31307,1.69428,0.31216,1.65392,0.32878
37,3800,1.64118,0.31686,1.63244,0.30855,1.66014,0.33076
38,3900,1.63378,0.31687,1.67805,0.31137,1.62500,0.32812
39,4000,1.64128,0.32105,1.63399,0.31266,1.66143,0.33540
40,4100,1.66987,0.32036,1.66650,0.31377,1.67605,0.33144
41,4200,1.70760,0.32401,1.68267,0.31526,1.66401,0.33280
42,4300,1.61979,0.31902,1.66308,0.31555,1.65934,0.33361
43,4400,1.66170,0.32041,1.67157,0.31565,1.65932,0.33800
44,4500,1.64079,0.31893,1.64196,0.31496,1.67487,0.33216
45,4600,1.67751,0.32202,1.67735,0.31722,1.65069,0.33331
46,4700,1.69561,0.32559,1.71286,0.32284,1.68860,0.34015
47,4800,1.69032,0.32276,1.70145,0.32319,1.69273,0.33680
48,4900,1.67886,0.32255,1.71495,0.32341,1.75264,0.33889
49,5000,1.67460,0.32431,1.70167,0.32131,1.71969,0.33827
50,5100,1.71561,0.32585,1.69666,0.32173,1.74412,0.33955
51,5200,1.74813,0.32564,1.71085,0.32387,1.70489,0.33657
52,5300,1.74194,0.32463,1.75668,0.32756,1.72134,0.33744
53,5400,1.74321,0.32473,1.76381,0.32619,1.75391,0.34111
54,5500,1.76398,0.32724,1.78956,0.32418,1.79824,0.34027
55,5600,1.71389,0.32376,1.79234,0.32757,1.77119,0.33945
56,5700,1.72259,0.32579,1.77264,0.32579,1.74736,0.33768
57,5800,1.72835,0.32469,1.77207,0.32882,1.83815,0.33877
58,5900,1.74044,0.32609,1.79586,0.32884,1.81130,0.33931
59,6000,1.77550,0.32614,1.74304,0.32885,1.78550,0.34050
60,6100,1.81997,0.32634,1.80305,0.33026,1.82825,0.34026
61,6200,1.77357,0.32403,1.80824,0.33131,1.78400,0.34032
62,6300,1.75922,0.32548,1.78162,0.33144,1.82513,0.34164
63,6400,1.80637,0.32569,1.79818,0.32749,1.85445,0.33986
64,6500,1.79022,0.32765,1.82353,0.33105,1.81636,0.34070
65,6600,1.82727,0.32862,1.83489,0.32927,1.85446,0.33983
66,6700,1.79170,0.32671,1.83395,0.33084,1.87862,0.34071
67,6800,1.79646,0.32606,1.87359,0.33079,1.86274,0.33843
68,6900,1.80432,0.32851,1.86416,0.33519,1.88515,0.33715
69,7000,1.78025,0.32662,1.85950,0.33483,1.84859,0.33616
70,7100,1.83604,0.32795,1.84179,0.33411,1.91117,0.33668
71,7200,1.85569,0.32690,1.83407,0.33177,1.93566,0.33965
72,7300,1.86172,0.32685,1.83889,0.33038,2.02341,0.34033
73,7400,1.85376,0.32635,1.86169,0.33006,1.92937,0.33887
74,7500,1.87577,0.32678,1.87269,0.33347,1.92129,0.33648
75,7600,1.85891,0.32408,1.90159,0.33239,1.95418,0.33683
76,7700,1.81465,0.32457,1.88019,0.33248,1.93380,0.33595
77,7800,1.86130,0.32608,1.89882,0.33251,1.92616,0.33730
78,7900,1.90268,0.32896,1.87408,0.33126,1.88466,0.33950
79,8000,1.88338,0.32645,1.90763,0.33225,1.89802,0.33523
80,8100,1.85600,0.32408,1.96550,0.33404,1.96336,0.33635
81,8200,1.86708,0.32397,1.95381,0.32946,1.98196,0.33566
82,8300,1.87429,0.32801,1.89499,0.33268,1.91915,0.33691
83,8400,1.86135,0.32606,1.91104,0.33082,1.93676,0.33551
84,8500,1.91265,0.32502,1.90984,0.33289,1.95986,0.33511
85,8600,1.91750,0.32544,1.92057,0.33090,2.00631,0.33521
86,8700,1.87292,0.32438,1.91044,0.33069,1.97427,0.33466
87,8800,1.91827,0.32181,1.93865,0.33162,1.93740,0.33280
88,8900,1.88553,0.32213,1.94127,0.33093,2.00161,0.33681
89,9000,1.89995,0.32489,1.91427,0.32765,1.98684,0.33321
90,9100,1.90155,0.32376,1.92359,0.32616,1.97323,0.32919
91,9200,1.93689,0.32547,1.92405,0.32899,1.97203,0.33270
92,9300,1.93539,0.32211,1.95553,0.32738,1.98889,0.33490
93,9400,1.89273,0.32321,1.93471,0.33128,1.99989,0.33370
94,9500,1.90750,0.32216,1.91613,0.32639,2.02940,0.33322
95,9600,1.87695,0.31919,1.91673,0.32669,2.00548,0.32853
96,9700,1.91114,0.32240,1.92867,0.32709,2.02690,0.33003
97,9800,1.92446,0.31832,1.90987,0.32647,2.03749,0.33238
98,9900,1.95145,0.32061,1.92946,0.32746,2.01561,0.33112
99,10000,1.91203,0.32111,1.90868,0.32777,1.99053,0.32984
100,10100,1.93793,0.31826,1.94894,0.32424,1.97423,0.32518
101,10200,1.91601,0.31715,2.03162,0.32461,1.99157,0.32657
102,10300,1.91262,0.31681,1.93906,0.32404,2.02421,0.32671
103,10400,1.93005,0.31857,1.94805,0.32424,2.00101,0.32792
104,10500,1.96407,0.31586,1.92606,0.32211,2.02943,0.32778
105,10600,1.98517,0.31648,1.92971,0.32272,2.02925,0.32419
106,10700,1.92324,0.31388,1.93257,0.32272,2.07515,0.32607
107,10800,1.98345,0.31583,1.91510,0.31746,2.02563,0.32784
108,10900,1.88840,0.31484,1.91171,0.32154,2.00127,0.32612
109,11000,1.91143,0.31337,1.93486,0.31965,2.07661,0.32443
110,11100,1.92370,0.31515,1.91537,0.31983,2.02395,0.32473
111,11200,1.92451,0.31441,1.89838,0.31563,2.11690,0.32523
112,11300,1.91261,0.31313,1.88846,0.31530,2.08208,0.32452
113,11400,1.91672,0.31281,1.93254,0.31614,2.06879,0.32327
114,11500,1.95211,0.31072,1.86607,0.31400,2.05174,0.32165
115,11600,1.94736,0.31250,1.90350,0.31415,2.04245,0.32132
116,11700,1.91700,0.30993,1.92268,0.31413,2.05211,0.32175
117,11800,1.89939,0.30790,1.90407,0.31145,2.04022,0.31927
118,11900,1.90891,0.30968,1.85417,0.30844,2.05256,0.31788
119,12000,1.87401,0.30828,1.92842,0.30951,2.08098,0.31815
120,12100,1.92840,0.30338,1.90824,0.30685,2.04350,0.31575
121,12200,1.91628,0.30736,1.92315,0.31028,2.06062,0.31556
122,12300,1.90816,0.30640,1.91663,0.30602,2.07077,0.31523
123,12400,1.93254,0.30546,1.88627,0.30651,2.03758,0.31493
124,12500,1.89287,0.30526,1.89905,0.30599,2.06153,0.31536
125,12600,1.87400,0.30336,1.86345,0.30215,1.99933,0.31355
126,12700,1.91335,0.30350,1.89314,0.30262,2.00821,0.31393
127,12800,1.93032,0.30352,1.88961,0.30475,2.06560,0.31201
128,12900,1.93514,0.30327,1.88762,0.30352,2.05259,0.31053
129,13000,1.92268,0.30113,1.83242,0.29986,2.09014,0.30913
130,13100,1.89408,0.30116,1.84018,0.29982,2.02913,0.30707
131,13200,1.97074,0.30148,1.87501,0.29922,2.01248,0.30899
132,13300,1.90846,0.30034,1.83283,0.29737,2.04706,0.30671
133,13400,1.96896,0.30108,1.91274,0.29827,2.04485,0.30439
134,13500,1.86661,0.29678,1.84396,0.29721,2.08253,0.30575
135,13600,1.88173,0.29645,1.87336,0.29932,2.07543,0.30458
136,13700,1.93372,0.29730,1.83677,0.29596,2.03616,0.30082
137,13800,1.94434,0.29863,1.86390,0.29504,1.98846,0.30311
138,13900,1.92586,0.29712,1.84562,0.29385,1.98927,0.30142
139,14000,1.94073,0.29577,1.82892,0.29326,2.02042,0.29916
140,14100,1.88930,0.29316,1.83466,0.29310,2.10711,0.29988
141,14200,1.94862,0.29354,1.88706,0.29173,2.03591,0.29895
142,14300,1.93412,0.29159,1.84432,0.29078,1.98065,0.29937
143,14400,1.93081,0.29044,1.79007,0.29041,2.01738,0.29780
144,14500,1.92801,0.28910,1.82746,0.28916,1.98574,0.29787
145,14600,1.91171,0.28991,1.79632,0.28761,1.99300,0.29441
146,14700,1.95325,0.29166,1.87748,0.28828,1.98693,0.29562
147,14800,1.97763,0.29110,1.85066,0.28831,1.97396,0.29295
148,14900,1.93490,0.28769,1.85683,0.28674,1.97954,0.29371
149,15000,1.94207,0.28693,1.79839,0.28482,1.99378,0.29171
150,15100,1.94592,0.28818,1.79291,0.28468,2.00429,0.28976
151,15200,1.92047,0.28581,1.81011,0.28566,2.03171,0.28974
152,15300,1.95944,0.28558,1.76992,0.28456,2.00532,0.28930
153,15400,1.96939,0.28279,1.76674,0.28299,2.00887,0.28889
154,15500,1.96128,0.28574,1.83091,0.28335,1.98770,0.28965
155,15600,1.94950,0.28267,1.79211,0.28257,1.95178,0.28778
156,15700,1.96614,0.28375,1.81217,0.28368,2.00615,0.28586
157,15800,1.94175,0.28194,1.77905,0.28051,1.94314,0.28645
158,15900,2.00567,0.28273,1.84076,0.28237,2.00178,0.28400
159,16000,1.94843,0.28098,1.84236,0.28093,1.98302,0.28556
160,16100,1.98253,0.28138,1.80900,0.28055,1.94566,0.28484
161,16200,2.01539,0.28045,1.79572,0.28044,2.02015,0.28275
162,16300,2.01020,0.27911,1.85993,0.27977,1.99449,0.28441
163,16400,2.00823,0.27842,1.80370,0.27866,2.00745,0.28479
164,16500,1.98802,0.27846,1.77867,0.27728,2.00266,0.28358
165,16600,1.98738,0.27666,1.81547,0.27916,1.98251,0.28081
166,16700,2.02299,0.27874,1.82023,0.27783,1.98144,0.28120
167,16800,1.96495,0.27641,1.85393,0.27785,1.98836,0.28141
168,16900,2.00492,0.27656,1.82373,0.27725,2.00319,0.28075
169,17000,2.01762,0.27706,1.80223,0.27744,1.91611,0.27901
170,17100,2.01325,0.27735,1.85801,0.27687,2.04217,0.28075
171,17200,2.00523,0.27557,1.78874,0.27580,2.04109,0.28013
172,17300,2.08448,0.27509,1.82503,0.27475,2.00791,0.28062
173,17400,2.04447,0.27464,1.87005,0.27732,2.01672,0.27920
174,17500,2.03099,0.27620,1.81508,0.27484,1.95344,0.27826
175,17600,2.02140,0.27431,1.84862,0.27579,2.06652,0.27795
176,17700,2.01787,0.27426,1.82587,0.27548,2.01817,0.27787
177,17800,2.02038,0.27287,1.85941,0.27454,2.00270,0.27537
178,17900,2.05092,0.27513,1.83398,0.27636,2.04693,0.27845
179,18000,1.98489,0.27326,1.82736,0.27469,2.05676,0.27823
180,18100,2.03838,0.27288,1.84093,0.27372,1.99924,0.27686
181,18200,2.03172,0.27130,1.82739,0.27330,2.02225,0.27820
182,18300,2.00575,0.27001,1.87017,0.27575,2.01898,0.27705
183,18400,2.01031,0.26963,1.85623,0.27153,2.01933,0.27692
184,18500,2.00329,0.27031,1.83727,0.27103,1.99772,0.27499
185,18600,2.02686,0.27067,1.89234,0.27249,2.11415,0.27570
186,18700,2.00471,0.26902,1.83518,0.27222,2.08283,0.27617
187,18800,1.97555,0.26948,1.84907,0.27249,2.09542,0.27648
188,18900,1.98762,0.26804,1.88709,0.27269,2.06742,0.27618
189,19000,2.00316,0.26967,1.85789,0.27153,2.09227,0.27434
190,19100,1.98902,0.26847,1.83014,0.27032,2.02805,0.27389
191,19200,2.09978,0.27012,1.86626,0.27145,2.00734,0.27394
192,19300,2.04275,0.27045,1.83071,0.27037,2.06867,0.27354
193,19400,1.98144,0.27124,1.86923,0.27219,2.09925,0.27610
194,19500,2.03037,0.26904,1.85440,0.27069,2.05456,0.27255
195,19600,1.95546,0.26764,1.86002,0.27193,2.08616,0.27357
196,19700,1.95352,0.26588,1.89191,0.27049,2.06454,0.27380
197,19800,1.97719,0.26863,1.90414,0.27160,2.07981,0.27195
198,19900,2.00481,0.26740,1.82954,0.26623,2.05903,0.27385
199,20000,1.96318,0.26757,1.89992,0.26998,2.05335,0.27085
200,20100,2.04618,0.26570,1.89600,0.26830,2.07094,0.27295
201,20200,2.06047,0.26706,1.89393,0.26787,2.08061,0.27272
202,20300,2.02726,0.26878,1.87695,0.26776,2.09204,0.27176
203,20400,2.04474,0.26725,1.85129,0.26747,2.11301,0.27188
204,20500,1.93404,0.26717,1.91544,0.26651,2.06935,0.27255
205,20600,2.01239,0.26544,1.91572,0.26560,2.10039,0.27222
206,20700,1.98306,0.26498,1.86450,0.26465,2.03087,0.27060
207,20800,1.96758,0.26651,1.90659,0.26604,2.08495,0.27104
208,20900,1.95775,0.26340,1.89499,0.26605,2.08079,0.27019
209,21000,1.95916,0.26320,1.92204,0.26508,2.08428,0.26942
210,21100,1.96508,0.26357,1.89243,0.26464,2.08812,0.27108
211,21200,1.92726,0.26397,1.90110,0.26366,2.06798,0.26649
212,21300,2.01798,0.26345,1.90622,0.26387,2.07153,0.26800
213,21400,1.98662,0.26431,1.87353,0.26382,2.07192,0.26906
214,21500,1.96420,0.26066,1.86777,0.26151,2.08642,0.27108
215,21600,2.00133,0.26427,1.90056,0.26252,2.12169,0.26746
216,21700,1.97812,0.26387,1.95776,0.26286,2.06303,0.26767
217,21800,1.93843,0.26482,1.89327,0.26167,2.15244,0.26890
218,21900,1.96886,0.26134,1.93851,0.26447,2.08344,0.26885
219,22000,1.94942,0.26208,1.93083,0.26128,2.08265,0.26868
220,22100,1.94281,0.26035,1.88703,0.26135,2.07026,0.26877
221,22200,1.94887,0.26089,1.94086,0.26154,2.05546,0.26747
222,22300,2.01179,0.26552,1.89743,0.25927,2.11098,0.26799
223,22400,2.00251,0.26132,1.87106,0.25871,2.09231,0.26859
224,22500,1.92198,0.26066,1.91265,0.26072,2.04445,0.26675
225,22600,1.98420,0.26169,1.89684,0.25919,2.02375,0.26550
226,22700,1.97416,0.26294,1.88504,0.25923,2.05509,0.26418
227,22800,1.99216,0.25959,1.90016,0.25933,2.06218,0.26680
228,22900,1.99695,0.25772,1.88812,0.25605,2.04882,0.26734
229,23000,1.97991,0.25831,1.92268,0.25739,2.05433,0.26559
230,23100,1.98680,0.26117,1.94188,0.25758,2.10476,0.26553
231,23200,1.95929,0.26049,1.87844,0.25527,2.07591,0.26538
232,23300,1.91762,0.25894,1.89866,0.25581,2.06425,0.26758
233,23400,2.00408,0.26057,1.85515,0.25510,2.17319,0.26701
234,23500,1.96163,0.25887,1.90012,0.25496,2.04167,0.26732
235,23600,1.96160,0.26009,1.91546,0.25460,2.08468,0.26570
236,23700,1.97500,0.25724,1.86798,0.25449,2.01741,0.26436
237,23800,2.00528,0.25950,1.95406,0.25405,2.08275,0.26506
238,23900,1.98377,0.25852,1.86999,0.25400,2.06426,0.26217
239,24000,1.91379,0.25781,1.88297,0.25372,2.12874,0.26255
240,24100,2.05805,0.25831,1.96657,0.25494,2.03519,0.26360
241,24200,2.01869,0.25884,1.90608,0.25235,2.00681,0.26344
242,24300,1.95103,0.25764,1.91169,0.25525,2.08690,0.26619
243,24400,1.98685,0.25973,1.87121,0.25131,2.09599,0.26474
244,24500,1.98698,0.25653,1.90499,0.25191,2.04205,0.26481
245,24600,1.99914,0.25689,1.86055,0.25085,2.10956,0.26466
246,24700,2.00672,0.25667,1.90109,0.25127,2.10796,0.26277
247,24800,1.99909,0.25848,1.86342,0.25184,2.02984,0.26138
248,24900,1.91951,0.25644,1.92194,0.24873,2.10181,0.26228
