iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss
0,100,6.26156,0.50519,2.70528,6.07353,0.50634,2.70500,6.06342,0.50547,2.70591
1,200,2.19101,0.48341,2.70407,1.72265,0.48029,2.70341,1.74960,0.48021,2.70299
2,300,1.24647,0.44670,2.70250,0.93074,0.44455,2.70167,0.89137,0.44552,2.70276
3,400,0.67405,0.41342,2.70059,0.50580,0.41236,2.70091,0.50366,0.41216,2.70064
4,500,0.41248,0.38425,2.70011,0.29225,0.38527,2.69942,0.29415,0.38428,2.69960
5,600,0.34877,0.35868,2.69807,0.20750,0.35832,2.69815,0.20983,0.35900,2.69863
6,700,0.32513,0.33583,2.69741,0.17855,0.33482,2.69718,0.18358,0.33501,2.69682
7,800,0.33013,0.31360,2.69591,0.16380,0.31356,2.69608,0.17214,0.31305,2.69684
8,900,0.33165,0.29346,2.69503,0.16024,0.29318,2.69587,0.15944,0.29268,2.69473
9,1000,0.32871,0.27358,2.69339,0.15809,0.27335,2.69338,0.15573,0.27248,2.69343
10,1100,0.33548,0.25438,2.69214,0.15714,0.25428,2.69182,0.16448,0.25522,2.69144
11,1200,0.33855,0.23801,2.69109,0.15390,0.23838,2.69054,0.15738,0.23761,2.69022
12,1300,0.34734,0.22344,2.68954,0.15500,0.22282,2.68943,0.15760,0.22248,2.68879
13,1400,0.34143,0.20973,2.68700,0.15542,0.20893,2.68776,0.15611,0.20821,2.68729
14,1500,0.34677,0.19623,2.68642,0.15813,0.19632,2.68588,0.16230,0.19594,2.68666
15,1600,0.35102,0.18425,2.68468,0.16486,0.18368,2.68490,0.16252,0.18422,2.68419
16,1700,0.35090,0.17360,2.68300,0.16733,0.17318,2.68257,0.16095,0.17304,2.68274
17,1800,0.35355,0.16306,2.68057,0.17349,0.16252,2.68121,0.16199,0.16258,2.68081
