iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value,4_maddpg_actor_loss,4_maddpg_critic_loss,4_count_value
0,100,-1.80074,3.84540,0.30009,-1.79568,3.10364,0.26947,-1.68673,2.66320,0.24905,-1.62052,2.34824,0.23675
1,200,-1.53633,1.80648,0.21403,-1.59928,1.60673,0.20901,-1.55383,1.40021,0.20044,-1.52423,1.08176,0.19862
2,300,-1.79130,1.70177,0.20218,-1.74247,1.58655,0.19951,-1.75231,1.54010,0.19659,-1.73877,0.91626,0.19466
3,400,-2.09436,1.57012,0.19796,-1.96998,1.43646,0.19474,-1.99672,1.52107,0.19296,-1.99791,0.90901,0.18963
4,500,-2.36030,1.40568,0.19252,-2.32657,1.45980,0.19010,-2.27864,1.41557,0.18853,-2.28435,0.94868,0.18851
5,600,-2.66328,1.58557,0.19482,-2.59214,1.46797,0.19137,-2.54791,1.54087,0.19033,-2.57324,1.00145,0.18880
6,700,-2.99761,1.37923,0.19565,-2.98742,1.41848,0.19489,-2.84914,1.57384,0.19360,-2.83365,1.10127,0.19188
7,800,-3.22149,1.46915,0.19803,-3.33029,1.49691,0.19646,-3.09661,1.42606,0.19501,-3.13690,1.07596,0.19537
8,900,-3.43991,1.53834,0.19902,-3.40999,1.50542,0.19807,-3.34634,1.40659,0.19633,-3.38813,1.11692,0.19683
9,1000,-3.70758,1.61859,0.20045,-3.60031,1.46715,0.19736,-3.56377,1.50667,0.19790,-3.53854,1.07745,0.19672
10,1100,-3.91368,1.51138,0.20291,-3.95807,1.47866,0.20119,-3.81182,1.57901,0.20047,-3.78224,1.21643,0.19971
11,1200,-4.19875,1.55438,0.20313,-4.14801,1.43544,0.20119,-3.99080,1.50297,0.20135,-3.92738,1.16647,0.20002
12,1300,-4.41361,1.50013,0.20487,-4.36848,1.44974,0.20229,-4.28315,1.44516,0.20157,-4.27139,1.21148,0.20338
13,1400,-4.64590,1.48320,0.20186,-4.57837,1.42159,0.20240,-4.51728,1.48996,0.20134,-4.52215,1.25434,0.20197
14,1500,-4.79446,1.46908,0.20273,-4.80914,1.46271,0.20148,-4.70297,1.39718,0.19995,-4.72145,1.25506,0.20310
15,1600,-5.00579,1.51961,0.20225,-5.05033,1.44313,0.20327,-4.89769,1.51163,0.20221,-5.03606,1.15350,0.20144
16,1700,-5.23682,1.43521,0.20462,-5.28072,1.45389,0.20471,-5.18163,1.48046,0.20441,-5.28061,1.23260,0.20321
17,1800,-5.59177,1.77591,0.20511,-5.45623,1.56196,0.20192,-5.42731,1.52678,0.20427,-5.52735,1.26564,0.20408
18,1900,-5.70672,1.59446,0.20274,-5.77751,1.52663,0.20303,-5.60858,1.44790,0.20353,-5.78489,1.26962,0.20206
19,2000,-5.99770,1.54949,0.20031,-6.00504,1.53575,0.20414,-5.84703,1.52170,0.20210,-6.02009,1.28614,0.20142
20,2100,-6.23236,1.56211,0.20163,-6.23578,1.66388,0.20166,-6.05517,1.50925,0.20063,-6.28804,1.31817,0.20050
21,2200,-6.38162,1.60309,0.19956,-6.44338,1.54209,0.20136,-6.33061,1.49369,0.19881,-6.36445,1.44672,0.19779
22,2300,-6.61860,1.47508,0.19829,-6.61852,1.61948,0.19839,-6.58409,1.51061,0.19896,-6.62834,1.30578,0.19823
23,2400,-6.84055,1.53396,0.19798,-6.77871,1.69293,0.19745,-6.64671,1.56413,0.19774,-6.91861,1.41296,0.19738
24,2500,-6.97322,1.47915,0.19610,-7.05524,1.49236,0.19726,-6.91709,1.52456,0.19823,-7.07031,1.42871,0.19760
25,2600,-7.26597,1.48286,0.19508,-7.22617,1.47764,0.19598,-7.09966,1.48921,0.19618,-7.22207,1.39058,0.19577
26,2700,-7.39700,1.70119,0.19871,-7.49524,1.64759,0.19655,-7.29876,1.56674,0.19529,-7.41085,1.61649,0.19701
27,2800,-7.69772,1.55255,0.19671,-7.60447,1.55822,0.19775,-7.53459,1.54124,0.19429,-7.67305,1.37300,0.19410
28,2900,-7.86932,1.64615,0.19746,-7.86169,1.54658,0.19549,-7.75671,1.54957,0.19630,-7.89042,1.34816,0.19536
29,3000,-7.98297,1.73523,0.19542,-8.11535,1.50524,0.19528,-7.92348,1.50270,0.19433,-8.05286,1.35246,0.19569
30,3100,-8.27086,1.70411,0.19874,-8.38823,1.62092,0.19685,-8.06237,1.58634,0.19389,-8.22758,1.43364,0.19530
