iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_count_value,2_maddpg_actor_loss,2_maddpg_critic_loss,2_count_value,3_maddpg_actor_loss,3_maddpg_critic_loss,3_count_value
0,100,-2.21841,3.48857,0.45338,-2.16272,3.40977,0.43160,-2.29301,3.38909,0.44854
1,200,-2.43255,1.44343,0.35156,-2.43908,1.38125,0.34330,-2.50015,1.40122,0.35831
2,300,-2.92541,1.34579,0.34428,-2.83993,1.39246,0.34360,-2.81026,1.27838,0.33637
3,400,-3.30546,1.13805,0.34155,-3.21851,1.16929,0.34433,-3.23325,1.15246,0.33842
4,500,-3.58898,1.14542,0.34008,-3.52265,1.13616,0.33608,-3.62205,1.15930,0.33936
5,600,-3.91662,1.05281,0.33744,-3.80826,1.04233,0.33567,-3.94007,1.10951,0.33886
6,700,-4.21836,1.07432,0.33057,-4.15027,1.07049,0.33349,-4.25324,1.18403,0.33084
7,800,-4.58481,1.30158,0.32999,-4.37965,1.23969,0.32891,-4.70223,1.16523,0.33146
8,900,-5.01790,1.14859,0.32794,-4.83161,1.15654,0.32863,-5.11110,1.17409,0.33116
9,1000,-5.36603,1.07171,0.32646,-5.21498,1.12352,0.32638,-5.43785,1.23991,0.33178
10,1100,-5.73587,1.09664,0.32664,-5.64825,1.15900,0.33036,-5.84947,1.22082,0.33189
11,1200,-6.06428,1.20428,0.32489,-6.07140,1.26981,0.33441,-6.23532,1.21981,0.33176
12,1300,-6.31938,1.18773,0.32396,-6.46836,1.17205,0.33511,-6.64065,1.22708,0.33140
13,1400,-6.76797,1.20061,0.32344,-6.90497,1.14464,0.33539,-7.02740,1.30712,0.33264
14,1500,-7.14902,1.47978,0.32255,-7.28634,1.28016,0.34115,-7.40778,1.39216,0.33423
15,1600,-7.47751,1.42235,0.32487,-7.85752,1.58217,0.34116,-7.75931,1.33043,0.33871
16,1700,-8.01574,1.28045,0.32697,-8.05384,1.61989,0.34819,-8.22950,1.33887,0.33532
17,1800,-8.37916,1.49216,0.32792,-8.54650,1.60901,0.34866,-8.64048,1.46997,0.33800
18,1900,-8.82896,1.45003,0.33247,-9.15547,1.63286,0.35184,-9.15337,1.56067,0.33963
19,2000,-9.23719,1.46121,0.33113,-9.60928,1.37291,0.35233,-9.46976,1.49069,0.33871
20,2100,-9.55392,1.44505,0.33037,-10.00720,1.32468,0.35095,-9.86624,1.44720,0.34181
21,2200,-9.91800,1.51679,0.33362,-10.44927,1.48831,0.35300,-10.29940,1.54900,0.34137
22,2300,-10.39514,1.44265,0.33491,-10.85969,1.43527,0.35590,-10.53648,1.89342,0.33925
23,2400,-10.80255,1.30472,0.33635,-11.30702,1.63828,0.35247,-11.01506,1.63748,0.34160
24,2500,-11.14904,1.64403,0.33799,-11.75138,1.49659,0.35459,-11.29984,1.78632,0.34174
25,2600,-11.49089,1.47519,0.33813,-12.19408,1.83299,0.35399,-11.89001,1.89665,0.34203
26,2700,-11.82948,1.27910,0.33502,-12.16296,2.60442,0.35754,-12.15944,1.66350,0.34101
27,2800,-12.17215,1.37852,0.33749,-12.76331,1.70248,0.35458,-12.35070,1.60319,0.34114
28,2900,-12.57860,1.40732,0.33680,-13.16042,1.59331,0.35437,-12.74526,1.56485,0.34065
29,3000,-12.93975,1.38767,0.33804,-13.54556,1.89147,0.35432,-13.10432,1.64713,0.34178
30,3100,-13.27023,1.31776,0.33927,-13.84850,1.71422,0.35370,-13.29730,1.67697,0.34279
31,3200,-13.60372,1.32156,0.33715,-14.17382,1.79222,0.35413,-13.69530,1.70690,0.33999
32,3300,-13.93113,1.34044,0.34095,-14.44644,1.60297,0.35085,-14.13837,1.65993,0.34024
33,3400,-14.31809,1.38074,0.33933,-14.80014,1.87279,0.34845,-14.17786,1.69320,0.33961
34,3500,-14.60018,2.04563,0.34140,-15.03750,1.95861,0.35113,-14.53602,1.79624,0.34041
35,3600,-14.79803,2.06560,0.34315,-15.44689,2.06255,0.34799,-14.92187,1.95688,0.34041
36,3700,-15.20534,1.66282,0.34145,-15.65294,1.83094,0.34566,-15.25678,1.85238,0.33808
37,3800,-15.41534,1.41758,0.33822,-15.86038,1.64306,0.34285,-15.43843,1.74284,0.33663
38,3900,-15.73860,1.37682,0.33929,-16.19944,1.60659,0.34166,-15.59343,1.80859,0.33785
39,4000,-15.95379,1.41415,0.34041,-16.36791,1.42641,0.34120,-15.78568,1.85387,0.33586
40,4100,-16.25962,1.36957,0.34031,-16.54442,1.40548,0.34229,-16.00977,1.76430,0.33730
41,4200,-16.61807,1.42705,0.34308,-16.79457,1.43833,0.33892,-16.18435,1.87893,0.33471
42,4300,-16.86986,1.73779,0.34281,-17.11932,1.60726,0.33950,-16.52181,1.78466,0.33466
43,4400,-17.34191,2.15336,0.33942,-17.34602,1.72480,0.33711,-16.66212,1.87093,0.33378
44,4500,-17.33155,2.34582,0.34017,-17.50226,1.63810,0.33833,-16.99009,1.85239,0.33397
45,4600,-17.60511,2.15488,0.33967,-17.74097,1.47081,0.33830,-17.03290,1.82208,0.33288
46,4700,-17.77978,1.77488,0.33765,-17.87917,1.39291,0.33628,-17.28704,1.86622,0.33269
47,4800,-17.90796,1.93720,0.33902,-17.98801,1.39863,0.33497,-17.38878,1.83973,0.33017
48,4900,-18.11838,1.88296,0.33599,-18.19082,1.43500,0.32969,-17.61469,1.87045,0.33138
49,5000,-18.35944,1.92289,0.33524,-18.35304,1.96169,0.32977,-17.79442,1.85290,0.32858
50,5100,-18.49588,1.86183,0.33390,-18.46051,1.84077,0.32769,-17.91898,1.95563,0.33147
51,5200,-18.94020,1.91022,0.33569,-18.47827,1.69586,0.33064,-18.09153,1.84871,0.33008
52,5300,-18.81532,1.91101,0.33727,-18.60325,1.74244,0.32906,-18.16357,1.99725,0.32831
