iteration,episode,1_iql_loss,1_rnd_forward_loss,2_iql_loss,2_rnd_forward_loss
0,100,31.74182,1.17611,30.88844,1.13896
1,200,13.30002,1.17796,13.70359,1.13473
2,300,1.24446,1.16971,3.21064,1.13005
3,400,1.01910,1.16629,1.54673,1.12653
4,500,1.04038,1.16071,1.18658,1.12271
5,600,1.04066,1.15548,1.14538,1.11831
6,700,1.04951,1.14776,1.17066,1.11388
7,800,1.00922,1.14301,1.19923,1.10936
8,900,1.01383,1.13772,1.26593,1.10462
9,1000,1.04811,1.13306,1.22835,1.10081
10,1100,1.02170,1.12733,1.25871,1.09595
11,1200,1.02553,1.12247,1.28709,1.09165
12,1300,1.03631,1.11668,1.37740,1.08681
13,1400,0.99781,1.11060,1.37430,1.08212
14,1500,1.01680,1.10720,1.38745,1.07852
15,1600,1.04274,1.10097,1.41967,1.07466
16,1700,1.01235,1.09754,1.44752,1.06880
17,1800,1.01336,1.09270,1.48201,1.06442
18,1900,0.98522,1.08687,1.43048,1.05971
19,2000,1.03519,1.08098,1.46841,1.05480
20,2100,1.03784,1.07620,1.49905,1.05070
21,2200,1.02687,1.07100,1.54737,1.04538
22,2300,1.05766,1.06631,1.50609,1.04113
23,2400,0.99616,1.06092,1.54493,1.03651
24,2500,1.03131,1.05652,1.55424,1.03204
25,2600,1.03350,1.05121,1.58513,1.02714
26,2700,1.02018,1.04558,1.66265,1.02283
27,2800,0.98767,1.04255,1.61120,1.01761
28,2900,1.01952,1.03615,1.61549,1.01380
29,3000,0.99345,1.03205,1.64299,1.00966
30,3100,0.98934,1.02633,1.53774,1.00447
31,3200,1.02495,1.02159,1.79480,1.00078
32,3300,1.01771,1.01753,1.65860,0.99486
33,3400,1.01727,1.01105,1.66520,0.99092
34,3500,0.99944,1.00672,1.64369,0.98639
35,3600,1.03277,1.00187,1.69550,0.98118
36,3700,1.05720,0.99752,1.64753,0.97746
37,3800,1.00065,0.99255,1.68784,0.97288
38,3900,1.01062,0.98801,1.67771,0.96852
39,4000,1.03432,0.98343,1.73093,0.96422
40,4100,1.02813,0.97880,1.67788,0.95956
41,4200,1.04072,0.97483,1.67360,0.95584
42,4300,1.04047,0.97051,1.63604,0.95153
43,4400,1.04716,0.96449,1.67447,0.94745
44,4500,1.04213,0.96067,1.68427,0.94238
45,4600,1.05992,0.95568,1.71177,0.93812
46,4700,1.01046,0.95154,1.77039,0.93362
47,4800,1.03634,0.94689,1.69562,0.92993
48,4900,1.03081,0.94171,1.67805,0.92584
49,5000,1.01401,0.93800,1.79703,0.92101
50,5100,1.01993,0.93360,1.69668,0.91650
51,5200,0.98382,0.92823,1.62541,0.91214
52,5300,1.00384,0.92405,1.82741,0.90901
53,5400,0.99811,0.91993,1.83586,0.90419
54,5500,1.01555,0.91561,1.77069,0.90035
55,5600,1.01405,0.91102,1.71669,0.89574
56,5700,1.03267,0.90776,1.77628,0.89208
57,5800,0.99993,0.90289,1.71732,0.88792
58,5900,1.02886,0.89902,1.74364,0.88423
59,6000,1.01751,0.89468,1.78129,0.87989
60,6100,1.02475,0.88981,1.75981,0.87600
61,6200,1.03742,0.88627,1.86873,0.87130
62,6300,1.02478,0.88183,1.73472,0.86743
63,6400,1.02181,0.87737,1.82066,0.86394
64,6500,1.01106,0.87336,1.75115,0.86024
65,6600,1.01313,0.86872,1.85912,0.85594
66,6700,1.03728,0.86466,1.75710,0.85237
67,6800,1.00409,0.86065,1.65805,0.84858
68,6900,1.00179,0.85604,1.87070,0.84502
69,7000,1.00147,0.85186,1.73492,0.84023
70,7100,1.00969,0.84725,1.70761,0.83632
71,7200,1.00096,0.84371,1.68578,0.83259
72,7300,1.01090,0.83998,1.65770,0.82892
73,7400,1.02243,0.83503,1.67788,0.82479
74,7500,1.02474,0.83148,1.72613,0.82097
75,7600,1.02058,0.82731,1.60679,0.81685
76,7700,1.00372,0.82367,1.60704,0.81334
77,7800,0.99880,0.81963,1.72018,0.80925
78,7900,0.98724,0.81481,1.61810,0.80556
79,8000,0.98869,0.81064,1.66475,0.80182
80,8100,1.01872,0.80765,1.71374,0.79751
81,8200,1.03666,0.80277,1.62033,0.79432
82,8300,1.02590,0.79978,1.60040,0.79005
83,8400,1.07113,0.79510,1.72889,0.78618
84,8500,1.05384,0.79136,1.56439,0.78225
85,8600,1.03484,0.78790,1.77648,0.77834
86,8700,1.03531,0.78312,1.64281,0.77487
87,8800,1.00945,0.77985,1.61272,0.77112
88,8900,1.02044,0.77574,1.66598,0.76728
89,9000,1.03888,0.77126,1.57930,0.76424
90,9100,1.02339,0.76789,1.57121,0.75988
91,9200,1.05672,0.76357,1.83810,0.75555
92,9300,0.99733,0.75943,1.66511,0.75180
93,9400,0.98380,0.75562,1.62650,0.74857
94,9500,1.02862,0.75212,1.60417,0.74529
95,9600,1.02784,0.74823,1.65452,0.74146
96,9700,1.04128,0.74397,1.71685,0.73729
97,9800,1.02365,0.74057,1.64172,0.73400
98,9900,0.98866,0.73660,1.52828,0.73067
99,10000,1.01708,0.73315,1.62771,0.72675
100,10100,1.03039,0.72854,1.59109,0.72274
101,10200,1.00090,0.72513,1.56918,0.71886
102,10300,0.99147,0.72126,1.55755,0.71580
103,10400,0.99675,0.71787,1.61086,0.71197
104,10500,1.01761,0.71428,1.57294,0.70811
105,10600,1.03405,0.71018,1.57216,0.70445
106,10700,1.02669,0.70643,1.59550,0.70087
107,10800,1.04263,0.70289,1.58320,0.69755
108,10900,1.01188,0.69914,1.58187,0.69394
109,11000,1.01079,0.69535,1.65308,0.68977
110,11100,1.01894,0.69192,1.61565,0.68654
111,11200,1.00767,0.68782,1.54110,0.68298
112,11300,1.05768,0.68452,1.60506,0.67894
113,11400,1.01340,0.68065,1.64230,0.67563
114,11500,1.03147,0.67740,1.53467,0.67206
115,11600,1.01368,0.67370,1.59094,0.66830
116,11700,1.02805,0.67003,1.61276,0.66469
117,11800,1.01375,0.66617,1.61707,0.66140
118,11900,1.04129,0.66245,1.46775,0.65777
119,12000,0.99980,0.65868,1.65252,0.65373
120,12100,1.04186,0.65533,1.49879,0.65081
121,12200,1.02051,0.65158,1.56323,0.64737
122,12300,0.98972,0.64800,1.43738,0.64314
123,12400,1.02650,0.64457,1.51434,0.63984
124,12500,1.03402,0.64102,1.49205,0.63663
125,12600,1.01393,0.63711,1.47743,0.63317
126,12700,1.01301,0.63362,1.50809,0.62956
127,12800,1.05688,0.63026,1.53043,0.62622
128,12900,1.04561,0.62652,1.45603,0.62248
129,13000,1.00431,0.62303,1.45632,0.61933
130,13100,1.02537,0.61974,1.49806,0.61618
131,13200,1.03759,0.61625,1.46020,0.61231
132,13300,1.02884,0.61252,1.44027,0.60879
133,13400,0.99670,0.60947,1.45686,0.60564
134,13500,1.01788,0.60562,1.53395,0.60200
135,13600,1.00435,0.60238,1.46158,0.59865
136,13700,1.02401,0.59883,1.46191,0.59554
137,13800,1.01610,0.59569,1.49291,0.59223
138,13900,1.02575,0.59208,1.50674,0.58897
139,14000,1.02403,0.58893,1.52840,0.58552
140,14100,1.03495,0.58549,1.47717,0.58203
141,14200,0.99229,0.58213,1.42026,0.57855
142,14300,0.99995,0.57872,1.43530,0.57471
143,14400,0.99755,0.57562,1.45235,0.57162
144,14500,0.98715,0.57233,1.50979,0.56801
145,14600,1.00392,0.56911,1.46644,0.56491
146,14700,1.02101,0.56529,1.43193,0.56158
147,14800,0.98490,0.56241,1.43723,0.55846
148,14900,1.01330,0.55908,1.42389,0.55501
149,15000,1.01587,0.55559,1.37975,0.55216
150,15100,0.99195,0.55227,1.47830,0.54890
151,15200,1.02385,0.54879,1.37788,0.54586
152,15300,1.03001,0.54535,1.46665,0.54210
153,15400,1.02395,0.54239,1.46020,0.53918
154,15500,0.99643,0.53918,1.45175,0.53603
155,15600,1.01086,0.53570,1.46470,0.53281
156,15700,1.00263,0.53259,1.48628,0.53016
157,15800,1.00616,0.52920,1.40093,0.52592
158,15900,0.99209,0.52594,1.44575,0.52314
159,16000,1.01016,0.52296,1.48694,0.52048
160,16100,1.01976,0.51986,1.40666,0.51677
161,16200,0.99264,0.51654,1.49315,0.51390
162,16300,1.00080,0.51328,1.41859,0.51060
163,16400,1.01030,0.51008,1.45647,0.50770
164,16500,1.00999,0.50707,1.43674,0.50452
165,16600,1.03507,0.50396,1.36124,0.50125
166,16700,1.00647,0.50086,1.45713,0.49849
167,16800,1.02389,0.49769,1.50532,0.49546
168,16900,1.01473,0.49428,1.43473,0.49201
169,17000,0.99883,0.49142,1.39658,0.48903
170,17100,1.01682,0.48839,1.37779,0.48612
171,17200,1.02490,0.48522,1.40644,0.48238
172,17300,1.02568,0.48207,1.41053,0.47942
173,17400,1.01000,0.47896,1.44510,0.47626
174,17500,0.99780,0.47621,1.40347,0.47339
175,17600,1.02576,0.47315,1.42709,0.47081
176,17700,0.99784,0.47018,1.39008,0.46729
177,17800,1.00619,0.46712,1.38333,0.46405
178,17900,1.02589,0.46431,1.41359,0.46145
179,18000,1.02599,0.46123,1.38695,0.45848
180,18100,1.00524,0.45858,1.36470,0.45560
181,18200,1.01438,0.45527,1.36331,0.45216
182,18300,1.05311,0.45238,1.44843,0.44909
183,18400,1.05244,0.44951,1.42045,0.44687
184,18500,1.00741,0.44667,1.39267,0.44360
185,18600,0.99003,0.44335,1.45961,0.44055
186,18700,1.00811,0.44039,1.39876,0.43759
187,18800,1.00775,0.43770,1.37653,0.43446
188,18900,1.03655,0.43503,1.40472,0.43190
189,19000,1.04133,0.43187,1.37303,0.42848
