iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value
0,100,5.68717,0.41051,4.48800,0.36749
1,200,2.25363,0.26493,1.86579,0.25817
2,300,2.43294,0.25003,1.89871,0.24835
3,400,2.45941,0.24392,1.78821,0.24421
4,500,2.47120,0.23857,1.73274,0.23398
5,600,2.32994,0.22824,1.76775,0.23269
6,700,2.30678,0.22805,1.66212,0.22527
7,800,2.27990,0.22041,1.71030,0.22108
8,900,2.33364,0.21851,1.72396,0.21894
9,1000,2.22864,0.21678,1.73385,0.21642
10,1100,2.30846,0.21355,1.77461,0.21352
11,1200,2.34535,0.21273,1.85814,0.21270
12,1300,2.39329,0.21160,1.86772,0.20859
13,1400,2.31751,0.21077,1.96122,0.20956
14,1500,2.31140,0.20839,2.04900,0.20878
15,1600,2.33075,0.20567,2.09246,0.20746
16,1700,2.30625,0.20186,2.13250,0.20385
17,1800,2.33047,0.20126,2.16173,0.20133
18,1900,2.30919,0.20117,2.24392,0.19966
19,2000,2.30038,0.20141,2.29423,0.19807
20,2100,2.26754,0.19743,2.35517,0.19940
21,2200,2.35050,0.19747,2.38471,0.19682
22,2300,2.30910,0.19532,2.49237,0.19616
23,2400,2.25373,0.19546,2.49948,0.19513
24,2500,2.28465,0.19358,2.60925,0.19238
25,2600,2.34139,0.19703,2.57705,0.19363
26,2700,2.29730,0.19399,2.69417,0.19431
27,2800,2.28099,0.19185,2.72416,0.19039
28,2900,2.25736,0.19008,2.86001,0.18976
29,3000,2.28636,0.18781,2.81762,0.18878
30,3100,2.29595,0.18868,2.87303,0.18907
31,3200,2.27104,0.18764,2.82263,0.18567
32,3300,2.30009,0.18582,2.87145,0.18524
33,3400,2.31687,0.18463,2.93542,0.18548
34,3500,2.27807,0.18560,3.06034,0.18482
35,3600,2.29235,0.18410,2.98226,0.18573
36,3700,2.30120,0.18499,2.99773,0.18272
37,3800,2.23696,0.18290,3.14562,0.18419
38,3900,2.28636,0.18426,3.18910,0.18543
39,4000,2.24929,0.18037,3.12621,0.18152
40,4100,2.24975,0.18082,3.16253,0.17921
41,4200,2.24921,0.17990,3.05924,0.17680
42,4300,2.21932,0.17658,3.26471,0.17688
43,4400,2.24193,0.17931,3.26582,0.17685
44,4500,2.22879,0.17685,3.30752,0.17602
45,4600,2.26892,0.17684,3.24756,0.17811
46,4700,2.21385,0.17694,3.28573,0.17490
47,4800,2.26875,0.17580,3.42411,0.17619
48,4900,2.20415,0.17607,3.41949,0.17572
49,5000,2.26306,0.17370,3.51711,0.17480
50,5100,2.21347,0.17534,3.48573,0.17749
51,5200,2.20774,0.17375,3.53867,0.17258
52,5300,2.26424,0.17301,3.40868,0.17111
53,5400,2.22955,0.17072,3.44377,0.17167
54,5500,2.21321,0.17172,3.47297,0.17147
55,5600,2.24532,0.16948,3.52297,0.17242
56,5700,2.20009,0.17070,3.66469,0.17019
57,5800,2.16169,0.16988,3.65856,0.16960
58,5900,2.18191,0.16912,3.52876,0.16895
59,6000,2.18650,0.16916,3.72983,0.16944
60,6100,2.19789,0.16797,3.46924,0.16806
61,6200,2.14728,0.16618,3.49578,0.16715
62,6300,2.14194,0.16525,3.74876,0.16510
63,6400,2.08457,0.16406,3.39342,0.16525
64,6500,2.14006,0.16433,3.64213,0.16499
65,6600,2.13162,0.16694,3.84325,0.16538
66,6700,2.14123,0.16381,3.75432,0.16300
67,6800,2.19672,0.16501,3.74893,0.16218
68,6900,2.15627,0.16360,3.61696,0.16261
69,7000,2.09061,0.16222,3.78430,0.16155
70,7100,2.15070,0.16155,3.76509,0.16046
71,7200,2.06080,0.15978,3.64827,0.16063
72,7300,2.13015,0.16080,3.78581,0.15954
73,7400,2.07038,0.15824,3.83414,0.16011
74,7500,2.14995,0.15911,3.66469,0.15947
75,7600,2.12509,0.15852,3.64563,0.15876
76,7700,2.06976,0.15752,3.66190,0.15691
77,7800,2.08166,0.15746,3.87728,0.15670
78,7900,2.09691,0.15717,3.67752,0.15565
79,8000,2.04726,0.15568,3.93341,0.15940
80,8100,2.05026,0.15472,3.77979,0.15581
81,8200,2.04455,0.15456,4.17211,0.15631
82,8300,2.03162,0.15441,3.90571,0.15359
83,8400,2.03219,0.15476,3.69539,0.15442
84,8500,2.07706,0.15383,3.85853,0.15162
85,8600,2.01687,0.15349,3.87215,0.15259
86,8700,2.03346,0.15207,3.90784,0.15216
87,8800,2.03817,0.15125,3.86863,0.15099
88,8900,2.04003,0.15161,3.94103,0.15173
89,9000,1.99059,0.15053,3.90809,0.14868
90,9100,2.02214,0.15242,3.83380,0.15088
91,9200,1.95368,0.14859,3.87042,0.14870
92,9300,1.99131,0.14974,3.74134,0.14919
93,9400,2.02496,0.14911,3.84421,0.14838
94,9500,2.01519,0.14775,3.81193,0.14711
95,9600,2.00493,0.14892,3.73255,0.14765
96,9700,1.98824,0.14984,3.73104,0.14856
97,9800,2.00290,0.14733,3.78961,0.14682
98,9900,1.99892,0.14681,3.69827,0.14856
99,10000,2.02862,0.14622,3.84766,0.14749
100,10100,2.01598,0.14823,3.93329,0.14701
101,10200,2.00303,0.14715,3.76982,0.14878
102,10300,2.02127,0.14641,3.97689,0.14725
103,10400,2.01001,0.14559,3.58703,0.14637
104,10500,2.03791,0.14715,3.81881,0.14724
