iteration,episode,1_iql_loss,1_count_value,2_iql_loss,2_count_value,3_iql_loss,3_count_value
0,100,8.17612,0.50484,8.30404,0.51179,8.17491,0.50335
1,200,2.64812,0.39328,2.74438,0.39593,2.70626,0.39291
2,300,2.26373,0.37913,2.32242,0.37852,2.31189,0.37458
3,400,2.22457,0.37651,2.21609,0.36959,2.19333,0.37169
4,500,2.17291,0.36966,2.14817,0.36130,2.14257,0.36497
5,600,2.17058,0.36351,2.16899,0.35788,2.16324,0.36062
6,700,2.25467,0.36241,2.27631,0.35339,2.14311,0.35483
7,800,2.25805,0.36617,2.22753,0.35277,2.20537,0.35240
8,900,2.30231,0.36592,2.27494,0.35433,2.29700,0.35436
9,1000,2.23587,0.35972,2.28664,0.35324,2.31059,0.35713
10,1100,2.30443,0.35789,2.22604,0.34969,2.24051,0.35373
11,1200,2.25824,0.35354,2.19419,0.35159,2.27134,0.35400
12,1300,2.33478,0.35333,2.23521,0.34989,2.30858,0.35623
13,1400,2.32538,0.35424,2.23767,0.34738,2.35026,0.35495
14,1500,2.41638,0.35378,2.36913,0.34970,2.36687,0.35493
15,1600,2.40490,0.35183,2.40944,0.34881,2.42584,0.35535
16,1700,2.46332,0.34993,2.35595,0.34815,2.40800,0.35678
17,1800,2.45495,0.35129,2.43938,0.35315,2.42330,0.35399
18,1900,2.47700,0.35157,2.43682,0.34924,2.47262,0.35396
19,2000,2.46822,0.35263,2.48176,0.35177,2.52089,0.35360
20,2100,2.53453,0.35139,2.54752,0.35424,2.52102,0.35864
21,2200,2.51359,0.34954,2.52424,0.35260,2.52172,0.35819
22,2300,2.53855,0.34849,2.56347,0.35294,2.54369,0.35920
23,2400,2.58126,0.35285,2.58105,0.35040,2.62020,0.35785
24,2500,2.61516,0.35131,2.60991,0.35406,2.59748,0.35804
25,2600,2.65735,0.35000,2.67414,0.35467,2.62523,0.36228
26,2700,2.65825,0.34942,2.66358,0.35293,2.68136,0.35987
27,2800,2.71191,0.35093,2.72582,0.35529,2.60365,0.35831
28,2900,2.71119,0.35060,2.67239,0.35171,2.67898,0.35999
29,3000,2.72089,0.35490,2.73413,0.35565,2.63295,0.35858
30,3100,2.72752,0.35418,2.82206,0.35575,2.66912,0.36235
31,3200,2.74880,0.35298,2.74315,0.35533,2.65032,0.36106
32,3300,2.74468,0.35332,2.73632,0.35949,2.68631,0.36184
33,3400,2.76330,0.35681,2.80554,0.35669,2.67893,0.36382
34,3500,2.73714,0.35399,2.83563,0.36210,2.63065,0.36215
35,3600,2.74334,0.35344,2.77923,0.35550,2.67268,0.36189
36,3700,2.79559,0.35577,2.79502,0.36102,2.67689,0.36393
37,3800,2.72354,0.35719,2.76375,0.35557,2.64074,0.36602
38,3900,2.76962,0.35560,2.77156,0.35907,2.61822,0.36172
39,4000,2.71124,0.35819,2.79158,0.36040,2.67274,0.36558
40,4100,2.74341,0.35818,2.76170,0.36143,2.62660,0.36307
41,4200,2.72999,0.36133,2.72447,0.36201,2.62048,0.36522
42,4300,2.74737,0.35917,2.73848,0.36356,2.62202,0.36348
43,4400,2.73484,0.35972,2.70458,0.36156,2.62132,0.36585
44,4500,2.65638,0.35947,2.67645,0.36072,2.61719,0.36330
45,4600,2.75348,0.35981,2.69768,0.36116,2.58966,0.36261
