iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_rnd_forward_loss
0,100,-10.18857,28.09071,1.78950,-10.16412,26.83930,1.78571,-10.08659,29.06830,1.75134,-9.14632,19.71219,1.60608
1,200,-10.68355,2.93842,1.82290,-10.60245,2.63180,1.80476,-11.07786,2.66004,1.89618,-9.19504,2.26873,1.56929
2,300,-12.01159,1.75259,1.86677,-12.08149,1.58636,1.88077,-12.45177,1.74804,1.94610,-10.07291,1.84410,1.55077
3,400,-13.18402,1.79475,1.89589,-13.40881,1.54597,1.89922,-13.77836,2.29966,1.97439,-11.12347,1.63701,1.54043
4,500,-14.66552,2.05231,1.88166,-14.59968,1.75487,1.88250,-15.08457,1.68682,1.94859,-12.28701,1.36821,1.53378
5,600,-16.06771,1.66822,1.87781,-15.89523,2.21368,1.87695,-16.34432,2.04765,1.92006,-13.57258,1.70921,1.57479
6,700,-17.37940,2.22830,1.88575,-17.48417,2.39700,1.87444,-17.90723,2.07358,1.92769,-14.83835,1.46541,1.60990
7,800,-18.99053,3.32771,1.90554,-18.61244,2.35121,1.87154,-19.37152,2.89536,1.93431,-16.25722,2.12221,1.65483
8,900,-20.45058,2.77774,1.91386,-20.02415,2.78279,1.85367,-20.94861,3.89256,1.94071,-17.86857,3.08488,1.67436
9,1000,-22.23592,2.85810,1.93245,-21.51319,3.48075,1.85005,-22.28361,3.52697,1.94169,-19.12321,3.73715,1.68508
10,1100,-23.99487,4.57928,1.95177,-23.24162,4.73725,1.85732,-24.29080,4.01880,1.93244,-20.53224,3.55563,1.68421
11,1200,-25.42435,4.27674,1.95836,-24.87430,3.62767,1.86987,-25.63600,3.90942,1.94677,-21.78490,2.95803,1.68112
12,1300,-26.92340,4.18555,1.97577,-26.25110,4.19687,1.88755,-27.04262,3.60931,1.94880,-23.09306,3.75933,1.68867
13,1400,-28.65360,5.76302,1.94827,-27.76175,4.94710,1.89612,-28.43408,5.83693,1.95136,-24.49193,6.31125,1.70041
14,1500,-29.93418,6.55383,1.94236,-29.34411,5.83355,1.89811,-30.06926,5.17825,1.93151,-25.76934,4.04823,1.70804
15,1600,-31.44559,7.31839,1.94388,-30.69900,5.67165,1.90676,-31.25263,5.75788,1.92057,-27.13176,3.94855,1.70946
16,1700,-33.10859,6.22316,1.95542,-31.79051,8.28164,1.89702,-32.59286,4.73970,1.91856,-28.56325,3.84126,1.72321
17,1800,-34.42781,6.38616,1.94344,-33.31087,7.68841,1.91857,-33.59538,5.77575,1.90535,-30.05902,6.83269,1.72471
18,1900,-35.77217,5.07578,1.93666,-34.77822,5.38668,1.92316,-35.35742,4.97393,1.90575,-31.06766,4.71657,1.73105
19,2000,-36.93415,3.80555,1.93354,-36.03680,3.79511,1.94105,-36.66327,4.67085,1.92001,-32.23814,4.31368,1.72113
20,2100,-38.24582,4.51657,1.93970,-37.55047,4.27062,1.94331,-38.38318,3.36416,1.91490,-33.48869,6.17867,1.72972
21,2200,-39.72890,6.49247,1.92858,-39.04708,5.75945,1.95696,-39.56123,5.82583,1.90604,-34.70301,3.16059,1.72283
22,2300,-41.31226,6.14197,1.93437,-40.45484,7.16630,1.95331,-40.96424,3.31754,1.91294,-35.85932,2.84150,1.71537
23,2400,-42.60857,3.78530,1.92404,-41.66968,5.15975,1.95587,-42.12678,3.23942,1.91249,-37.41895,2.32369,1.71321
24,2500,-43.65284,3.80969,1.92061,-42.99471,3.81606,1.96792,-43.60145,9.45867,1.91123,-38.23562,2.45349,1.72517
25,2600,-44.67574,3.46206,1.91200,-44.39237,4.16801,1.95429,-45.03769,4.68874,1.91718,-39.52862,9.00904,1.71868
26,2700,-46.09518,3.01791,1.91731,-45.14473,11.87365,1.94539,-45.96283,3.01919,1.91445,-40.55794,6.88433,1.72571
27,2800,-47.37350,4.26045,1.91690,-46.36173,7.95056,1.95602,-46.97744,3.05264,1.90432,-41.79381,4.71812,1.72769
28,2900,-48.45950,5.10015,1.90875,-47.73168,5.69119,1.95186,-48.06105,7.86707,1.90409,-42.96520,3.26544,1.71471
29,3000,-49.34147,4.75966,1.89891,-48.88767,4.38538,1.95445,-49.23403,3.40299,1.89601,-44.41412,3.43225,1.72154
30,3100,-50.47924,8.41722,1.88876,-49.79590,4.81704,1.96529,-49.70341,16.66614,1.88062,-45.56605,2.42100,1.72067
31,3200,-51.37014,3.29735,1.88932,-51.16185,7.88498,1.97272,-51.17216,7.25544,1.87950,-46.84996,5.63133,1.71546
32,3300,-52.43521,4.03182,1.88221,-52.26152,5.89417,1.97051,-52.65033,6.23912,1.89298,-47.39042,2.82410,1.73492
33,3400,-52.94069,4.59677,1.87448,-52.68571,4.02327,1.97654,-53.67246,2.54909,1.89313,-48.46387,5.32903,1.74731
34,3500,-54.37840,3.53460,1.87914,-54.26085,4.15724,1.96845,-54.53496,6.37800,1.88757,-49.41437,2.56408,1.74868
35,3600,-55.67017,5.99929,1.87339,-55.07388,2.96579,1.96395,-55.87456,17.11036,1.88262,-50.28971,2.51063,1.74837
36,3700,-56.90472,8.08392,1.86271,-56.38669,4.05537,1.95665,-57.08962,6.63404,1.87578,-51.27910,4.20371,1.75434
37,3800,-56.84556,6.93198,1.85273,-57.60348,10.78589,1.94964,-57.51105,7.84731,1.86521,-52.26031,9.73161,1.73399
38,3900,-59.03624,10.06504,1.85006,-57.91204,8.46341,1.93406,-57.79522,7.27607,1.85058,-53.44511,9.18299,1.74149
39,4000,-58.79726,4.42424,1.84113,-59.68948,7.27056,1.91893,-59.56375,4.54744,1.84492,-54.15883,3.66540,1.73596
40,4100,-59.40518,5.44984,1.82745,-60.52398,8.42334,1.90790,-60.30297,4.52121,1.83235,-54.58795,2.32533,1.73836
41,4200,-60.77775,3.86623,1.82928,-61.05613,9.71572,1.90545,-61.11825,3.86226,1.82861,-55.52241,2.54204,1.73816
42,4300,-60.95666,3.43205,1.82349,-61.85927,6.33520,1.89608,-62.05571,6.91805,1.81954,-56.36744,5.16230,1.73430
43,4400,-61.94489,4.32846,1.80613,-62.96218,12.71403,1.88935,-62.77497,9.13139,1.81279,-56.92561,11.42026,1.72136
44,4500,-62.49726,2.68420,1.80656,-63.48308,4.25106,1.88066,-62.80481,17.83067,1.80362,-58.36261,7.80000,1.75417
45,4600,-62.97380,6.50554,1.80475,-63.69299,5.46227,1.86738,-63.87046,19.86297,1.81103,-58.35991,8.59598,1.74289
46,4700,-63.87765,5.31675,1.79152,-64.80567,10.31409,1.86288,-65.27951,7.89061,1.79963,-59.18591,7.18969,1.72739
47,4800,-64.75253,6.81170,1.79759,-65.74151,5.14532,1.85172,-65.66430,4.87503,1.77529,-60.83041,4.86291,1.72541
48,4900,-65.70523,3.80329,1.79346,-66.27469,4.80235,1.84235,-65.99437,9.12218,1.77755,-60.31863,4.38245,1.70497
49,5000,-66.37485,4.16291,1.79008,-66.88766,6.86286,1.83510,-66.30911,8.16510,1.75971,-61.54154,5.68574,1.70113
50,5100,-66.29200,7.35840,1.77597,-66.99834,4.51075,1.82961,-66.56398,3.46883,1.77508,-61.45179,11.82232,1.70040
51,5200,-66.69734,6.69272,1.76353,-67.90111,4.33183,1.82307,-67.57904,7.16801,1.74743,-62.69858,2.80030,1.68088
52,5300,-67.80492,5.17349,1.76576,-68.80304,6.49942,1.82389,-67.36517,6.81661,1.74926,-62.60121,2.75469,1.67684
53,5400,-68.08680,5.02633,1.74492,-69.01960,8.84695,1.80177,-69.06344,5.16519,1.74710,-63.62722,2.95436,1.66513
54,5500,-68.37705,2.12757,1.74931,-69.21478,8.06245,1.78758,-68.21516,4.64718,1.72687,-63.63908,3.00838,1.66964
55,5600,-68.61996,8.32012,1.75147,-70.19461,7.15219,1.78772,-68.87089,5.07682,1.71862,-64.28640,8.69664,1.65498
56,5700,-68.97151,6.68566,1.74209,-70.08402,7.98826,1.77403,-69.49394,5.28678,1.71280,-64.62122,8.65914,1.64238
57,5800,-69.25625,6.04372,1.73883,-71.17967,13.13766,1.76613,-69.41444,3.25830,1.70618,-65.25159,5.76860,1.62754
58,5900,-69.99757,7.61870,1.73097,-71.63235,4.80357,1.75421,-69.89130,5.63119,1.70075,-65.63750,11.43141,1.62157
59,6000,-70.45600,8.52306,1.72041,-71.36373,4.60748,1.74137,-70.34430,7.06803,1.68711,-65.82055,7.29449,1.62003
60,6100,-71.05189,8.61236,1.71153,-71.68740,15.25936,1.74063,-70.50950,6.48155,1.68216,-66.21303,12.81505,1.60422
61,6200,-70.65687,10.14614,1.70899,-72.87948,10.65647,1.72485,-70.89882,3.85428,1.65959,-66.34592,5.04078,1.59737
62,6300,-71.18738,7.04492,1.70283,-73.34621,7.54806,1.72227,-70.81957,12.27050,1.65902,-66.42402,3.78730,1.58273
63,6400,-71.78718,19.74954,1.69220,-72.88469,13.26457,1.70931,-71.08493,4.08385,1.64993,-67.22277,4.63409,1.57813
64,6500,-72.02413,13.05964,1.68206,-73.34492,4.81072,1.71077,-71.71944,7.34323,1.63388,-66.73729,8.52009,1.56301
65,6600,-72.16975,14.33316,1.68725,-73.20770,4.03409,1.70449,-71.19660,6.22280,1.62951,-67.92084,9.01462,1.56239
66,6700,-72.18173,9.62680,1.68469,-73.73805,4.04770,1.70103,-71.88624,4.59787,1.62478,-68.05876,4.97760,1.54471
67,6800,-72.41046,9.29799,1.67017,-73.93301,3.79454,1.69067,-71.59385,3.81217,1.62141,-67.33999,4.99136,1.52970
68,6900,-72.97117,10.32922,1.66764,-74.50837,5.81983,1.69365,-72.04605,2.96697,1.61552,-68.65133,8.64677,1.52692
69,7000,-73.11565,8.88051,1.66160,-74.08059,6.93391,1.68916,-71.76304,7.67608,1.60994,-69.17250,10.51773,1.52665
70,7100,-73.52347,5.71984,1.65262,-74.36713,4.92050,1.67494,-73.74316,13.38957,1.61053,-68.21544,8.47692,1.50953
71,7200,-72.61941,6.98499,1.64246,-75.37452,4.79214,1.67546,-73.61524,5.89917,1.60493,-69.36550,13.24796,1.50456
72,7300,-72.74681,6.28378,1.63786,-74.75965,17.00354,1.66503,-73.20343,4.99732,1.59198,-69.29866,4.68317,1.50814
73,7400,-72.90140,6.48093,1.63074,-75.38989,7.89797,1.66476,-73.73275,8.55140,1.58443,-70.03419,7.05522,1.49905
74,7500,-73.40124,10.47822,1.62512,-75.77953,8.24790,1.65724,-74.12914,3.55424,1.57759,-70.61719,2.61757,1.50100
75,7600,-74.07917,10.35119,1.61331,-75.66052,10.55884,1.64614,-73.89629,3.06380,1.57268,-70.36294,2.42162,1.48680
76,7700,-73.00766,7.12860,1.59950,-75.85044,8.12461,1.62977,-73.96195,7.91587,1.56748,-70.67023,14.23254,1.48586
77,7800,-74.01963,7.27246,1.59230,-75.69977,3.42069,1.62149,-74.15074,13.40638,1.54970,-70.91672,12.05699,1.47513
78,7900,-73.70855,14.75117,1.58365,-75.97807,8.11151,1.60608,-75.98669,13.09939,1.54492,-70.78318,8.57462,1.48156
79,8000,-73.79808,5.38380,1.57651,-76.04826,6.18854,1.59338,-75.73093,6.15587,1.53890,-70.55291,4.67633,1.46226
80,8100,-74.62115,5.56756,1.55846,-76.08468,5.61749,1.58448,-75.69143,4.94509,1.53463,-71.01856,6.73445,1.45034
81,8200,-74.04434,4.16430,1.55463,-76.39837,6.64405,1.57354,-75.04058,5.25415,1.52312,-70.71337,4.16299,1.43667
82,8300,-73.66642,6.75211,1.55097,-76.22528,4.14234,1.56597,-74.60550,4.79071,1.51510,-70.70695,3.47853,1.42694
83,8400,-73.71638,4.74261,1.53729,-75.68631,4.57010,1.55297,-75.08516,4.95006,1.50582,-70.94955,5.80811,1.42369
84,8500,-74.32281,4.84922,1.51412,-76.29487,5.30109,1.53872,-74.63613,15.55091,1.50994,-70.69276,4.73913,1.41157
85,8600,-73.52024,7.54238,1.51758,-75.92616,4.95712,1.53775,-75.17661,6.95310,1.49196,-71.43244,7.31474,1.40142
86,8700,-74.23901,4.92404,1.50746,-76.24016,3.82791,1.51668,-74.76961,3.26877,1.48353,-70.66044,7.34011,1.39165
87,8800,-73.70968,6.69462,1.49058,-76.21673,4.60847,1.51178,-74.51587,3.98572,1.48809,-69.77784,7.78303,1.38758
88,8900,-73.28253,4.91414,1.48278,-75.76865,4.15878,1.49972,-74.13548,3.90472,1.47709,-70.23203,2.30953,1.37512
89,9000,-72.87648,3.43184,1.47514,-75.55424,3.98769,1.49794,-74.11999,3.20981,1.46666,-70.06248,4.17904,1.36453
90,9100,-73.34964,3.96119,1.46980,-75.18438,3.97882,1.47682,-74.36481,3.37871,1.45858,-69.73333,4.44572,1.35277
91,9200,-72.96257,5.14561,1.44800,-75.41022,3.24391,1.47868,-74.04658,4.20491,1.46015,-70.17597,6.13794,1.34689
92,9300,-73.43760,3.45474,1.44261,-74.88527,12.72152,1.47137,-73.92471,3.38733,1.45504,-69.42060,3.37900,1.33710
93,9400,-73.00575,2.72716,1.43789,-75.71389,4.82053,1.45903,-74.27042,5.89511,1.43773,-68.80031,3.48655,1.32545
94,9500,-72.61214,6.48444,1.43041,-75.54303,6.73901,1.44843,-74.10850,4.71404,1.43433,-69.24739,3.83774,1.32084
95,9600,-72.94575,12.64488,1.41395,-75.78973,8.23789,1.44394,-73.93080,4.61696,1.42393,-68.99334,4.14456,1.30409
96,9700,-73.62598,4.67893,1.40646,-74.19949,7.82466,1.43161,-74.64434,8.27719,1.41846,-68.84135,10.92996,1.30027
97,9800,-73.17929,3.71300,1.39819,-74.55765,2.21777,1.42107,-73.33810,7.68438,1.41454,-68.79397,2.22572,1.28564
98,9900,-72.19527,3.58385,1.39558,-74.64708,2.44943,1.42105,-73.59548,4.82309,1.40369,-68.91932,5.13164,1.27563
99,10000,-72.05807,4.08336,1.38349,-74.51516,1.87179,1.40142,-73.18649,4.83976,1.39357,-69.19702,6.06892,1.25808
100,10100,-72.99766,11.11689,1.37618,-74.48217,1.36164,1.39343,-73.04674,6.21951,1.38828,-68.54907,5.66470,1.25263
101,10200,-72.11911,5.92932,1.36738,-74.15817,1.26560,1.38951,-73.64730,9.98994,1.38167,-67.61701,5.70441,1.24817
102,10300,-71.59073,7.09031,1.35526,-73.91844,1.28483,1.38573,-73.19507,3.00368,1.36985,-66.96120,6.15773,1.22836
103,10400,-71.62951,4.47899,1.35049,-73.63627,1.44151,1.37673,-73.34633,4.24515,1.36245,-67.51534,1.69128,1.22444
104,10500,-72.11425,10.43265,1.34345,-73.56692,1.59580,1.36694,-73.31662,3.57605,1.35675,-66.99706,5.38306,1.22106
105,10600,-71.83318,3.37073,1.33885,-73.33971,1.49098,1.35515,-72.59625,3.48516,1.35437,-66.98188,4.58754,1.20657
106,10700,-71.79578,3.02759,1.33226,-73.08026,1.49920,1.35081,-71.81780,3.76600,1.34432,-66.63857,4.13379,1.20285
107,10800,-71.55061,3.53200,1.31811,-72.84249,1.52868,1.33645,-72.12061,2.79082,1.33943,-66.48685,7.54384,1.19381
108,10900,-70.84092,3.16133,1.30945,-72.62113,1.49644,1.33081,-71.80641,5.19768,1.33080,-66.70080,3.11219,1.17815
109,11000,-70.72171,2.84293,1.30059,-72.33348,1.26733,1.32139,-72.05070,3.61734,1.31995,-66.53215,2.84000,1.17510
