iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss
160,16100,1.49154,1.66000,1.72539
161,16200,1.39953,1.72149,1.66375
162,16300,1.46920,1.68459,1.72698
163,16400,1.36675,1.71762,1.66086
164,16500,1.48311,1.70671,1.70822
165,16600,1.41129,1.72741,1.70869
166,16700,1.51083,1.63466,1.75603
167,16800,1.44403,1.64207,1.70669
168,16900,1.46557,1.72062,1.69247
169,17000,1.40022,1.68778,1.70218
170,17100,1.41411,1.68874,1.77158
171,17200,1.52457,1.66520,1.79890
172,17300,1.37928,1.69741,1.77403
173,17400,1.43960,1.69934,1.70895
174,17500,1.46554,1.72957,1.86417
175,17600,1.58015,1.74385,1.76649
176,17700,1.50968,1.72720,1.70206
177,17800,1.47606,1.62665,1.76406
178,17900,1.47902,1.73644,1.78082
179,18000,1.46717,1.69588,1.68130
180,18100,1.48493,1.70930,1.74878
181,18200,1.51080,1.72704,1.72367
182,18300,1.37762,1.71341,1.81163
183,18400,1.43310,1.76941,1.76425
184,18500,1.48488,1.72002,1.74343
185,18600,1.45357,1.72866,1.62992
186,18700,1.39946,1.71445,1.72007
187,18800,1.43181,1.77637,1.69594
188,18900,1.43820,1.72154,1.75208
189,19000,1.44449,1.81248,1.77091
190,19100,1.42508,1.77497,1.77765
191,19200,1.45205,1.68123,1.78140
192,19300,1.44047,1.66685,1.72129
193,19400,1.40797,1.74469,1.73504
194,19500,1.44433,1.74513,1.76460
195,19600,1.53258,1.82047,1.75111
196,19700,1.46638,1.76950,1.78105
197,19800,1.49408,1.79802,1.80522
198,19900,1.52266,1.72379,1.79808
199,20000,1.44751,1.75033,1.80832
200,20100,1.44647,1.76531,1.75361
201,20200,1.44018,1.69103,1.74327
202,20300,1.46802,1.69132,1.79308
203,20400,1.49413,1.78889,1.80288
204,20500,1.49685,1.75054,1.70766
205,20600,1.48890,1.77044,1.81471
206,20700,1.45434,1.69455,1.73528
207,20800,1.45612,1.76163,1.71807
208,20900,1.42704,1.76530,1.75904
209,21000,1.46900,1.76961,1.75270
210,21100,1.48605,1.81944,1.79790
211,21200,1.48981,1.72132,1.82595
212,21300,1.45822,1.87076,1.84567
213,21400,1.40464,1.75116,1.82257
214,21500,1.49445,1.71703,1.80099
215,21600,1.50144,1.73772,1.78791
216,21700,1.55376,1.75197,1.81838
217,21800,1.48173,1.74823,1.80786
218,21900,1.50828,1.77336,1.80451
219,22000,1.47604,1.71365,1.74899
220,22100,1.45373,1.74867,1.78367
221,22200,1.39571,1.74369,1.91216
222,22300,1.38050,1.77612,1.76957
223,22400,1.50778,1.72563,1.80286
224,22500,1.49341,1.65735,1.85631
225,22600,1.50227,1.86851,1.80001
226,22700,1.48795,1.74873,1.73984
227,22800,1.39494,1.82439,1.80769
228,22900,1.51192,1.79177,1.80625
229,23000,1.45840,1.73799,1.87245
230,23100,1.45703,1.79837,1.81033
231,23200,1.50735,1.77974,1.79196
232,23300,1.49721,1.80837,1.80070
233,23400,1.42659,1.76211,1.73559
234,23500,1.49454,1.75218,1.83049
235,23600,1.48560,1.73619,1.78339
236,23700,1.43020,1.72622,1.81016
237,23800,1.45190,1.76997,1.82041
238,23900,1.49030,1.77727,1.89331
239,24000,1.47616,1.79784,1.76252
240,24100,1.47369,1.81661,1.83044
241,24200,1.45096,1.82228,1.81136
242,24300,1.50287,1.76680,1.85602
243,24400,1.48193,1.79684,1.85227
244,24500,1.53296,1.74356,1.85912
245,24600,1.53516,1.76185,1.82403
246,24700,1.46944,1.78888,1.82089
247,24800,1.50055,1.85492,1.78814
248,24900,1.46825,1.82493,1.83408
