iteration,episode,1_iql_loss,2_iql_loss,3_iql_loss
0,100,0.94477,0.98812,0.99012
1,200,0.82863,0.91238,0.92392
2,300,0.74545,0.85119,0.89168
3,400,0.72304,0.84187,0.86195
4,500,0.71261,0.84204,0.83704
5,600,0.71247,0.86215,0.85187
6,700,0.74278,0.86894,0.83985
7,800,0.75727,0.83739,0.84297
8,900,0.75299,0.83864,0.86677
9,1000,0.75056,0.86500,0.86252
10,1100,0.80034,0.86977,0.87515
11,1200,0.81219,0.89446,0.86323
12,1300,0.78174,0.89020,0.86958
13,1400,0.83277,0.90348,0.88144
14,1500,0.81741,0.92309,0.89486
15,1600,0.85283,0.92752,0.92010
16,1700,0.87978,0.95275,0.92887
17,1800,0.87648,0.95119,0.94103
18,1900,0.88147,0.98837,0.95053
19,2000,0.95025,0.98084,0.97119
20,2100,0.98472,1.00929,0.99950
21,2200,0.95336,1.03081,1.01640
22,2300,0.98499,1.05458,1.02277
23,2400,1.00140,1.05300,1.02384
24,2500,0.97055,1.07593,1.04848
25,2600,1.05745,1.10510,1.07066
26,2700,1.02168,1.12008,1.06375
27,2800,1.04520,1.09487,1.08729
28,2900,1.05751,1.13354,1.11265
29,3000,1.11906,1.12256,1.14728
30,3100,1.08930,1.16225,1.14280
31,3200,1.13026,1.16395,1.16567
32,3300,1.14134,1.18433,1.24345
33,3400,1.12126,1.20440,1.18830
34,3500,1.16865,1.20428,1.20841
35,3600,1.16022,1.24150,1.20738
36,3700,1.16775,1.19027,1.22662
37,3800,1.23131,1.26522,1.23116
38,3900,1.25871,1.25684,1.27570
39,4000,1.22032,1.29086,1.30117
40,4100,1.20356,1.27472,1.27083
41,4200,1.24519,1.31326,1.29422
42,4300,1.25694,1.32978,1.30399
43,4400,1.26807,1.31455,1.30423
44,4500,1.24656,1.31041,1.29052
45,4600,1.25883,1.33505,1.29539
46,4700,1.28467,1.36608,1.38276
47,4800,1.30135,1.33914,1.35006
48,4900,1.27533,1.39026,1.36859
49,5000,1.32949,1.35695,1.36182
50,5100,1.35618,1.39202,1.38844
51,5200,1.28032,1.43844,1.42379
52,5300,1.32672,1.38916,1.39197
53,5400,1.38392,1.41092,1.39528
54,5500,1.29992,1.45267,1.37502
55,5600,1.31059,1.42262,1.38068
56,5700,1.42334,1.46569,1.48669
57,5800,1.32559,1.47360,1.41983
58,5900,1.35755,1.47085,1.46785
59,6000,1.37301,1.47659,1.44409
60,6100,1.41182,1.45174,1.45084
61,6200,1.37134,1.46050,1.42260
62,6300,1.40432,1.48122,1.46042
63,6400,1.35691,1.48768,1.47276
64,6500,1.39896,1.50812,1.48641
65,6600,1.37812,1.55075,1.43383
66,6700,1.34526,1.49228,1.50818
67,6800,1.50318,1.48300,1.49556
68,6900,1.38788,1.49600,1.46501
69,7000,1.41766,1.48550,1.52870
70,7100,1.45430,1.50446,1.50546
71,7200,1.42780,1.52372,1.50936
72,7300,1.48375,1.51199,1.52293
73,7400,1.41680,1.50899,1.51883
74,7500,1.36582,1.54904,1.52834
75,7600,1.42745,1.54063,1.53310
76,7700,1.41029,1.54083,1.52330
77,7800,1.50971,1.55869,1.53527
78,7900,1.41652,1.60083,1.53888
79,8000,1.41813,1.56680,1.52375
80,8100,1.47553,1.59849,1.57061
81,8200,1.39624,1.59599,1.55556
82,8300,1.45374,1.57540,1.57548
83,8400,1.41504,1.60620,1.47636
84,8500,1.43624,1.56015,1.56604
85,8600,1.39419,1.55484,1.56349
86,8700,1.45237,1.58383,1.52462
87,8800,1.42626,1.52050,1.56733
88,8900,1.44906,1.56301,1.51744
89,9000,1.45113,1.56970,1.53247
90,9100,1.43845,1.60362,1.57243
91,9200,1.38050,1.51035,1.58332
92,9300,1.47138,1.54696,1.58230
93,9400,1.46306,1.58492,1.54341
94,9500,1.41390,1.57112,1.56031
95,9600,1.51055,1.58686,1.58243
96,9700,1.42909,1.58176,1.60347
97,9800,1.41990,1.56819,1.52710
98,9900,1.41131,1.62795,1.57826
99,10000,1.41199,1.58287,1.57956
100,10100,1.42215,1.58615,1.61357
101,10200,1.44415,1.60319,1.62140
102,10300,1.44409,1.66342,1.54955
103,10400,1.41557,1.63724,1.55555
104,10500,1.43752,1.61672,1.59449
105,10600,1.46195,1.59601,1.60367
106,10700,1.43189,1.63316,1.57845
107,10800,1.37992,1.62731,1.58948
108,10900,1.44504,1.64729,1.56170
109,11000,1.42638,1.60309,1.61681
110,11100,1.46804,1.64477,1.62249
111,11200,1.43056,1.62600,1.67791
112,11300,1.38957,1.61366,1.60190
113,11400,1.39743,1.61565,1.55641
114,11500,1.40106,1.64403,1.60016
115,11600,1.45149,1.59712,1.69097
116,11700,1.43243,1.66201,1.59931
117,11800,1.51244,1.61442,1.59844
118,11900,1.44296,1.68841,1.68105
119,12000,1.45714,1.67823,1.60832
120,12100,1.43704,1.67158,1.66379
121,12200,1.37456,1.67657,1.65355
122,12300,1.40554,1.70957,1.59055
123,12400,1.41008,1.64890,1.61571
124,12500,1.35042,1.70498,1.65934
125,12600,1.40169,1.73220,1.60985
126,12700,1.43481,1.68228,1.59276
127,12800,1.44623,1.70920,1.65427
128,12900,1.43997,1.68901,1.67846
129,13000,1.38557,1.66491,1.56355
130,13100,1.45484,1.70611,1.62814
131,13200,1.44431,1.71686,1.69196
132,13300,1.41694,1.63036,1.68882
133,13400,1.43639,1.61519,1.68579
134,13500,1.39548,1.70940,1.62818
135,13600,1.39559,1.67717,1.68307
136,13700,1.39630,1.69069,1.61142
137,13800,1.40978,1.64301,1.55185
138,13900,1.46198,1.69714,1.66058
139,14000,1.42179,1.64008,1.67243
140,14100,1.39087,1.72396,1.67487
141,14200,1.46708,1.66107,1.65350
142,14300,1.39369,1.67089,1.69650
143,14400,1.44736,1.69865,1.65739
144,14500,1.42221,1.71613,1.63646
145,14600,1.40497,1.66986,1.60950
146,14700,1.46480,1.71679,1.66613
147,14800,1.40333,1.68368,1.64662
148,14900,1.41795,1.68256,1.66013
149,15000,1.45505,1.69030,1.70146
150,15100,1.49696,1.54977,1.67930
151,15200,1.45629,1.71231,1.62448
152,15300,1.45991,1.64874,1.69997
153,15400,1.40727,1.69509,1.67239
154,15500,1.42746,1.69830,1.66769
155,15600,1.44532,1.67487,1.70239
156,15700,1.51738,1.70613,1.73246
157,15800,1.40416,1.70270,1.71908
158,15900,1.47414,1.66578,1.75438
159,16000,1.44424,1.65750,1.77152
